Sample	City	CMP-<i>N</i>-acetylneuraminate biosynthesis I (eukaryotes)	CMP-<i>N</i>-acetylneuraminate biosynthesis II (bacteria)	CMP-legionaminate biosynthesis I	CMP-legionaminate biosynthesis II
CAMDA23_MetaSUB_gCSD16_BER_2	BER	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_BER_3	BER	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_BER_4	BER	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_BER_5	BER	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_BER_6	BER	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_BER_7	BER	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_BER_8	BER	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_BER_9	BER	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_1	BOG	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_10	BOG	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_11	BOG	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_BOG_12	BOG	0.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_13	BOG	0.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_14	BOG	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_15	BOG	0.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_16	BOG	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_2	BOG	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_3	BOG	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_4	BOG	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_BOG_5	BOG	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_6	BOG	0.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_8	BOG	0.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_BOG_9	BOG	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_1	DEN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_13	DEN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_14	DEN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_15	DEN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_17	DEN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_21	DEN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_5	DEN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_7	DEN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DOH_1	DOH	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DOH_10	DOH	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DOH_12	DOH	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DOH_14	DOH	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DOH_15	DOH	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DOH_2	DOH	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DOH_4	DOH	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DOH_5	DOH	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DOH_6	DOH	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_ILR_1	ILR	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_ILR_10	ILR	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_ILR_11	ILR	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_ILR_12	ILR	0.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_ILR_13	ILR	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_ILR_14	ILR	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_ILR_15	ILR	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_ILR_16	ILR	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_ILR_2	ILR	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_ILR_3	ILR	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_ILR_4	ILR	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_ILR_5	ILR	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_ILR_6	ILR	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_ILR_7	ILR	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_ILR_9	ILR	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_LIS_1	LIS	0.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_LIS_11	LIS	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_LIS_12	LIS	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_LIS_13	LIS	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_LIS_14	LIS	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_LIS_15	LIS	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_LIS_16	LIS	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_LIS_2	LIS	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_LIS_3	LIS	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_LIS_4	LIS	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_LIS_5	LIS	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_LIS_6	LIS	0.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_LIS_8	LIS	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_LIS_9	LIS	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_NYC_1	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_NYC_10	NYC	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_NYC_11	NYC	0.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_NYC_12	NYC	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_NYC_13	NYC	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_NYC_14	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_NYC_15	NYC	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_NYC_16	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_NYC_17	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_NYC_18	NYC	0.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_NYC_19	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_NYC_2	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_NYC_20	NYC	0.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_NYC_21	NYC	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_NYC_22	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_NYC_23	NYC	0.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_NYC_24	NYC	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_NYC_25	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_NYC_26	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_NYC_3	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_NYC_4	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_NYC_5	NYC	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_NYC_6	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_NYC_7	NYC	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_NYC_8	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_NYC_9	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_SAC_1	SAC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_SAC_10	SAC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_SAC_13	SAC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_SAC_14	SAC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_SAC_15	SAC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_SAC_16	SAC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_SAC_2	SAC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_SAC_3	SAC	0.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_SAC_4	SAC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_SAC_5	SAC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_SAC_6	SAC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_SAC_8	SAC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_SAC_9	SAC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_TOK_1	TOK	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_TOK_10	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_TOK_11	TOK	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_TOK_12	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_TOK_13	TOK	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_TOK_14	TOK	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_TOK_15	TOK	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_TOK_16	TOK	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_TOK_17	TOK	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_TOK_18	TOK	0.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_TOK_19	TOK	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_TOK_2	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_TOK_20	TOK	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_TOK_21	TOK	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_TOK_22	TOK	0.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_TOK_23	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_TOK_24	TOK	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_TOK_3	TOK	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_TOK_4	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_TOK_5	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_TOK_6	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_TOK_7	TOK	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_TOK_8	TOK	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_TOK_9	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_BAL_1	BAL	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_BAL_10	BAL	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_BAL_11	BAL	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_BAL_12	BAL	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_BAL_14	BAL	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_BAL_2	BAL	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_BAL_3	BAL	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_BAL_4	BAL	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_BAL_5	BAL	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_BAL_6	BAL	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_BAL_7	BAL	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_BAL_8	BAL	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_BAL_9	BAL	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DEN_1	DEN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DEN_11	DEN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DEN_15	DEN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DEN_16	DEN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DEN_17	DEN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DEN_18	DEN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DEN_19	DEN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DEN_2	DEN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DEN_21	DEN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DEN_22	DEN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DEN_23	DEN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DEN_3	DEN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DEN_5	DEN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DEN_7	DEN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DEN_8	DEN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DEN_9	DEN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DOH_1	DOH	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DOH_10	DOH	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DOH_11	DOH	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DOH_12	DOH	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DOH_13	DOH	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DOH_14	DOH	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DOH_2	DOH	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DOH_3	DOH	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DOH_4	DOH	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DOH_5	DOH	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DOH_6	DOH	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DOH_7	DOH	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DOH_8	DOH	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_DOH_9	DOH	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_ILR_1	ILR	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_ILR_10	ILR	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_ILR_11	ILR	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_ILR_12	ILR	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD17_ILR_13	ILR	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_ILR_14	ILR	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_ILR_15	ILR	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_ILR_16	ILR	0.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD17_ILR_17	ILR	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_ILR_18	ILR	0.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD17_ILR_2	ILR	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_ILR_3	ILR	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_ILR_4	ILR	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_ILR_5	ILR	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_ILR_6	ILR	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_ILR_7	ILR	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_ILR_8	ILR	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_ILR_9	ILR	1.0	1.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_MIN_1	MIN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_MIN_2	MIN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_MIN_3	MIN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_MIN_4	MIN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_MIN_5	MIN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_MIN_6	MIN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_NYC_1	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_NYC_10	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_NYC_11	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_NYC_12	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_NYC_13	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_NYC_14	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_NYC_15	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_NYC_16	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_NYC_17	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_NYC_18	NYC	0.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD17_NYC_19	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_NYC_2	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_NYC_20	NYC	0.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD17_NYC_3	NYC	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD17_NYC_4	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_NYC_5	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_NYC_6	NYC	0.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD17_NYC_7	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_NYC_8	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_NYC_9	NYC	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAN_10	SAN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAN_11	SAN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAN_14	SAN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAN_15	SAN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAN_16	SAN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAN_2	SAN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAN_8	SAN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAN_9	SAN	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAO_1	SAO	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAO_10	SAO	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAO_11	SAO	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAO_12	SAO	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAO_13	SAO	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAO_14	SAO	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAO_15	SAO	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAO_16	SAO	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAO_17	SAO	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAO_18	SAO	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAO_19	SAO	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAO_2	SAO	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAO_21	SAO	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAO_22	SAO	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAO_23	SAO	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAO_4	SAO	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAO_5	SAO	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAO_6	SAO	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAO_7	SAO	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_SAO_8	SAO	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_1	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_10	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_11	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_12	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_13	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_14	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_15	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_16	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_17	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_18	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_19	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_2	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_20	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_21	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_22	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_23	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_24	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_25	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_3	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_4	TOK	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_5	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_6	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_7	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_TOK_9	TOK	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_VIE_1	VIE	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_VIE_10	VIE	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_VIE_11	VIE	0.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD17_VIE_12	VIE	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_VIE_13	VIE	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_VIE_14	VIE	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_VIE_15	VIE	0.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD17_VIE_16	VIE	0.0	0.0	1.0	0.0
