Sample	City	2-Aminoethylphosphonate-Degradation	Activation-Inactivation-Interconversion	All-Trans-Farnesyl-PP-Biosynthesis	Biosynthesis	Citrulline-Biosynthesis	Degradation	Detoxification	Energy-Metabolism	Fermentation	Macromolecule-Modification	Metabolic-Clusters	Photosynthesis	Respiration	Super-Pathways
CAMDA23_MetaSUB_gCSD16_BOG_6	BOG	3.0	3.0	1.0	749.0	1.0	567.0	17.0	55.0	28.0	1.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_BOG_8	BOG	3.0	3.0	1.0	736.0	1.0	541.0	16.0	53.0	28.0	2.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_BOG_9	BOG	2.0	3.0	1.0	734.0	1.0	533.0	14.0	52.0	28.0	1.0	2.0	5.0	13.0	7.0
CAMDA23_MetaSUB_gCSD16_DEN_1	DEN	1.0	2.0	1.0	392.0	0.0	167.0	4.0	24.0	16.0	0.0	2.0	3.0	6.0	3.0
CAMDA23_MetaSUB_gCSD16_DEN_10	DEN	0.0	0.0	0.0	4.0	0.0	10.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_11	DEN	0.0	0.0	0.0	11.0	0.0	8.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_12	DEN	0.0	0.0	0.0	61.0	0.0	19.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_13	DEN	1.0	3.0	0.0	495.0	1.0	270.0	5.0	32.0	14.0	0.0	2.0	5.0	9.0	5.0
CAMDA23_MetaSUB_gCSD16_DEN_14	DEN	1.0	3.0	0.0	310.0	0.0	120.0	3.0	19.0	11.0	0.0	2.0	1.0	4.0	3.0
CAMDA23_MetaSUB_gCSD16_DEN_15	DEN	1.0	3.0	1.0	424.0	1.0	197.0	6.0	35.0	18.0	1.0	2.0	3.0	11.0	4.0
CAMDA23_MetaSUB_gCSD16_DEN_16	DEN	1.0	2.0	1.0	288.0	0.0	116.0	3.0	22.0	7.0	0.0	2.0	1.0	4.0	4.0
CAMDA23_MetaSUB_gCSD16_DEN_17	DEN	1.0	1.0	0.0	378.0	0.0	152.0	3.0	20.0	13.0	0.0	1.0	5.0	7.0	4.0
CAMDA23_MetaSUB_gCSD16_DEN_18	DEN	0.0	0.0	0.0	17.0	0.0	7.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_19	DEN	0.0	0.0	0.0	2.0	0.0	7.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_2	DEN	0.0	1.0	0.0	72.0	0.0	16.0	0.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_20	DEN	2.0	0.0	0.0	57.0	0.0	30.0	0.0	3.0	1.0	0.0	1.0	1.0	0.0	2.0
CAMDA23_MetaSUB_gCSD16_DEN_21	DEN	1.0	3.0	1.0	559.0	1.0	286.0	6.0	36.0	17.0	0.0	2.0	5.0	10.0	6.0
CAMDA23_MetaSUB_gCSD16_DEN_22	DEN	0.0	0.0	0.0	14.0	0.0	10.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_3	DEN	0.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_4	DEN	0.0	0.0	0.0	16.0	0.0	8.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_5	DEN	1.0	2.0	0.0	229.0	0.0	71.0	2.0	8.0	10.0	0.0	1.0	2.0	1.0	2.0
CAMDA23_MetaSUB_gCSD16_DEN_6	DEN	0.0	0.0	0.0	23.0	0.0	12.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_7	DEN	2.0	3.0	1.0	622.0	1.0	333.0	12.0	42.0	22.0	0.0	2.0	5.0	9.0	5.0
CAMDA23_MetaSUB_gCSD16_DEN_8	DEN	0.0	1.0	0.0	65.0	0.0	12.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_9	DEN	0.0	1.0	0.0	19.0	0.0	18.0	0.0	2.0	2.0	0.0	0.0	1.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DOH_1	DOH	1.0	2.0	0.0	367.0	0.0	182.0	8.0	27.0	15.0	0.0	2.0	2.0	7.0	4.0
CAMDA23_MetaSUB_gCSD16_DOH_10	DOH	0.0	3.0	0.0	376.0	0.0	160.0	3.0	22.0	10.0	1.0	1.0	3.0	6.0	2.0
CAMDA23_MetaSUB_gCSD16_DOH_11	DOH	2.0	1.0	0.0	223.0	0.0	62.0	2.0	6.0	7.0	0.0	1.0	1.0	8.0	2.0
CAMDA23_MetaSUB_gCSD16_DOH_12	DOH	2.0	3.0	1.0	664.0	1.0	434.0	14.0	45.0	21.0	0.0	2.0	4.0	10.0	5.0
CAMDA23_MetaSUB_gCSD16_DOH_14	DOH	1.0	3.0	1.0	477.0	1.0	255.0	4.0	35.0	20.0	0.0	2.0	4.0	7.0	4.0
CAMDA23_MetaSUB_gCSD16_DOH_15	DOH	1.0	3.0	1.0	488.0	1.0	235.0	5.0	37.0	17.0	1.0	2.0	4.0	9.0	4.0
CAMDA23_MetaSUB_gCSD16_DOH_2	DOH	2.0	3.0	0.0	598.0	1.0	363.0	11.0	39.0	19.0	0.0	2.0	5.0	7.0	5.0
CAMDA23_MetaSUB_gCSD16_DOH_3	DOH	1.0	1.0	0.0	147.0	0.0	88.0	4.0	17.0	13.0	0.0	0.0	3.0	3.0	3.0
CAMDA23_MetaSUB_gCSD16_DOH_4	DOH	1.0	3.0	1.0	417.0	1.0	196.0	5.0	35.0	14.0	1.0	2.0	4.0	9.0	4.0
CAMDA23_MetaSUB_gCSD16_DOH_5	DOH	0.0	3.0	0.0	335.0	0.0	107.0	5.0	25.0	12.0	0.0	2.0	1.0	6.0	2.0
CAMDA23_MetaSUB_gCSD16_DOH_6	DOH	1.0	3.0	0.0	371.0	0.0	129.0	3.0	18.0	12.0	1.0	2.0	1.0	6.0	5.0
CAMDA23_MetaSUB_gCSD16_DOH_8	DOH	1.0	0.0	0.0	76.0	0.0	27.0	0.0	3.0	2.0	0.0	0.0	0.0	2.0	1.0
CAMDA23_MetaSUB_gCSD16_DOH_9	DOH	1.0	1.0	0.0	89.0	0.0	38.0	1.0	3.0	1.0	0.0	1.0	1.0	2.0	0.0
CAMDA23_MetaSUB_gCSD16_ILR_1	ILR	3.0	3.0	1.0	740.0	1.0	562.0	15.0	56.0	28.0	1.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_ILR_10	ILR	3.0	3.0	1.0	753.0	1.0	557.0	15.0	54.0	27.0	0.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_ILR_11	ILR	2.0	3.0	1.0	737.0	1.0	514.0	14.0	57.0	27.0	1.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_ILR_12	ILR	2.0	3.0	1.0	728.0	1.0	521.0	14.0	53.0	27.0	1.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_ILR_13	ILR	2.0	3.0	1.0	741.0	1.0	524.0	16.0	55.0	27.0	0.0	2.0	5.0	11.0	7.0
CAMDA23_MetaSUB_gCSD16_ILR_14	ILR	2.0	3.0	1.0	727.0	1.0	497.0	15.0	51.0	27.0	0.0	2.0	4.0	11.0	7.0
CAMDA23_MetaSUB_gCSD16_ILR_15	ILR	2.0	3.0	1.0	746.0	1.0	536.0	16.0	55.0	28.0	0.0	2.0	5.0	11.0	7.0
CAMDA23_MetaSUB_gCSD16_ILR_16	ILR	2.0	3.0	1.0	722.0	1.0	507.0	16.0	53.0	27.0	0.0	2.0	4.0	11.0	7.0
CAMDA23_MetaSUB_gCSD16_ILR_2	ILR	2.0	3.0	1.0	719.0	1.0	496.0	11.0	53.0	27.0	0.0	2.0	5.0	12.0	5.0
CAMDA23_MetaSUB_gCSD16_ILR_3	ILR	2.0	3.0	1.0	744.0	1.0	542.0	16.0	56.0	27.0	0.0	2.0	4.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_ILR_4	ILR	2.0	3.0	1.0	737.0	1.0	508.0	15.0	52.0	27.0	0.0	2.0	4.0	13.0	7.0
CAMDA23_MetaSUB_gCSD16_ILR_5	ILR	2.0	3.0	1.0	704.0	1.0	482.0	14.0	53.0	27.0	0.0	2.0	5.0	10.0	7.0
CAMDA23_MetaSUB_gCSD16_ILR_6	ILR	2.0	3.0	1.0	738.0	1.0	518.0	15.0	55.0	27.0	1.0	2.0	4.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_ILR_7	ILR	3.0	3.0	1.0	753.0	1.0	563.0	16.0	55.0	27.0	0.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_ILR_9	ILR	1.0	3.0	1.0	675.0	1.0	454.0	11.0	53.0	26.0	0.0	2.0	5.0	11.0	7.0
CAMDA23_MetaSUB_gCSD16_LIS_1	LIS	3.0	3.0	1.0	695.0	1.0	486.0	11.0	49.0	26.0	0.0	2.0	5.0	11.0	7.0
CAMDA23_MetaSUB_gCSD16_LIS_11	LIS	1.0	3.0	1.0	681.0	1.0	461.0	12.0	52.0	24.0	0.0	2.0	5.0	11.0	7.0
CAMDA23_MetaSUB_gCSD16_LIS_12	LIS	1.0	3.0	1.0	640.0	1.0	379.0	11.0	44.0	19.0	0.0	2.0	4.0	12.0	6.0
CAMDA23_MetaSUB_gCSD16_LIS_13	LIS	2.0	3.0	1.0	701.0	1.0	481.0	14.0	52.0	27.0	0.0	2.0	5.0	11.0	7.0
CAMDA23_MetaSUB_gCSD16_LIS_14	LIS	1.0	3.0	1.0	702.0	1.0	489.0	12.0	52.0	28.0	0.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_LIS_15	LIS	1.0	3.0	1.0	617.0	1.0	361.0	10.0	41.0	19.0	0.0	2.0	5.0	10.0	6.0
CAMDA23_MetaSUB_gCSD16_LIS_16	LIS	2.0	3.0	1.0	693.0	1.0	495.0	13.0	51.0	27.0	0.0	2.0	4.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_LIS_2	LIS	1.0	3.0	1.0	635.0	1.0	372.0	10.0	41.0	22.0	0.0	2.0	4.0	9.0	7.0
CAMDA23_MetaSUB_gCSD16_LIS_3	LIS	2.0	3.0	1.0	686.0	1.0	444.0	12.0	42.0	22.0	0.0	2.0	5.0	11.0	7.0
CAMDA23_MetaSUB_gCSD16_LIS_4	LIS	1.0	3.0	1.0	701.0	1.0	490.0	12.0	50.0	27.0	0.0	2.0	5.0	11.0	7.0
CAMDA23_MetaSUB_gCSD16_LIS_5	LIS	2.0	3.0	1.0	627.0	1.0	364.0	8.0	41.0	22.0	0.0	2.0	5.0	10.0	5.0
CAMDA23_MetaSUB_gCSD16_LIS_6	LIS	2.0	3.0	1.0	618.0	0.0	333.0	10.0	41.0	23.0	0.0	2.0	5.0	6.0	7.0
CAMDA23_MetaSUB_gCSD16_LIS_8	LIS	2.0	3.0	1.0	608.0	1.0	354.0	9.0	43.0	25.0	0.0	2.0	4.0	8.0	5.0
CAMDA23_MetaSUB_gCSD16_LIS_9	LIS	2.0	3.0	1.0	638.0	1.0	413.0	9.0	45.0	27.0	0.0	2.0	5.0	8.0	5.0
CAMDA23_MetaSUB_gCSD16_NYC_1	NYC	1.0	3.0	1.0	627.0	1.0	373.0	9.0	43.0	21.0	0.0	2.0	5.0	10.0	5.0
CAMDA23_MetaSUB_gCSD16_NYC_10	NYC	3.0	3.0	1.0	712.0	1.0	505.0	15.0	48.0	27.0	1.0	2.0	5.0	11.0	7.0
CAMDA23_MetaSUB_gCSD16_NYC_11	NYC	2.0	3.0	1.0	716.0	1.0	508.0	13.0	51.0	27.0	1.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_NYC_12	NYC	2.0	3.0	1.0	700.0	1.0	454.0	12.0	50.0	29.0	0.0	2.0	5.0	11.0	7.0
CAMDA23_MetaSUB_gCSD16_NYC_13	NYC	2.0	3.0	1.0	726.0	1.0	530.0	15.0	50.0	25.0	1.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_NYC_14	NYC	1.0	3.0	1.0	665.0	1.0	465.0	12.0	45.0	28.0	0.0	2.0	5.0	10.0	7.0
CAMDA23_MetaSUB_gCSD16_NYC_15	NYC	2.0	3.0	1.0	697.0	1.0	493.0	13.0	45.0	23.0	1.0	2.0	5.0	12.0	6.0
CAMDA23_MetaSUB_gCSD16_NYC_16	NYC	1.0	3.0	1.0	702.0	1.0	509.0	15.0	49.0	23.0	1.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_NYC_17	NYC	2.0	3.0	1.0	639.0	1.0	430.0	13.0	45.0	27.0	0.0	2.0	5.0	9.0	7.0
CAMDA23_MetaSUB_gCSD16_NYC_18	NYC	3.0	3.0	1.0	708.0	1.0	508.0	14.0	51.0	24.0	0.0	2.0	5.0	11.0	7.0
CAMDA23_MetaSUB_gCSD16_NYC_19	NYC	2.0	3.0	1.0	653.0	1.0	418.0	13.0	46.0	23.0	1.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_NYC_2	NYC	1.0	3.0	1.0	494.0	1.0	255.0	4.0	37.0	18.0	0.0	2.0	4.0	10.0	4.0
CAMDA23_MetaSUB_gCSD16_NYC_20	NYC	2.0	3.0	1.0	713.0	1.0	495.0	13.0	51.0	24.0	0.0	2.0	5.0	11.0	7.0
CAMDA23_MetaSUB_gCSD16_NYC_21	NYC	2.0	3.0	1.0	718.0	1.0	533.0	15.0	52.0	24.0	1.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_NYC_22	NYC	1.0	3.0	1.0	679.0	1.0	445.0	14.0	50.0	27.0	0.0	2.0	5.0	11.0	7.0
CAMDA23_MetaSUB_gCSD16_NYC_23	NYC	3.0	3.0	1.0	716.0	1.0	508.0	15.0	53.0	25.0	1.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_NYC_24	NYC	2.0	3.0	1.0	685.0	1.0	488.0	15.0	47.0	23.0	2.0	2.0	5.0	11.0	7.0
CAMDA23_MetaSUB_gCSD16_NYC_25	NYC	1.0	3.0	1.0	638.0	1.0	412.0	13.0	46.0	26.0	0.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_NYC_26	NYC	2.0	3.0	1.0	717.0	1.0	508.0	15.0	47.0	24.0	2.0	2.0	5.0	12.0	6.0
CAMDA23_MetaSUB_gCSD16_NYC_3	NYC	1.0	3.0	1.0	638.0	1.0	381.0	9.0	45.0	23.0	0.0	2.0	5.0	10.0	7.0
CAMDA23_MetaSUB_gCSD16_NYC_4	NYC	1.0	3.0	1.0	647.0	1.0	394.0	12.0	39.0	24.0	0.0	2.0	5.0	11.0	5.0
CAMDA23_MetaSUB_gCSD16_NYC_5	NYC	1.0	3.0	1.0	678.0	1.0	423.0	15.0	43.0	22.0	1.0	2.0	5.0	12.0	5.0
CAMDA23_MetaSUB_gCSD16_NYC_6	NYC	2.0	3.0	1.0	633.0	1.0	420.0	10.0	48.0	28.0	0.0	2.0	5.0	10.0	5.0
CAMDA23_MetaSUB_gCSD16_NYC_7	NYC	3.0	3.0	1.0	752.0	1.0	551.0	15.0	56.0	28.0	1.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_NYC_8	NYC	2.0	3.0	1.0	715.0	1.0	527.0	13.0	51.0	27.0	1.0	2.0	5.0	11.0	5.0
CAMDA23_MetaSUB_gCSD16_NYC_9	NYC	3.0	3.0	1.0	704.0	1.0	524.0	14.0	49.0	25.0	0.0	2.0	5.0	11.0	7.0
CAMDA23_MetaSUB_gCSD16_SAC_1	SAC	1.0	3.0	1.0	628.0	1.0	390.0	9.0	43.0	21.0	0.0	2.0	5.0	7.0	7.0
CAMDA23_MetaSUB_gCSD16_SAC_10	SAC	1.0	3.0	1.0	382.0	0.0	206.0	5.0	28.0	17.0	0.0	2.0	2.0	7.0	5.0
CAMDA23_MetaSUB_gCSD16_SAC_11	SAC	1.0	0.0	0.0	173.0	0.0	112.0	8.0	19.0	9.0	0.0	1.0	3.0	5.0	2.0
CAMDA23_MetaSUB_gCSD16_SAC_12	SAC	0.0	0.0	0.0	176.0	0.0	95.0	3.0	16.0	9.0	0.0	0.0	1.0	7.0	2.0
CAMDA23_MetaSUB_gCSD16_SAC_13	SAC	1.0	3.0	1.0	578.0	1.0	346.0	11.0	43.0	23.0	0.0	2.0	3.0	9.0	7.0
CAMDA23_MetaSUB_gCSD16_SAC_14	SAC	1.0	1.0	0.0	304.0	0.0	117.0	4.0	19.0	5.0	0.0	2.0	3.0	5.0	3.0
CAMDA23_MetaSUB_gCSD16_SAC_15	SAC	0.0	2.0	0.0	365.0	0.0	135.0	5.0	22.0	10.0	0.0	2.0	3.0	3.0	2.0
CAMDA23_MetaSUB_gCSD16_SAC_16	SAC	1.0	3.0	0.0	498.0	1.0	251.0	11.0	37.0	20.0	0.0	2.0	2.0	7.0	4.0
CAMDA23_MetaSUB_gCSD16_SAC_2	SAC	1.0	3.0	0.0	402.0	1.0	211.0	6.0	30.0	18.0	0.0	2.0	3.0	7.0	4.0
CAMDA23_MetaSUB_gCSD16_SAC_3	SAC	3.0	3.0	1.0	691.0	1.0	484.0	13.0	51.0	23.0	0.0	2.0	5.0	10.0	5.0
CAMDA23_MetaSUB_gCSD16_SAC_4	SAC	3.0	3.0	1.0	640.0	1.0	398.0	12.0	44.0	23.0	0.0	2.0	5.0	9.0	6.0
CAMDA23_MetaSUB_gCSD16_SAC_5	SAC	2.0	3.0	1.0	619.0	1.0	409.0	11.0	47.0	19.0	0.0	2.0	5.0	7.0	5.0
CAMDA23_MetaSUB_gCSD16_SAC_6	SAC	1.0	3.0	0.0	567.0	1.0	277.0	11.0	36.0	18.0	0.0	2.0	5.0	7.0	5.0
CAMDA23_MetaSUB_gCSD16_SAC_7	SAC	1.0	1.0	0.0	198.0	0.0	105.0	7.0	18.0	12.0	0.0	2.0	3.0	8.0	3.0
CAMDA23_MetaSUB_gCSD16_SAC_8	SAC	2.0	3.0	0.0	538.0	1.0	281.0	10.0	35.0	18.0	0.0	2.0	4.0	6.0	5.0
CAMDA23_MetaSUB_gCSD16_SAC_9	SAC	1.0	3.0	0.0	553.0	1.0	291.0	8.0	31.0	21.0	0.0	2.0	3.0	7.0	5.0
CAMDA23_MetaSUB_gCSD16_TOK_1	TOK	3.0	3.0	1.0	720.0	1.0	536.0	17.0	54.0	29.0	2.0	2.0	5.0	11.0	6.0
CAMDA23_MetaSUB_gCSD16_TOK_10	TOK	2.0	3.0	1.0	585.0	1.0	331.0	11.0	42.0	20.0	0.0	2.0	5.0	10.0	5.0
CAMDA23_MetaSUB_gCSD16_TOK_11	TOK	3.0	3.0	1.0	737.0	1.0	526.0	14.0	56.0	30.0	2.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_TOK_12	TOK	2.0	3.0	1.0	691.0	1.0	465.0	16.0	48.0	27.0	1.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_TOK_13	TOK	2.0	3.0	1.0	705.0	1.0	480.0	13.0	51.0	27.0	2.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_TOK_14	TOK	3.0	3.0	1.0	744.0	1.0	550.0	15.0	55.0	29.0	2.0	2.0	5.0	12.0	7.0
CAMDA23_MetaSUB_gCSD16_TOK_15	TOK	3.0	3.0	1.0	756.0	1.0	530.0	16.0	52.0	27.0	0.0	2.0	5.0	13.0	5.0
CAMDA23_MetaSUB_gCSD16_TOK_16	TOK	2.0	3.0	1.0	676.0	1.0	453.0	12.0	50.0	26.0	1.0	2.0	5.0	12.0	5.0
CAMDA23_MetaSUB_gCSD16_TOK_17	TOK	3.0	3.0	1.0	714.0	1.0	475.0	13.0	51.0	27.0	1.0	2.0	5.0	10.0	7.0
