Sample	City	2-Aminoethylphosphonate-Degradation	Activation-Inactivation-Interconversion	All-Trans-Farnesyl-PP-Biosynthesis	Biosynthesis	Citrulline-Biosynthesis	Degradation	Detoxification	Energy-Metabolism	Fermentation	Macromolecule-Modification	Metabolic-Clusters	Photosynthesis	Respiration	Super-Pathways
CAMDA23_MetaSUB_gCSD16_AKL_6	AKL	22.0	86.25	4.5	7723.405678136793	3.4	3473.663492063491	37.5	324.9446969696969	241.5755411255411	0.0	52.388888888888886	27.291666666666668	131.55555555555554	34.69444444444444
CAMDA23_MetaSUB_gCSD16_AKL_7	AKL	2.0	54.75	2.0	5394.5039538655265	2.75	2189.0530303030305	40.25	177.2936147186147	137.4863095238095	0.0	42.611111111111114	16.738095238095237	87.06666666666666	19.375
CAMDA23_MetaSUB_gCSD16_AKL_8	AKL	4.0	50.666666666666664	3.0	5084.408986627406	2.6	2167.048415473416	40.0	177.5609307359307	140.70714285714288	0.0	41.16666666666667	13.583333333333332	78.36666666666666	20.208333333333332
CAMDA23_MetaSUB_gCSD16_AKL_9	AKL	10.0	84.41666666666666	6.0	8513.123346244398	3.8	3312.41994949495	80.5	338.13585858585856	238.21190476190475	0.0	63.55555555555556	30.583333333333336	122.43333333333332	38.77777777777778
CAMDA23_MetaSUB_gCSD16_BER_1	BER	8.0	18.666666666666668	0.0	1571.2358258700367	2.5	680.6658730158731	14.0	91.81515151515153	80.00934065934067	0.0	9.11111111111111	8.404761904761905	36.125	14.375
CAMDA23_MetaSUB_gCSD16_BER_10	BER	33.0	187.08333333333331	9.0	17653.6159192059	9.571428571428571	7249.935786435783	91.0	928.1555555555555	572.9918121094591	0.0	100.0	73.625	349.3	104.33888888888889
CAMDA23_MetaSUB_gCSD16_BER_11	BER	29.0	76.41666666666666	5.0	6845.848323752271	5.857142857142857	3291.6192279942275	36.0	424.76782106782116	259.62083333333334	0.0	44.66666666666667	42.65833333333333	202.83333333333331	56.638888888888886
CAMDA23_MetaSUB_gCSD16_BER_12	BER	27.0	219.58333333333331	11.0	20898.68218610235	13.571428571428571	8255.48556998557	167.5	1102.9327561327561	713.8723173884939	1.0	109.55555555555556	90.66666666666667	444.2	125.55555555555556
CAMDA23_MetaSUB_gCSD16_BER_13	BER	27.5	127.75	5.0	11067.60416411074	8.333333333333334	4852.774458874459	92.75	673.4940476190477	388.4785875888817	1.0	63.388888888888886	68.20833333333333	290.9	73.75555555555556
CAMDA23_MetaSUB_gCSD16_BER_14	BER	25.0	240.5	13.0	21690.61587239771	13.428571428571429	7172.667748917752	116.33333333333334	1070.0196608946608	610.2069327731092	1.0	110.61111111111111	72.66666666666666	319.83333333333337	97.36111111111111
CAMDA23_MetaSUB_gCSD16_BER_15	BER	36.833333333333336	418.5833333333333	25.0	37952.43041330015	16.857142857142858	15055.125180375187	280.66666666666663	1626.8839466089466	1243.627440206852	0.0	231.61111111111111	114.51785714285714	604.6666666666667	172.47222222222223
CAMDA23_MetaSUB_gCSD16_BER_2	BER	1.0	13.666666666666666	0.0	972.161783804431	1.25	353.22424242424245	7.0	79.78531746031746	40.538636363636364	0.0	6.0	9.547619047619047	44.888888888888886	13.25
CAMDA23_MetaSUB_gCSD16_BER_3	BER	1.0	4.0	0.0	355.6361471861472	0.0	118.5	2.0	17.0	17.0	0.0	4.0	2.0	13.333333333333332	2.0
CAMDA23_MetaSUB_gCSD16_BER_4	BER	2.0	19.333333333333332	2.0	1676.1256105006107	1.5	545.7253968253968	11.0	71.18896103896104	43.86239316239316	0.0	8.38888888888889	9.071428571428571	36.111111111111114	7.777777777777778
CAMDA23_MetaSUB_gCSD16_BER_5	BER	7.5	30.166666666666664	0.0	3881.6834374689643	2.0	1592.3152597402595	14.0	130.62896825396825	124.83333333333333	0.0	27.444444444444443	14.55952380952381	57.61904761904761	30.0
CAMDA23_MetaSUB_gCSD16_BER_6	BER	1.0	8.833333333333332	0.0	404.8560250391236	1.3333333333333333	161.15000000000003	1.5	24.452380952380956	13.4	0.0	1.8888888888888888	0.0	18.0	4.0
CAMDA23_MetaSUB_gCSD16_BER_7	BER	2.0	5.0	0.0	394.49908424908426	0.0	198.86904761904765	8.0	39.75674603174603	17.875	0.0	2.4444444444444446	5.0	25.333333333333336	5.6
CAMDA23_MetaSUB_gCSD16_BER_8	BER	13.5	87.33333333333334	0.0	8595.25884787727	7.8	3541.503479853482	73.41666666666666	426.1843073593074	302.1452380952381	1.0	48.388888888888886	39.416666666666664	153.3	55.672222222222224
CAMDA23_MetaSUB_gCSD16_BER_9	BER	37.166666666666664	368.3333333333333	25.0	36545.88076572891	20.857142857142858	12355.723196248193	195.25	1572.0814935064936	1008.9888870932989	2.0	179.61111111111111	126.65476190476191	527.3333333333333	177.77222222222224
CAMDA23_MetaSUB_gCSD16_BOG_1	BOG	57.166666666666664	706.0833333333333	27.0	62592.975484399336	32.285714285714285	25812.21132756131	513.1666666666667	2921.8646825396822	2041.5043848308553	1.0	363.8333333333333	199.2380952380952	1172.6333333333332	381.0666666666666
CAMDA23_MetaSUB_gCSD16_BOG_10	BOG	42.666666666666664	600.1666666666667	35.5	54053.11199738995	23.142857142857142	19640.44588744589	414.25	2426.667243867244	1545.0339258780434	2.0	278.3888888888889	176.38690476190476	890.7666666666668	303.9
CAMDA23_MetaSUB_gCSD16_BOG_11	BOG	31.333333333333332	281.8333333333333	10.0	25349.3216149076	16.857142857142858	10904.493217893218	190.75	1225.2933982683978	958.342383107089	1.0	150.11111111111111	105.16666666666667	499.76666666666665	172.52777777777777
CAMDA23_MetaSUB_gCSD16_BOG_12	BOG	31.833333333333332	384.16666666666663	19.0	31438.36343664833	18.714285714285715	13516.236219336228	265.75	1597.6311716061716	1016.2312432665374	0.0	185.66666666666669	115.11904761904762	661.2333333333332	206.25
CAMDA23_MetaSUB_gCSD16_BOG_13	BOG	46.666666666666664	433.0	21.5	38763.7838486143	20.285714285714285	15816.118795093791	332.5	1879.3206515706515	1265.065987933635	1.0	226.61111111111111	130.23809523809524	734.1	236.41666666666669
CAMDA23_MetaSUB_gCSD16_BOG_14	BOG	68.16666666666667	769.25	34.5	68482.89268025599	33.42857142857143	27959.095707070705	566.25	3314.1744588744587	2137.2687728937726	1.0	371.8333333333333	243.97023809523813	1332.1666666666665	460.0888888888889
CAMDA23_MetaSUB_gCSD16_BOG_15	BOG	45.666666666666664	445.41666666666663	20.0	39398.8393600776	20.714285714285715	16669.58528138528	327.5	1950.771536796537	1305.8488741650503	0.0	221.88888888888889	139.45833333333334	782.8333333333333	271.6777777777778
CAMDA23_MetaSUB_gCSD16_BOG_16	BOG	43.0	507.66666666666663	29.5	44305.7136565121	26.857142857142858	17838.60808080808	359.0	2299.244533244533	1446.943950657186	0.0	238.38888888888889	150.9642857142857	813.9	256.2388888888889
CAMDA23_MetaSUB_gCSD16_BOG_2	BOG	63.166666666666664	508.3333333333333	25.0	45399.51918797914	23.285714285714285	19668.90429292929	377.75	2246.089069264069	1581.7117431588022	0.0	277.44444444444446	163.88095238095238	856.1666666666667	306.0777777777778
CAMDA23_MetaSUB_gCSD16_BOG_3	BOG	52.0	671.25	30.0	56584.664190803756	31.428571428571427	24255.809920634914	481.0	2670.5202547452554	1971.6082202111616	2.0	318.05555555555554	205.16071428571428	1115.2666666666667	354.5833333333333
CAMDA23_MetaSUB_gCSD16_BOG_4	BOG	25.833333333333332	249.08333333333334	18.5	24530.32984753925	14.571428571428571	8616.03376623376	204.58333333333331	1081.5051393051394	710.7970911441502	1.0	125.27777777777777	75.60714285714286	382.16666666666663	131.22222222222223
CAMDA23_MetaSUB_gCSD16_BOG_5	BOG	63.5	680.5	32.5	60520.62597723915	36.285714285714285	25007.166883116868	514.6666666666666	2954.3676157176155	1981.5175285498813	1.0	352.72222222222223	208.14880952380952	1169.6666666666665	373.25
CAMDA23_MetaSUB_gCSD16_BOG_6	BOG	39.0	480.16666666666663	26.5	43482.21070656739	25.571428571428573	16837.337193362197	322.16666666666663	2081.97702020202	1347.2619586296057	1.0	233.0	139.46428571428572	750.2333333333333	257.97777777777776
CAMDA23_MetaSUB_gCSD16_BOG_8	BOG	38.0	400.5	24.0	36844.22492098887	21.0	12730.292712842713	256.4166666666667	1493.379148629149	1089.5443277310924	2.0	205.83333333333334	112.81666666666665	555.2333333333333	170.30555555555554
CAMDA23_MetaSUB_gCSD16_BOG_9	BOG	22.5	276.0	12.0	22618.886433683943	12.714285714285714	8884.228607503603	165.25	1130.7740981240981	748.4142857142857	1.0	132.83333333333331	82.63095238095238	398.23333333333335	132.11111111111111
CAMDA23_MetaSUB_gCSD16_DEN_1	DEN	2.0	9.0	1.5	862.6513077200575	0.0	285.1928571428571	5.0	36.64999999999999	28.88095238095238	0.0	6.666666666666667	5.5	15.0	5.066666666666666
CAMDA23_MetaSUB_gCSD16_DEN_10	DEN	0.0	0.0	0.0	10.0	0.0	11.0	0.0	2.5	0.0	0.0	0.0	2.5	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_11	DEN	0.0	0.0	0.0	17.0	0.0	9.0	0.0	2.5	1.0	0.0	0.0	3.5	0.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_12	DEN	0.0	0.0	0.0	69.0	0.0	24.0	0.0	5.5	0.0	0.0	0.0	5.5	2.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_13	DEN	1.0	16.666666666666668	0.0	1471.6579976325186	1.0	680.8190476190475	9.0	47.373015873015866	47.5	0.0	10.11111111111111	8.964285714285714	35.95238095238095	7.333333333333333
CAMDA23_MetaSUB_gCSD16_DEN_14	DEN	1.0	13.0	0.0	661.0491452991454	0.0	205.7	5.0	24.083333333333332	23.25	0.0	7.444444444444445	2.0	7.2	3.428571428571429
CAMDA23_MetaSUB_gCSD16_DEN_15	DEN	1.0	24.583333333333336	1.0	1735.7971307164776	1.25	506.76854256854256	14.5	74.5373015873016	47.96666666666667	1.0	8.666666666666668	5.4	27.11111111111111	7.333333333333332
CAMDA23_MetaSUB_gCSD16_DEN_16	DEN	1.0	6.0	1.0	505.49812030075185	0.0	185.85	3.0	29.676190476190477	17.3	0.0	4.944444444444445	1.0	7.2	4.333333333333333
CAMDA23_MetaSUB_gCSD16_DEN_17	DEN	3.0	3.0	0.0	907.9467791598074	0.0	311.73333333333335	4.0	36.39285714285714	28.3	0.0	4.0	11.333333333333332	20.5	9.666666666666668
CAMDA23_MetaSUB_gCSD16_DEN_18	DEN	0.0	0.0	0.0	25.0	0.0	8.0	0.0	5.5	0.0	0.0	0.0	4.0	2.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_19	DEN	0.0	0.0	0.0	11.0	0.0	10.0	0.0	6.5	0.0	0.0	0.0	6.5	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_2	DEN	0.0	1.0	0.0	75.0	0.0	16.0	0.0	3.5	2.0	0.0	0.0	4.5	0.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_20	DEN	2.0	0.0	0.0	57.333333333333336	0.0	31.0	0.0	3.0	1.0	0.0	1.0	1.0	0.0	2.0
CAMDA23_MetaSUB_gCSD16_DEN_21	DEN	6.0	25.916666666666664	1.5	2136.14547323386	1.8	727.4587301587303	9.5	87.37878787878789	50.957142857142856	0.0	14.055555555555555	10.732142857142858	27.333333333333332	9.666666666666666
CAMDA23_MetaSUB_gCSD16_DEN_22	DEN	0.0	0.0	0.0	24.0	0.0	15.0	0.0	9.0	0.0	0.0	0.0	9.0	4.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_3	DEN	0.0	0.0	0.0	8.0	0.0	3.0	0.0	2.5	0.0	0.0	0.0	2.5	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_4	DEN	0.0	0.0	0.0	28.0	0.0	15.0	0.0	8.0	0.0	0.0	0.0	8.0	2.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_5	DEN	1.0	2.5	0.0	376.4819613135402	0.0	91.0	2.0	11.416666666666666	11.0	0.0	2.0	4.0	3.0	3.0
CAMDA23_MetaSUB_gCSD16_DEN_6	DEN	0.0	0.0	0.0	30.0	0.0	15.0	1.0	5.5	0.0	0.0	1.0	5.5	5.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_7	DEN	5.5	63.75	4.0	6283.930408672212	3.333333333333333	2155.0847069597057	30.0	250.76060606060605	196.15	0.0	28.61111111111111	16.041666666666664	87.16666666666666	24.444444444444443
CAMDA23_MetaSUB_gCSD16_DEN_8	DEN	0.0	1.0	0.0	65.0	0.0	12.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_9	DEN	0.0	1.0	0.0	24.0	0.0	18.0	0.0	4.0	2.0	0.0	0.0	3.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DOH_1	DOH	5.0	11.0	0.0	793.1144300144298	0.0	370.7325396825397	15.5	47.11904761904762	55.41269841269842	0.0	5.777777777777778	4.2	17.166666666666664	8.0
CAMDA23_MetaSUB_gCSD16_DOH_10	DOH	0.0	9.333333333333332	0.0	644.9419658772601	0.0	217.3047619047619	3.0	29.613492063492064	20.0	1.0	2.6666666666666665	4.333333333333333	12.0	2.0
CAMDA23_MetaSUB_gCSD16_DOH_11	DOH	2.0	1.5	0.0	278.0796885909789	0.0	79.25	2.0	6.0	7.0	0.0	1.0	1.0	12.0	3.0
CAMDA23_MetaSUB_gCSD16_DOH_12	DOH	8.0	68.5	7.0	6673.193035653716	3.6	2734.1053751803756	48.5	307.8027417027417	206.8404761904762	0.0	44.33333333333333	17.21666666666667	123.26666666666667	28.125
CAMDA23_MetaSUB_gCSD16_DOH_14	DOH	5.0	24.666666666666668	1.0	1951.3088782295042	1.1666666666666667	652.7240981240981	4.5	76.70476190476191	55.70634920634921	0.0	9.333333333333332	7.666666666666666	29.958333333333336	9.833333333333332
CAMDA23_MetaSUB_gCSD16_DOH_15	DOH	2.0	23.0	1.5	1631.9837173060855	1.2	596.9206349206349	12.5	82.34484126984127	62.58333333333333	1.0	10.777777777777779	5.607142857142858	30.166666666666668	10.25
CAMDA23_MetaSUB_gCSD16_DOH_2	DOH	12.0	49.66666666666667	0.0	4275.098426501282	2.5	1821.9749999999997	40.5	203.4531385281385	141.75714285714287	0.0	18.77777777777778	18.714285714285715	93.22222222222221	26.958333333333332
CAMDA23_MetaSUB_gCSD16_DOH_3	DOH	3.0	1.0	0.0	195.375	0.0	107.76666666666668	4.0	22.28333333333333	19.125	0.0	0.0	3.666666666666667	4.5	5.0
CAMDA23_MetaSUB_gCSD16_DOH_4	DOH	2.0	15.0	1.5	1197.948326432022	1.5	412.19502164502165	12.0	67.94007936507937	38.36111111111111	1.0	8.333333333333332	8.25	22.88888888888889	8.125
CAMDA23_MetaSUB_gCSD16_DOH_5	DOH	0.0	11.0	0.0	637.8197193094218	0.0	172.61190476190478	5.5	33.916666666666664	21.333333333333332	0.0	6.444444444444445	1.5	12.666666666666668	3.0
CAMDA23_MetaSUB_gCSD16_DOH_6	DOH	2.0	7.666666666666667	0.0	670.9199091757916	0.0	201.13333333333333	6.0	25.60595238095238	22.61111111111111	1.0	3.888888888888889	1.0	10.866666666666665	5.9
CAMDA23_MetaSUB_gCSD16_DOH_8	DOH	1.0	0.0	0.0	80.0	0.0	28.5	0.0	3.0	2.0	0.0	0.0	0.0	6.0	1.0
CAMDA23_MetaSUB_gCSD16_DOH_9	DOH	1.0	1.0	0.0	93.78787878787878	0.0	38.0	2.0	3.0	1.0	0.0	1.0	1.0	2.0	0.0
CAMDA23_MetaSUB_gCSD16_ILR_1	ILR	33.66666666666667	380.91666666666663	21.0	34680.013553259596	12.857142857142858	13903.942099567097	285.5	1462.5733044733047	1017.5091305753069	1.0	218.88888888888889	105.375	549.7	153.90555555555557
CAMDA23_MetaSUB_gCSD16_ILR_10	ILR	36.666666666666664	463.8333333333333	24.5	40847.81027386918	16.857142857142858	15616.416233766235	294.16666666666663	1586.87904040404	1250.2373195432021	0.0	226.33333333333334	132.125	552.4	175.60555555555555
CAMDA23_MetaSUB_gCSD16_ILR_11	ILR	42.833333333333336	520.5833333333333	34.0	47078.75525863028	20.571428571428573	16336.53304473305	318.1666666666667	1601.9408813408809	1199.4468271924156	3.0	248.16666666666666	110.41666666666667	593.1666666666667	154.375
CAMDA23_MetaSUB_gCSD16_ILR_12	ILR	57.5	279.5	19.0	27806.280123969605	11.142857142857142	10924.79386724387	218.16666666666666	1181.393326118326	837.1751238957121	1.0	170.33333333333331	99.5	459.7	143.77777777777777
CAMDA23_MetaSUB_gCSD16_ILR_13	ILR	36.166666666666664	452.8333333333333	23.0	38232.06368631372	14.0	14786.040295815286	287.83333333333337	1307.6554112554113	1046.2498545572075	0.0	211.77777777777777	109.68333333333332	555.7	126.30555555555556
CAMDA23_MetaSUB_gCSD16_ILR_14	ILR	26.333333333333332	237.66666666666666	11.5	22378.99078158685	12.166666666666666	8292.169805194804	164.66666666666666	783.9021645021644	607.6708333333333	0.0	126.16666666666667	36.61666666666667	302.9	73.75
CAMDA23_MetaSUB_gCSD16_ILR_15	ILR	34.166666666666664	523.75	33.0	45207.540328553594	17.285714285714285	17172.18625541126	371.25	1749.746789321789	1275.060520361991	0.0	268.0	170.70833333333331	734.5666666666667	184.05555555555554
CAMDA23_MetaSUB_gCSD16_ILR_16	ILR	17.0	180.91666666666669	14.0	17300.98068671095	8.666666666666666	6410.764826839829	127.25	738.0009046509047	543.3142533936652	0.0	110.11111111111111	37.83333333333333	280.73333333333335	78.25
CAMDA23_MetaSUB_gCSD16_ILR_2	ILR	38.0	448.0833333333333	24.5	38419.231898527825	18.5	13274.139935064934	165.25	1281.8072677322677	963.6800743374272	0.0	196.27777777777777	135.70833333333334	421.5	95.875
CAMDA23_MetaSUB_gCSD16_ILR_3	ILR	26.0	329.25	19.0	31218.049562571927	11.714285714285714	12348.436183261185	248.25	1220.9909423909426	909.2992350786468	0.0	186.94444444444446	77.63333333333333	504.3333333333333	149.23888888888888
CAMDA23_MetaSUB_gCSD16_ILR_4	ILR	21.833333333333332	293.33333333333337	12.0	25063.737555280983	12.142857142857142	9246.483189033193	176.0	958.0527111777114	694.6651098901098	0.0	147.72222222222223	45.75	376.0	99.25
CAMDA23_MetaSUB_gCSD16_ILR_5	ILR	14.5	159.75	13.0	14090.032650682648	6.0	5762.279809079806	107.25	596.6129148629149	465.09523809523813	0.0	88.77777777777777	64.40833333333333	213.8	53.75
CAMDA23_MetaSUB_gCSD16_ILR_6	ILR	29.0	346.5	22.5	31158.98415275684	12.0	12302.06875901876	241.0	1200.292565767566	884.5226890756303	1.0	197.16666666666666	67.375	442.8	120.27777777777777
CAMDA23_MetaSUB_gCSD16_ILR_7	ILR	32.66666666666667	464.0	26.0	42627.654214644994	16.571428571428573	16468.913924963927	334.0	1589.800088800089	1142.680004309416	0.0	251.44444444444446	120.20833333333333	644.6	183.80555555555554
CAMDA23_MetaSUB_gCSD16_ILR_9	ILR	13.0	99.25	5.0	9663.015751938117	4.833333333333333	3681.986183261185	70.25	390.8506493506493	273.5617216117216	0.0	55.27777777777778	39.733333333333334	121.9	44.107142857142854
CAMDA23_MetaSUB_gCSD16_LIS_1	LIS	18.0	123.41666666666667	7.5	13173.09775604512	7.0	5183.728846153846	98.25	530.34329004329	360.93745421245427	0.0	81.5	44.925	202.9333333333333	79.1
CAMDA23_MetaSUB_gCSD16_LIS_11	LIS	22.0	123.08333333333333	8.0	13746.263365435729	9.5	5231.49145021645	106.25	515.6058441558442	401.31331609566905	0.0	83.61111111111111	44.891666666666666	232.6	75.525
CAMDA23_MetaSUB_gCSD16_LIS_12	LIS	7.0	41.58333333333333	1.5	3875.1741243477327	2.8	1413.57775002775	38.0	163.78463203463204	98.53333333333332	0.0	23.22222222222222	10.928571428571429	65.13333333333333	19.666666666666664
CAMDA23_MetaSUB_gCSD16_LIS_13	LIS	9.333333333333334	119.75	10.0	13502.854026090863	5.5	4892.301293151296	114.75	462.7053502053502	352.04789377289376	0.0	85.38888888888889	44.333333333333336	174.0333333333333	64.25
CAMDA23_MetaSUB_gCSD16_LIS_14	LIS	18.0	141.25	8.0	13559.883526123007	7.6	5259.188023088025	105.25	545.4409396159397	368.86690907132083	0.0	92.27777777777777	49.40833333333334	213.0333333333333	68.58333333333334
CAMDA23_MetaSUB_gCSD16_LIS_15	LIS	2.0	46.5	2.0	4189.192295168281	1.8333333333333333	1439.974358974359	27.5	155.40274170274168	118.1440392940393	0.0	19.61111111111111	17.083333333333332	59.55555555555556	16.583333333333332
CAMDA23_MetaSUB_gCSD16_LIS_16	LIS	20.5	138.16666666666669	8.5	12214.811756956502	6.333333333333333	5099.938888888888	96.16666666666667	511.02716450216445	381.9902391725921	0.0	77.16666666666666	33.83333333333333	195.76666666666668	61.361111111111114
CAMDA23_MetaSUB_gCSD16_LIS_2	LIS	6.0	40.75	2.0	4517.362848116796	2.75	1692.0928571428572	33.0	160.92734487734486	129.8677489177489	0.0	29.38888888888889	11.514285714285716	80.0	27.0
CAMDA23_MetaSUB_gCSD16_LIS_3	LIS	8.333333333333334	81.91666666666666	4.0	8293.76363271232	2.833333333333333	3110.8761460761457	73.5	287.3336219336219	243.29212454212453	0.0	55.27777777777778	27.607142857142858	127.9	40.58888888888889
CAMDA23_MetaSUB_gCSD16_LIS_4	LIS	17.0	148.08333333333331	9.5	14076.81470327918	8.2	5500.871886446886	102.25	559.7360278610277	408.33640109890104	0.0	92.22222222222223	41.733333333333334	209.26666666666668	57.74444444444444
CAMDA23_MetaSUB_gCSD16_LIS_5	LIS	4.5	39.08333333333333	2.0	4005.317574351525	2.1666666666666665	1560.5579059829065	18.75	136.5176406926407	118.6029761904762	0.0	25.055555555555557	18.25	60.88888888888889	18.857142857142858
CAMDA23_MetaSUB_gCSD16_LIS_6	LIS	12.5	78.58333333333334	5.0	6308.8207708005175	0.0	2319.018253968255	39.333333333333336	314.3308441558442	226.9919913419913	0.0	34.83333333333333	31.392857142857142	114.33333333333333	42.291666666666664
CAMDA23_MetaSUB_gCSD16_LIS_8	LIS	5.5	51.66666666666667	3.0	4384.962216248694	4.333333333333333	1566.9857142857143	27.75	167.46060606060607	122.72045454545454	0.0	21.0	8.12142857142857	60.33333333333333	21.416666666666664
CAMDA23_MetaSUB_gCSD16_LIS_9	LIS	8.0	58.0	3.0	5508.219067482228	2.1666666666666665	2123.020482295482	42.25	166.12388167388167	188.57500000000002	0.0	29.944444444444443	14.5	70.5	16.02777777777778
CAMDA23_MetaSUB_gCSD16_NYC_1	NYC	13.0	52.83333333333333	4.0	5151.678017454387	3.8	1984.8646825396825	33.5	227.69505772005778	176.18690476190474	0.0	34.77777777777778	24.916666666666668	101.0	31.02777777777778
CAMDA23_MetaSUB_gCSD16_NYC_10	NYC	23.5	239.33333333333331	12.0	20458.586050998507	11.285714285714286	7651.987157287159	139.66666666666666	968.8831474081472	657.5196886446886	1.0	110.61111111111111	64.875	336.9	106.5
CAMDA23_MetaSUB_gCSD16_NYC_11	NYC	47.166666666666664	332.41666666666663	23.0	41190.99659434132	21.6	15325.700036075032	298.25	1553.7036796536795	1049.3848577892695	1.0	241.83333333333334	137.7095238095238	589.5333333333333	219.9
CAMDA23_MetaSUB_gCSD16_NYC_12	NYC	18.5	199.0	11.0	16447.81295750507	11.666666666666666	5562.174494949494	87.0	749.9854978354977	501.54166666666663	0.0	87.38888888888889	48.21666666666666	275.0333333333333	90.11111111111111
CAMDA23_MetaSUB_gCSD16_NYC_13	NYC	34.666666666666664	248.58333333333331	14.0	26270.4150327097	13.833333333333334	10648.234632034637	222.25	1086.3582972582976	787.7624973066149	1.0	154.16666666666669	95.87500000000001	488.1	154.18888888888887
CAMDA23_MetaSUB_gCSD16_NYC_14	NYC	14.0	75.91666666666666	3.0	6499.796952881659	4.142857142857143	3193.407567432566	56.75	380.84600677100684	291.92976190476196	0.0	49.72222222222222	35.0	179.9	47.583333333333336
CAMDA23_MetaSUB_gCSD16_NYC_15	NYC	33.333333333333336	197.5	13.0	23674.51560763798	15.5	9032.500541125539	175.0	914.8440836940838	635.9570997629821	1.0	140.66666666666669	84.13809523809525	362.8333333333333	135.5
CAMDA23_MetaSUB_gCSD16_NYC_16	NYC	28.0	174.5	8.5	14383.434079281042	8.857142857142858	6187.749603174602	142.0	796.6605339105339	552.8060762766645	1.0	80.33333333333334	67.91666666666666	338.73333333333335	99.40555555555557
CAMDA23_MetaSUB_gCSD16_NYC_17	NYC	8.0	97.5	4.5	6449.618977332041	4.285714285714286	2664.3654761904763	82.5	361.46208513708524	252.5945512820513	0.0	30.72222222222222	33.41666666666667	144.26666666666665	40.47222222222222
CAMDA23_MetaSUB_gCSD16_NYC_18	NYC	26.333333333333332	183.83333333333331	11.0	19886.891202814288	8.0	7895.275901875903	122.16666666666667	752.8170995670995	565.5533828916182	0.0	108.11111111111111	58.10714285714286	304.23333333333335	115.72222222222223
