"Markers","pvalues","score","loc1","loc2","locs","adj_pvalues"
"silc",0.103827561654807,15.9245318641036,"NYC","MIN","NYC_vs_MIN",0.421143255700962
"yagxecpc",0.587054023809704,103.977465939269,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"rcsa",0.990199345994339,91.7123406308587,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"ARO.3005117",0.995149627300684,37.0277453403929,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"chuu",0.019732911995124,78.0940796761799,"NYC","MIN","NYC_vs_MIN",0.127206807682853
"soxr",0.602598715907291,57.9130330128855,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"oqxa6",0.993438123844899,60.3145267330064,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"ARO.3002816",0.743136069746697,62.369196075064,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"hlyc",0.99700226487341,23.7145565542443,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"ARO.3001838",0.997147449569014,14.9279090403494,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"oqxa10",0.993438123844899,60.3145267330064,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"clbq",0.995252239651049,29.6942148210271,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"ARO.3003059",0.525774043603172,52.5712725754966,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"ptsi",0.359156497233147,36.0984102399965,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"gsph",0.995252239652093,30.1388814594197,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"oqxb22",0.60259871590729,51.0402722362349,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"paph",0.103827561654807,15.3827819558328,"NYC","MIN","NYC_vs_MIN",0.421143255700962
"chuy",0.000579225119746464,23.6183037009828,"NYC","MIN","NYC_vs_MIN",0.0110052772751828
"ARO.3002591",0.991180779735122,114.492013373889,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"gspe",0.991932071465443,69.3259226445814,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"wzt",0.99106302804949,114.037523342772,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"espx1",0.0768647308575018,45.2491837902946,"NYC","MIN","NYC_vs_MIN",0.380111888213125
"fimd",0.182782258282773,26.942155920425,"NYC","MIN","NYC_vs_MIN",0.666509042829103
"ARO.3002616",0.525774043603172,52.5712725754966,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"irp2",0.00885445640052038,62.8994299603309,"NYC","MIN","NYC_vs_MIN",0.0665928908455804
"ARO.3003015",0.0994342029994583,110.768306922045,"NYC","MIN","NYC_vs_MIN",0.421143255700962
"espl4",0.00259268099942652,43.9541261858287,"NYC","MIN","NYC_vs_MIN",0.032274408303206
"iucb",0.995252239666417,26.8156929598723,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"hlyb",0.990348806539041,100.175255219649,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"oqxb24",0.60259871590729,51.0402722362349,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"aac6ibcr",0.991476356492178,96.6283047827339,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"kphs_23120",0.991405259677634,99.3712184749342,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"bamb",0.525774043603173,46.9709733916427,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"ARO.3001404",0.558038708107554,107.931556110828,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"ARO.3002357",0.995149627300278,36.3513605164438,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"glf",0.991034278513197,114.965443057621,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"pmre",0.444510069144292,41.3110892739174,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"ARO.3002861",0.997002264871182,23.0171622588699,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"clbj",0.00885445640052032,62.0977419047387,"NYC","MIN","NYC_vs_MIN",0.0665928908455804
"gmd",0.0836747426471859,104.561248618414,"NYC","MIN","NYC_vs_MIN",0.408197055346407
"multidrug_efflux_smr_transporter",0.994944214620257,52.0501415970553,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"yhei",0.717870370680982,96.8669293403283,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"ARO.3002666",0.454301543046456,112.989883944562,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"papd",0.444510069144292,41.623434156465,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"ARO.3002578",0.990115833867684,88.930375295111,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"ARO.3002602",0.991676748504843,85.6143430399486,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"rhspaar",0.0136917908294553,67.9296322598698,"NYC","MIN","NYC_vs_MIN",0.0932591790459124
"chut",0.000579225119746464,23.6183037009828,"NYC","MIN","NYC_vs_MIN",0.0110052772751828
"allc",0.00687455922978857,55.0214740016268,"NYC","MIN","NYC_vs_MIN",0.0577143228361327
"iuca",0.991874420749479,70.7755462675545,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"aaca16",0.995252239650535,29.7109517651964,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"allb",0.0111253830890496,63.9051235748092,"NYC","MIN","NYC_vs_MIN",0.0803252659029384
"fosa9",0.989974397008387,77.9790958820447,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"vipbtssc",0.991874420751443,68.0332920662496,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"clbl",0.995252239651049,29.6942148210271,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"espy4",0.012623313638545,17.5188166371446,"NYC","MIN","NYC_vs_MIN",0.0893532592846026
"ARO.3002859",0.989921494060861,76.5782384184245,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"flip",0.0355910435093826,83.4482210864438,"NYC","MIN","NYC_vs_MIN",0.194672222831623
"wzi",0.990348806525153,100.753242992401,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"espy2",0.00102065453822059,31.7279421074589,"NYC","MIN","NYC_vs_MIN",0.016748013104438
"catb",0.997147449567874,14.9360556911247,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"papb",0.103827561654808,15.9329885363226,"NYC","MIN","NYC_vs_MIN",0.421143255700962
"marr",0.793575560456333,95.1410493613171,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"entd",0.793575560456333,92.4077557413038,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"uhpt",0.103827561654806,15.8112117969726,"NYC","MIN","NYC_vs_MIN",0.421143255700962
"pmrl",0.978335646000461,81.2064953537313,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"gtrb",0.994848346040723,61.330077893793,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"espy1",0.000388503582232673,15.9010322196886,"NYC","MIN","NYC_vs_MIN",0.0110052772751828
"cusr",0.270885201909222,33.776929110841,"NYC","MIN","NYC_vs_MIN",0.905458869344714
"ARO.3002581",0.995001753668268,47.1019789947463,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"ente",0.924616196853656,70.6442538824989,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"ARO.3000795",0.359156497233146,42.3924298562658,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"tssm",0.0051757345421549,53.3869120027205,"NYC","MIN","NYC_vs_MIN",0.0533840048490834
"ARO.3000318",0.674996004725272,62.081864608409,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"ARO.3002814",0.525774043603172,52.5712725754966,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"iuta",0.990383406634124,104.416851355476,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"suge",0.103827561654807,15.7381443103077,"NYC","MIN","NYC_vs_MIN",0.421143255700962
"wzc",0.997002264871975,23.047548565028,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"shux",0.000579225119746464,23.6183037009828,"NYC","MIN","NYC_vs_MIN",0.0110052772751828
"ARO.3002854",0.991633410271491,87.6248865379045,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"kpne",0.525774043603173,46.7733565010974,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"flha",0.0311417623189444,84.467784849118,"NYC","MIN","NYC_vs_MIN",0.181325422534502
"oqxb32",0.60259871590729,51.0402722362349,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"manc",0.311186588698965,112.545470805288,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"espx4",0.0372412582796596,33.345726524915,"NYC","MIN","NYC_vs_MIN",0.200658122969509
"fdec",0.00687455922978855,58.0920828122728,"NYC","MIN","NYC_vs_MIN",0.0577143228361327
"ARO.3002313",0.991513547111066,94.5637435212115,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"wcai",0.0355910435093823,86.1852005594166,"NYC","MIN","NYC_vs_MIN",0.194672222831623
"tssa",0.00259268099942652,42.5974647487703,"NYC","MIN","NYC_vs_MIN",0.032274408303206
"oqxb19",0.743136069746697,59.956997499809,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"mcr9",0.989921494071727,74.1755693794032,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"wzx",0.359156497233147,36.3538758155498,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"clbm",0.995068799986234,42.8380284077934,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"ptxd",0.994893628711267,53.4652300828056,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"tssb",0.99048231391268,108.262891635327,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"ARO.3002718",0.99525223965174,29.8424307653346,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"clbd",0.995252239651049,29.6942148210271,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"ARO.3000858",0.970920704435576,83.7660053809156,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"fyua",0.00885445640052036,62.8022448498572,"NYC","MIN","NYC_vs_MIN",0.0665928908455804
"wzb",0.991305224990613,107.972880880402,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"wza",0.743136069746698,62.576202994276,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"ARO.3002858",0.019732911995124,74.5288531467594,"NYC","MIN","NYC_vs_MIN",0.127206807682853
"oqxb14",0.924616196853663,71.7828784346622,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"gspg",0.993343842349015,54.8389610607558,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"ARO.3000413",0.525774043603172,52.5712725754966,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"mrkf",0.990605658538138,111.116177490482,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"ARO.3001878",0.995252239650535,29.7109517651964,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"chey",0.0355910435093822,86.881813947953,"NYC","MIN","NYC_vs_MIN",0.194672222831623
"srpc",0.970920704435575,77.8653121735712,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"yagyecpb",0.602598715907291,55.3240305974957,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"pape",0.182782258282773,23.1794126645895,"NYC","MIN","NYC_vs_MIN",0.666509042829103
"aph3vi",0.997147449567925,15.331962296096,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"ARO.3002707",0.922932743887369,87.053389468375,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"cata10",0.991769996345417,76.6953993261023,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"silb",0.270885201909222,30.6569327374492,"NYC","MIN","NYC_vs_MIN",0.905458869344714
"ybtx",0.00687455922978865,54.9883617122169,"NYC","MIN","NYC_vs_MIN",0.0577143228361327
"cpsacp",0.990513928440363,108.36612154886,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"clpvtssh",0.674996004725273,55.0607268967151,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"ARO.3000361",0.525774043603172,52.5712725754966,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"pare",0.270885201909222,30.3826516579342,"NYC","MIN","NYC_vs_MIN",0.905458869344714
"ARO.3001070",0.991552009810851,93.9561971591762,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"aac3iv",0.997002264872542,22.8663547743236,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"sotb",0.754766591335046,90.06313713722,"NYC","MIN","NYC_vs_MIN",0.998738393652906
"mrka",0.990276550707742,93.1639134090918,"NYC","MIN","NYC_vs_MIN",0.998738393652906
