"Markers","pvalues","score","loc1","loc2","locs","adj_pvalues"
"shuy",0.013640071582708,22.1060671373763,"NYC","MIN","NYC_vs_MIN",0.288487513974277
"ARO:3002714",0.995354640421216,28.8575202403328,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"galf",0.56752911297378,74.2931006370081,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"phoq",0.90371393730309,36.9208740823698,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"lpfa1",0.0310650418659272,40.5042259515879,"NYC","MIN","NYC_vs_MIN",0.368985450189906
"ARO:3000502",0.999263099452094,4.32440400559445,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3003839",0.336708975616305,103.296208842415,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ybtq",0.0427429954120693,49.8881306557773,"NYC","MIN","NYC_vs_MIN",0.368985450189906
"ARO:3002826",0.975783859567713,31.6732130674069,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"fliq",0.0893882155108294,79.3335007068619,"NYC","MIN","NYC_vs_MIN",0.581711002478167
"fliy",0.903713937303091,38.0683635267758,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3002705",0.975783859567713,31.5835850358273,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"papk",0.997207252100564,14.2323377511004,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"kpse",0.013640071582708,22.1060671373763,"NYC","MIN","NYC_vs_MIN",0.288487513974277
"yagwecpd",0.438114519623896,91.1535649973094,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"tssg",0.990722957053753,97.1654343534678,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"rnfc",0.370913171280661,99.7665571328768,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ybtu",0.0369096674302405,45.2156947742336,"NYC","MIN","NYC_vs_MIN",0.368985450189906
"mrkh",0.990755439461015,99.8936705149619,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3002592",0.997207252100875,14.4645843195765,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"chuw",0.013640071582708,22.1060671373763,"NYC","MIN","NYC_vs_MIN",0.288487513974277
"oqxb20",0.844216994681894,42.8386729815802,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3003109",0.811139903802238,19.1659801782378,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"irob",0.995060431339822,51.059374216203,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"fepc",0.627334776932594,11.7390625199089,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"flig",0.0893882155108294,79.3335007068619,"NYC","MIN","NYC_vs_MIN",0.581711002478167
"alld",0.990547196790605,88.7945656060241,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"fes",0.711264751106765,57.2421887957696,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3000149",0.990620596913348,92.6210739307094,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3003952",0.627334776932594,11.7390625199089,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ybts",0.0427429954120693,49.8881306557773,"NYC","MIN","NYC_vs_MIN",0.368985450189906
"asta",0.711264751106764,55.8790860599444,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"alls",0.305892795780367,104.812000176955,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3000860",0.933306494507758,25.4145059507917,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3002695",0.163626994506335,101.987770350094,"NYC","MIN","NYC_vs_MIN",0.910713403633943
"iroc",0.995115303168284,46.5021333182259,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"iucd",0.994969036578287,59.9108030560349,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"clbg",0.995354640421339,28.8407832961635,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"clbn",0.995354640421339,28.8407832961635,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"rpsl",0.627334776932594,11.7390625199089,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3000828",0.627334776932594,11.7390625199089,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"clbi",0.995354640421339,28.8407832961635,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"clbe",0.995354640421339,28.8407832961635,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"entc",0.645703307272492,63.8347449001597,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"cuss",0.844216994681893,41.9898560985573,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ompk36",0.999263099452094,4.32440400559445,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3002831",0.811139903802238,19.0656806108668,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3004089",0.933306494507758,25.4145059507917,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"feob",0.0369096674302401,45.1926911580531,"NYC","MIN","NYC_vs_MIN",0.368985450189906
"hcp1tssd1",0.997207252100564,14.2323377511004,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3002312",0.995179281109519,40.434016925463,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"entf",0.326097786291151,107.228024965324,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3006251",0.997207252101525,14.6604353939171,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"iroe",0.990547196770268,88.0500785784566,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3002796",0.0252150929490623,34.7136253381277,"NYC","MIN","NYC_vs_MIN",0.367792562670812
"ARO:3002535",0.567529112973778,74.8266392560919,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"espr1",0.0310650418659285,44.072874933069,"NYC","MIN","NYC_vs_MIN",0.368985450189906
"shut",0.013640071582708,22.1060671373763,"NYC","MIN","NYC_vs_MIN",0.288487513974277
"ARO:3001214",0.627334776932594,11.7390625199089,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3003209",0.125425281460749,93.6100649835578,"NYC","MIN","NYC_vs_MIN",0.74725202898446
"ARO:3003020",0.990787247211917,102.245053238093,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3000316",0.993550055797614,47.3335591340295,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"amph",0.793691231756996,47.0285084731137,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"fimg",0.676796832035949,60.8395398231204,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"gspa",0.997067722163835,21.8976376933818,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"gspd",0.990382558658445,76.0571165044213,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ramr",0.990689718381687,97.1972920367325,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"gspl",0.997067722163835,21.8976376933818,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"fimf",0.676796832035949,60.8395398231204,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"setb",0.711264751106767,56.2979005781358,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"fimh",0.64570330727249,64.5814709437268,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"silc",0.627334776932593,15.0534011504195,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"yagxecpc",0.409424739810689,94.8761626127048,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"rcsa",0.990426455929286,80.7195657071535,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3005117",0.995256485791663,35.9034384814281,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"chuu",0.0660055203620986,66.4532909553952,"NYC","MIN","NYC_vs_MIN",0.517043242836439
"soxr",0.903713937303091,37.186789749721,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3002986",0.999263099452094,4.32440400559445,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"oqxa6",0.993598736529856,53.7105935009653,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3002816",0.844216994681894,43.0281956366231,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"hlyc",0.997207252101164,18.0332333010575,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3001838",0.997207252100754,14.6358952087335,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"oqxa10",0.993598736529856,53.7105935009653,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"clbq",0.995354640421339,28.8407832961635,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3003059",0.933306494507758,25.4145059507917,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ptsi",0.933306494507758,26.4389998976282,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"gsph",0.997067722163835,21.8976376933818,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"oqxb22",0.844216994681894,42.8386729815802,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"paph",0.627334776932594,11.7390625199089,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"chuy",0.013640071582708,22.1060671373763,"NYC","MIN","NYC_vs_MIN",0.288487513974277
"ARO:3003843",0.627334776932594,11.7390625199089,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3002591",0.991394776447035,107.249702481029,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"gspe",0.992118228996138,66.4370764196978,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"wzt",0.991307680413324,108.477151638065,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"espx1",0.0691199159947465,40.9696623018863,"NYC","MIN","NYC_vs_MIN",0.531594990286868
"fimd",0.811139903802238,19.1659801782378,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3002616",0.933306494507758,25.4145059507917,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"irp2",0.0369096674302405,45.2156947742336,"NYC","MIN","NYC_vs_MIN",0.368985450189906
"ARO:3003015",0.163626994506334,103.277438945098,"NYC","MIN","NYC_vs_MIN",0.910713403633943
"espl4",0.0193829177130638,29.383860506094,"NYC","MIN","NYC_vs_MIN",0.32795896770504
"iucb",0.997067722192729,22.7660121923609,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"hlyb",0.990620596898708,92.3640219668413,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"oqxb24",0.844216994681894,42.8386729815802,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"aac6ibcr",0.991681665777012,91.430898252673,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"kphs_23120",0.99168166577582,92.5572362660948,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"bamb",0.793691231756996,47.8288519189965,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3001404",0.423429723473224,92.9101673821357,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3002357",0.995256485792811,35.2270536574791,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"glf",0.991307680409774,108.123785724061,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"pmre",0.975783859567713,32.0560618174608,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3002861",0.997067722162101,22.4409303197651,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"clbj",0.0485648965848618,54.221249209973,"NYC","MIN","NYC_vs_MIN",0.40280296579209
"gmd",0.131610546585747,95.6331487430257,"NYC","MIN","NYC_vs_MIN",0.762620016517411
"multidrug_efflux_smr_transporter",0.99506043131452,50.1452265285742,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"yhei",0.453549209341322,89.9647026692493,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3002666",0.37091317128066,99.3055600601624,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"papd",0.975783859567713,32.5451450009086,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3002578",0.99028756041078,71.0170268538327,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3002602",0.991874206652692,81.5543205554397,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"rhspaar",0.0485648965848611,55.3430042738804,"NYC","MIN","NYC_vs_MIN",0.40280296579209
"chut",0.013640071582708,22.1060671373763,"NYC","MIN","NYC_vs_MIN",0.288487513974277
"allc",0.0369096674302401,45.1926911580531,"NYC","MIN","NYC_vs_MIN",0.368985450189906
"iuca",0.992177576560547,63.503808188813,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"aaca16",0.995354640421216,28.8575202403328,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"allb",0.0427429954120695,50.0384312737193,"NYC","MIN","NYC_vs_MIN",0.368985450189906
"fosa9",0.990180088941735,65.2150788246371,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"vipbtssc",0.994969036578287,59.9108030560349,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"clbl",0.995354640421339,28.8407832961635,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"espy4",0.0164720769088267,17.1281551773724,"NYC","MIN","NYC_vs_MIN",0.316713115110622
"ARO:3002859",0.993642323780492,56.2737839562856,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"flip",0.0952924265377521,82.7263157273189,"NYC","MIN","NYC_vs_MIN",0.59277494743338
"wzi",0.990584495826653,90.8764270814499,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3003550",0.627334776932594,11.7390625199089,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"espy2",0.00830403428953683,14.673013763571,"NYC","MIN","NYC_vs_MIN",0.288487513974277
"catb",0.997207252100929,14.6440418595087,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3000518",0.627334776932594,11.7390625199089,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"papb",0.627334776932594,15.0618578226386,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"marr",0.524616079905943,79.5016391039058,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3001327",0.627334776932594,11.7390625199089,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"entd",0.505228489658555,82.5387038250029,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"uhpt",0.627334776932595,14.9400810832885,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"pmrl",0.645703307272491,63.7958429626176,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"gtrb",0.994969036579481,58.9264540417551,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"espy1",0.00830403428953683,14.673013763571,"NYC","MIN","NYC_vs_MIN",0.288487513974277
"cusr",0.811139903802238,19.1659801782378,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3003548",0.627334776932594,11.7390625199089,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3002581",0.995115303172542,45.4524647342163,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ente",0.645703307272491,63.8720268625876,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3000074",0.627334776932594,15.0870153870523,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3000795",0.933306494507758,25.4145059507917,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"tssm",0.0369096674302401,45.1926911580531,"NYC","MIN","NYC_vs_MIN",0.368985450189906
"ARO:3000318",0.903713937303091,37.4503883232367,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3003577",0.999263099452094,4.32440400559445,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3002814",0.933306494507758,25.4145059507917,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"iuta",0.990620596897196,91.3003008571146,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"suge",0.933306494507758,25.725910491829,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"wzc",0.997067722163818,22.4713166259232,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"shux",0.013640071582708,22.1060671373763,"NYC","MIN","NYC_vs_MIN",0.288487513974277
"ARO:3000794",0.999263099452094,4.32440400559445,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"ARO:3002854",0.991832663893905,83.3356123787333,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"kpne",0.90371393730309,38.1692977563511,"NYC","MIN","NYC_vs_MIN",0.999263099452094
"flha",0.0776606252878443,73.7300672598259,"NYC","MIN","NYC_vs_MIN",0.576323587662424
"oqxb32",0.844216994681894,42.8386729815802,"NYC","MIN","NYC_vs_MIN",0.999263099452094
