ID,ID_city,City,Year,Latitude,Longitude,Climate,X469,X316,X543,X40324,X22,X662,X2745,X642,X729,X3019969,X2303332,X262,X1760988,X446,X2718,X1675686,X2183911,X2303331,X1561924,X1196095,X1810504,X288000,X13690,X41275,X59779,X193,X1873716,X2029849,X2950108,X1526572,X2582913,X86106,X1124597,X2861282,X490,X85643,X2732067,X33059,X297,X343874,X2482728,X2596915,X165179,X2681766,X2502779,X2350,X2875962,X274537,X591197,X861299,X833,X1280,X28037,X29370,X1754,X2682810,X100886,X437897,X29466,X33025,X1260,X1270,X1883,X38304,X2070,X1747,X1873,X1909395,X544580,X2851567,X1798224,X298654,X53461,X2944128,X304895,X414996,X283811,X1891644,X28049,X131568,X74426,X2884022,X29539,X2843216,X49319,X2722752,X1670831,X1608957,X1670830,X2853227,X2005460,X119532,X1219,X1416614,X102116,X1188228,X2132,X2782163,X980427,X270,X332249,X133453,X3004094,X120962,X2509675,X1806508,X167964,X2057,X500,X1005039,X84405,X1636152,X2528023,X2527974,X547188,X2807512,X174633,X239935,X1882749,X2866311,X225148,X1307763,X56,X2995304,X80816,X83451,X876,X2802975,X35554,X894,X83564,X1295609,X119484,X1621989,X158,X52584,X2828656,X2984951,X1236046,X851,X392734,X2818388,X981385,X2802971,X651822,X959,X2493639,X960,X2292766,X673862,X42253,X28262,X197162,X14,X693075,X1408281,X9606,X179637,X2743089,X1644061,X2208,X2263,X2173,X39152,X41673,X1353260,X1673428,X1291540,X2586965,X592206,X1457365,X2732593,X2161677,X1388755,X416213,X1921086,X2702,X84112,X2742683,X1555112,X1752064,X33070,X155894,X29552,X2098,X61435,X454171,X2650471,X1936003,X2596890,X431057,X2697043,X1658616,X316277,X453230,X60893,X28198,X28182,X1473598,X2421,X309806,X423605,X35786,X2899133,X1332188,X187145,X936456,X301375,X2874846,X683846,X1582439,X985782,X129951,X2713640,X1884905,X499229,X2751313,X2102,X2710758,X2358,X291048,X1441386,X2735562,X64160,X2847778,X13642,X45989,X1175445,X2320,X1316941,X2933293,X184117,X56636,X200415,X498374,X1874277,X2565781,X2955413,X2023057,X2560356,X1457141,X2282148,X2011088,X2919598,X56947,X3708,X2776706,X2955582,X2843389,X10376,X10279,X10497,X2704413,X2049890,X119164,X290028,X2734494,X1972584,X1177751,X337051,X1891726,X157897,X31742,X1640277,X1557034,X1285589,X2056780,X1080349,X2956190,X2955320,X2732655,X2734333,X2843841,X2170111,X2846071,X2508254,X2956616,X2845804,X2955242,X44689,X67476,X269145,X2746926,X1655646,X35279,X2170045,X1891704,X2170145,X2507500,X2220003,X1352511,X341938,X2844505,X2169857,X1983561,X2845619,X2956349,X2560654,X1856767,X12639,X2560744,X2843923,X1634476
CAMDA23_MetaSUB_gCSD17_DEN_13,DEN,Denver,17,39.75,-104.75,BSk,36031,6371189,44127,21131,5974,5109,4464,2444,1556,1558,1688,1746,968,937,102,140,151,146,167,254,33,5336035,13980,4006,33163,8771,242,126,158,39,20,253,12,38516,2246,1390,1420,422,21,24559,3027,4806,5305,370,1111,169,1,356,147,270,7,3445809,30343,6400392,5386,1715,5084,3308,901,648,9174,203770,27318,15206,6877,9976,6197,2771,1823,767,655,486,243,108,203,15,123,32,27,193,410,420,6,110,387,588,23,26,61,2959,973,537,2125,90,336,0,2052,14,966,156,31,39,80,245,70,44,87,63,8,5,19,568,188,256,105,16,17,272,265,48,146,9,899,87,58,1106,1629,396,903,458,878,407,42,19,3737,1163,2,1513,262,14636,435,170,132,100,255,253,207,172,72,46,113,18,363,104,5,49,82059,994,967,745,817,527,827,545,755,55,138,97,5,0,8,1544,109,485,8,69,1139,448,99,35,555,22,333,1218,636,21,12,653,34,7,28,29,16,3,59,8,8927,766,57,855,254,82,0,9,1,53,31,75,0,31,357,78,6,9,295,492,55,2291,89,15,683,55,12,104,5,0,298,104,9,130,4,44,89,17,2,3,31,0,33,1,117,2,0,2,146,0,4,4,0,17,168,3,10,0,0,51,26,0,0,2,0,34,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
CAMDA23_MetaSUB_gCSD17_DEN_15,DEN,Denver,17,39.75,-104.75,BSk,1868663,4563668,18213,3094,2693,1929,1751,1000,1199,478,623,343,209,474,17,19,1,44,15,250,9,5624,2293,453,1938,1260,8,13,3,6,13,319,2,10133,1193,265,284,130,0,9103,973,1746,992,24,340,51,1,177,81,40,7,13569006,10605,2052720,415,220,674,187,557,30,743,57028,4084,5916,1087,3642,934,377,386,355,36,87,40,27,26,6,7,5,3,24,45,84,5,31,107,90,8,8,13,1610,725,571,144,6,9,2,152,8,348,34,8,3,13,129,5,5,10,3,13,5,6,261,111,43,8,6,6,51,27,4,232,7,503,24,21,171,311,27,71,28,46,21,2,5,380,70,3,113,6,755,97,3,6,23,61,53,26,10,13,12,20,55,179,10,8,15,75558,153,105,106,54,64,348,452,630,9,4,3,0,0,0,999,6,73,4,5,152,248,10,7,99,3,57,91,567,4,0,89,5,26,17,3,4,1,0,0,2085,80,6,389,39,1,1,3,0,1,8,4,0,3,41,2,5,5,16,42,3,471,2,0,48,0,4,5,2,0,85,4,0,0,3,2,17,1,0,0,0,0,15,0,27,0,0,3,8,0,37,12,0,8,6,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
CAMDA23_MetaSUB_gCSD17_DEN_16,DEN,Denver,17,39.75,-104.75,BSk,1272171,26298030,7391612,24641,9698,11013,20637,9001,2396,3216,2004,2135,1649,1008,100,196,641,367,80,305,492,38765,21776,24189,10933,12804,449,92,243,37,68,254,64,655123,7670,6718,2525,702,33,24978,4401,6915,6046,785,1784,330,148,437,90,209,4,1294264,33191,573123,7035,1176,6163,14142,2235,1427,27271,184756,25806,19396,7774,14056,7292,2533,3808,1460,260,468,193,167,112,32,154,46,40,275,410,523,21,129,380,566,113,70,51,3488,1001,828,2078,173,309,7,1562,54,1502,180,39,29,54,227,376,69,82,52,39,20,46,929,385,333,67,38,264,802,310,34,227,17,1446,231,145,2149,2028,595,1421,729,1298,286,40,47,4742,1492,18,1031,136,12477,559,62,154,158,708,290,96,226,140,123,194,351,475,203,120,129,84365,1344,1096,894,1029,787,1364,530,561,113,50,34,0,0,26,1433,70,272,68,57,1371,881,640,42,943,3,54,1259,540,244,11,978,221,33,87,16,16,50,84,18,8856,632,137,1860,358,6,115,24,5,166,67,34,4,0,369,24,0,8,106,1361,424,2882,28,72,471,130,10,97,71,0,204,82,14,49,5,92,205,77,132,0,2,0,50,5,331,9,0,3,95,0,47,53,6,22,85,0,16,2,1,2,41,4,4,0,5,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,21,0,0,0,1
CAMDA23_MetaSUB_gCSD17_DEN_17,DEN,Denver,17,39.75,-104.75,BSk,12960,16986580,8485740,10512,2689,2752,11040,3824,794,794,442,745,543,463,44,39,379,112,34,119,433,67512,8827,148893,3921,68674,112,37,10,23,7,82,0,32842,3133,2306,576,410,0,6597,1173,1895,1589,119,382,50,33,419,36,33,16,525156,7669,135817,1923,495,911,6339,970,440,6042,14261,5582,4805,2219,6280,1634,421,1202,649,24,219,49,17,13,1,56,7,7,154,89,83,1,16,78,229,154,2,9,1044,301,408,678,34,40,1,411,24,612,39,7,10,4,63,29,10,24,10,4,10,76,260,77,51,28,6,33,447,39,5,34,3,420,18,12,417,567,291,419,134,228,150,21,44,787,308,4,392,39,2860,129,10,12,46,122,82,32,30,10,25,38,84,171,38,21,24,59847,254,257,92,239,118,222,168,181,39,18,2,6,0,3,334,15,62,14,14,308,110,220,4,315,0,31,211,123,24,1,128,61,6,12,7,4,33,22,9,2563,87,15,268,127,2,26,19,1,17,9,13,1,0,56,25,0,2,71,299,103,636,6,22,57,11,3,19,31,0,34,3,0,8,0,4,12,33,0,1,0,0,25,0,70,0,0,7,6,0,0,12,0,7,14,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMDA23_MetaSUB_gCSD17_DEN_18,DEN,Denver,17,39.75,-104.75,BSk,234522,2077380,13648656,7979374,5740,4450,4678,3081,1926,1616,1183,1256,1028,654,67,114,12,264,41,380,44,37566,7699,101669,6433,4549,128,96,1,28,62,57,6,2543476,3979,2349,3324,224,18,3182647,379392,16678,168690,4250,6630,539,189,156,168,42,34,233176,15111,231311,1137,416,1110,4071,694,385,1751,12327,5839,6403,1764,4318,1200,528,979,443,47,117,85,61,12,20,38,3,1,21,102,116,2,29,97,120,6,8,9,2579,451,408,722,152,41,2,773,9,845,126,26,10,8,75,10,18,26,5,4,33,29,527,143,45,50,13,13,239,103,26,111,3,247,71,10,662,575,194,289,124,417,107,31,3,1019,540,38,281,81,2079,329,7,1,35,101,218,48,190,47,68,164,11,475,59,47,56,70960,245,236,183,510,128,712,67,82,19,48,18,2,0,3,484,39,128,25,11,574,81,147,2,740,0,30,87,168,55,1,500,31,172,15,2,13,6,17,27,3830,505,19,160,51,42,10,5,58,6,61,1,0,0,120,3,7,2,83,34,30,1066,11,9,136,9,27,72,13,0,97,0,1,9,3,47,16,2,0,0,0,0,157,0,276,1,2252,3,41,0,8,119,0,8,40,0,43,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
CAMDA23_MetaSUB_gCSD17_DEN_19,DEN,Denver,17,39.75,-104.75,BSk,20493,83489,78527,4976,23700,20094,5391,1730,6128,1720,1612,4686,1587,5347,903,71,14,112,374,2101,8,17144,4484,1381,3774,5086,153,25,31,110,64,287,118,19686,2925,839,1446,143,226,78238,11391,12086,17069,993,5550,657,274,914,214,53,96,24545889,137708,3199418,12651,5316,14370,8274,3584,537,19201,11927,4960,6473,1156,4317,934,289,1500,283,73,89,45,23,11,8,9,5,2,4,653,73,4,20,209,95,14,9,14,11865,3474,2343,4223,108,905,10,5306,99,713,501,12,29,35,116,298,34,322,21,12,17,64,1257,444,74,101,8,152,428,57,29,741,22,349,26,57,687,1414,388,674,1220,1278,959,41,82,8012,2911,35,4448,421,24908,475,11,171,56,580,602,456,342,209,70,419,390,1260,519,260,357,162869,702,289,290,3376,1135,2460,1714,2663,875,405,1,353,1,273,3333,60,2168,6,20,727,662,1700,34,1454,13,717,2165,1549,142,25,1017,179,34,183,13,23,3,373,7,30315,2254,19,2758,919,92,135,157,12,115,8,75,8,4,944,209,24,0,699,921,540,7028,433,35,1559,5,182,168,56,0,261,83,0,180,158,285,138,200,8,0,0,0,473,89,893,12,1,29,189,0,77,284,0,255,348,9,93,0,1,5,14,30,8,9,2,5,14,1,0,0,1,0,0,0,0,0,0,1,0,0,8,0,0,0,0,1,0,0,0,99,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAMDA23_MetaSUB_gCSD17_DEN_1,DEN,Denver,17,39.75,-104.75,BSk,3526125,30142077,5087223,130985,8860,7881,18200,9629,1746,4239,1696,729,1743,718,176,115,373,296,60,168,260,42842,16885,10730,11441,69596,130,55,55,54,23,16,154,439869,8724,8204,2630,436,12,48097,6425,3829,4399,152,744,97,39,226,18,104,4,526800,11876,50191,1764,244,400,28370,3007,1969,479,35380,19976,14913,6668,7618,5167,2258,1514,1016,279,362,342,174,139,22,117,98,16,160,387,359,35,184,232,334,92,110,44,1128,353,278,1048,131,67,7,93,0,1526,712,91,78,65,145,37,54,36,131,28,28,3,1115,351,257,67,21,54,480,273,27,33,11,1035,71,135,1786,1586,545,1341,318,728,102,47,2,794,120,3,70,61,471,916,30,0,273,191,137,102,21,87,1,166,21,89,29,83,11,59120,921,769,594,137,196,132,84,47,41,3,8,0,0,39,257,398,38,56,108,971,467,148,8,534,9,77,193,42,103,3,770,74,2,42,5,3,1,179,22,1538,178,130,132,40,13,1,9,3,64,21,17,0,0,93,0,1,0,28,82,106,157,24,8,49,1,0,25,4,0,65,6,7,3,0,30,10,5,0,1,0,0,2,11,36,0,23,9,5,0,70,5,10,44,8,0,15,0,0,3,0,0,16,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMDA23_MetaSUB_gCSD17_DEN_20,DEN,Denver,17,39.75,-104.75,BSk,884815,172247,104648,75329,18587,14271,16280,8581,5354,10115,3943,3095,5967,3042,647,947,201,922,288,904,389,185906,69301,21109,39686,12675935,911,937,104,363,2362,274,148,4574823,19219,28349,8892,1164,20,46045,5990,12261,5595,795,1968,229,117,689,210,959,122,16741836,103532,539614,5815,2683,7732,4644,1985,536,8047,417532,135178,71936,35836,34983,34312,12257,7657,6836,1502,3005,1283,764,783,209,632,307,153,678,1371,2514,198,441,3327,2121,449,137,323,4889,2317,1213,5807,584,473,2,3625,23,7120,1473,62,135,247,546,217,201,174,288,33,32,23,2305,2173,1464,354,67,62,1300,660,150,177,64,6241,1531,1344,11390,4421,974,2527,637,1567,659,186,3,4179,914,5,2145,82,12421,1329,111,60,1033,1083,520,286,468,673,52,433,384,616,175,168,58,121845,6428,4012,3794,1050,698,904,1178,1243,345,161,63,44,0,2,1279,582,571,13,224,2403,2420,1001,159,1489,0,473,1828,840,173,0,1609,411,120,331,10,34,11,606,8,14548,1384,261,1453,347,15,95,37,1,297,78,29,3,0,717,172,0,2,521,1314,568,3955,4,250,854,77,7,64,171,0,778,63,95,75,34,324,72,5,0,1,0,0,64,1,591,0,0,6,103,0,134,35,0,70,130,1,61,1,0,0,329,2,1,1,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55,0,0,0,0
CAMDA23_MetaSUB_gCSD17_DEN_21,DEN,Denver,17,39.75,-104.75,BSk,33656,33283241,35957,16361,3384,3274,25040,6169,530,1278,585,1013,500,252,40,34,972,200,14,36,871,24239,8784,2475,4356,7485,18,13,3,37,14,36,10,62075,6257,5172,355,1121,4,4632,708,1980,1640,111,279,20,55,90,33,39,12,955181,8702,397382,893,253,1001,576,381,266,1129,17979,8234,7107,3562,7068,2738,498,1528,1782,26,57,45,17,15,12,92,6,2,343,149,78,2,17,88,325,104,10,9,851,220,263,622,35,21,3,184,11,895,80,6,31,5,36,2,12,41,8,2,3,25,119,43,53,11,2,5,1163,38,3,23,4,656,25,14,330,615,383,1193,117,126,38,29,13,779,218,6,157,2,1327,67,5,7,48,67,126,19,13,5,19,28,30,45,51,0,6,64799,189,580,106,210,62,105,106,89,42,18,11,6,0,1,162,14,46,27,5,741,155,39,29,399,2,16,95,90,3,0,121,20,5,35,0,13,8,28,2,1669,145,3,134,22,3,0,4,3,12,2,6,3,1,32,31,3,2,8,70,9,427,1,0,54,2,4,12,10,0,57,2,0,20,0,8,4,3,0,0,0,0,10,1,26,11,0,9,1,0,7,11,0,2,4,0,1,0,1,0,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMDA23_MetaSUB_gCSD17_DEN_22,DEN,Denver,17,39.75,-104.75,BSk,13294,2474394,28322456,46692,27589,34156,30366,38117,7863,9013,9982,3492,3842,1878,801,662,450,1314,69,741,70,116053,72811,7491,35293,36268,159,123,11,207,139,113,76,188184,16828,10783,3204,146,7,25605,5758,10611,6280,275,1309,136,7,739,142,758,2,1455447,22792,3274488,4984,1700,4500,2334,1144,410,14172,51253,56620,34790,14148,11121,14217,3093,2184,402,112,1264,461,29,46,25,33,549,51,70,687,677,8,109,693,1347,11,12,20,3405,629,763,3310,108,230,10,1623,13,3937,215,50,232,39,1002,25,612,52,899,8,15,4,419,1342,635,41,149,117,628,1393,48,87,37,3433,357,32,6329,3416,1477,2221,293,657,231,22,26,2928,1087,12,1091,21,11869,2056,11,40,70,377,261,114,271,34,389,180,72,356,200,25,101,115375,2483,823,997,1292,365,677,882,651,73,41,10,1,23,5,1113,139,238,73,432,987,915,222,11,1036,19,296,1147,900,59,0,2460,609,16,85,5,7,31,8,823,8616,355,70,1013,196,64,1,6,3,8,79,50,4,31,182,167,1,1,353,545,187,2179,21,93,457,5,18,40,33,0,661,34,0,29,3,466,94,40,2,0,0,0,147,0,87,0,0,1,85,0,3,69,0,76,243,0,35,286,1,64,33,1,3,46,0,1,4,5,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAMDA23_MetaSUB_gCSD17_DEN_23,DEN,Denver,17,39.75,-104.75,BSk,477009,23405909,15185678,61460,27236,17476,24204,20217,4464,7107,2657,3041,2004,1431,3314,1149,542,442,116,759,791,888208,92948,14147,34652,29767,432,206,44,239,164,229,364,10695520,15226,20197,5159,360,177,104022,5201,7987,5587,468,2016,163,8,197,178,321,6,684029,33131,2368142,7214,2556,6755,3511,1028,223,12985,54963,73865,53174,20679,21624,19739,9145,2974,2154,1129,1479,939,315,896,32,332,242,13,471,321,1273,55,762,2207,1519,91,106,258,3586,1003,1049,2045,99,411,5,2424,5,4159,439,206,40,30,447,133,189,118,66,150,4,1,1213,1239,948,271,22,275,861,849,72,150,46,2480,1062,707,6429,11596,6700,1410,171,3793,477,29,15,2578,1320,5,1071,36,18290,873,27,55,466,566,283,153,373,262,43,59,71,686,384,28,133,135021,2479,1765,2115,1411,394,879,548,1148,261,57,23,0,41,6,1435,167,547,35,24,2067,1467,218,24,1064,5,252,1801,1402,167,85,1603,157,179,130,46,5,28,69,142,11304,545,91,928,451,85,2,4,0,63,14,21,3,38,327,207,18,1,284,607,240,3317,66,28,406,4,41,43,3,0,110,14,53,19,2,240,43,9,2,1,0,0,292,1,146,3,2,10,128,0,17,56,3,187,434,1,26,6,0,36,40,10,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0
CAMDA23_MetaSUB_gCSD17_DEN_2,DEN,Denver,17,39.75,-104.75,BSk,2580455,28768940,25386,6610,1231,2624,3501,3902,479,641,304,228,206,137,35,506,7,202,3,19,11,10143,5371,1258,3278,39071,11,18,0,12,3,11,10,105473,1701,2278,1381,113,4,1403,261,606,450,24,99,6,0,26,2,28,0,89212,22285,195952,172,100,727,147,139,227,472,11037,2983,3828,1526,10278,1067,288,313,232,34,57,33,24,3,6,17,20,2,15,107,60,1,646,77,83,7,10,8,139,47,61,93,8,2,1,18,0,541,45,5,3,6,13,0,2,11,1,7,3,4,767,54,54,8,1,3,65,21,2,1,2,119,34,26,210,250,47,95,54,111,2,12,0,279,12,0,17,1,526,46,7,12,34,30,4,30,4,16,4,11,4,13,3,1,0,38414,122,98,85,58,24,12,40,13,8,1,0,0,0,0,44,7,15,9,0,173,101,12,3,49,0,7,23,12,2,1,60,19,2,4,7,9,0,5,2,270,37,4,20,5,3,0,4,0,0,5,4,1,0,4,1,0,0,3,38,12,72,0,0,13,0,1,0,0,0,11,6,0,6,0,1,3,0,0,0,0,0,7,1,6,0,0,28,2,0,0,1,0,1,8,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CAMDA23_MetaSUB_gCSD17_DEN_3,DEN,Denver,17,39.75,-104.75,BSk,289468,359423,2012236,221436,368,339,213,150,112,88,49,82,51,59,12,6,0,12,2,17,0,8661,4260,13813,2293,820,12,9,6,2,2,5,0,21475,205,86,71,8,2,1168,561,210,288,14,72,4,4,26,4,5,2,15017,10172,49489,223,73,504,950,113,74,348,2208,1139,673,207,501,161,86,427,50,4,19,11,3,11,1,2,2,0,2,23,8,1,2,18,21,1,2,3,190,60,41,38,10,8,1,67,2,36,5,1,4,2,7,0,1,5,2,0,0,1,33,20,6,5,2,5,13,10,0,12,1,47,6,7,55,47,11,21,21,48,10,3,1,175,54,2,26,4,396,14,2,1,9,13,6,3,14,0,1,3,11,21,12,1,6,1806,30,27,20,34,23,25,17,23,3,2,3,0,0,1,48,1,17,1,4,42,29,19,1,40,3,16,40,27,43,0,33,6,0,4,4,1,2,3,3,400,34,1,28,14,2,0,0,0,3,3,3,0,1,9,5,0,0,6,35,11,73,3,6,12,1,0,4,6,0,8,3,0,3,0,0,1,4,0,1,0,0,4,0,7,0,0,0,3,0,0,1,0,1,1,0,4,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMDA23_MetaSUB_gCSD17_DEN_4,DEN,Denver,17,39.75,-104.75,BSk,64501,12748,2117809,1429,61,63,34,31,38,15,8,28,27,6,6,1,0,3,0,2,3,417,531,244,450,97,0,1,0,1,0,0,0,116367,71,15,17,0,0,396,312,39,118,0,8,0,0,1,1,0,0,51124,218,567,0,1,5,2,3,1,20,5544,413,469,107,207,136,42,49,16,2,10,3,1,2,0,2,0,1,3,1,2,1,0,6,4,0,0,1,8,5,1,64,1,0,0,2,0,4,2,0,0,0,1,0,0,0,0,0,1,0,3,6,5,3,0,0,3,11,0,0,0,21,3,2,49,5,1,12,3,1,0,1,0,7,1,0,2,0,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,25,6,5,2,0,0,1,0,3,0,1,0,0,0,0,0,1,6,0,13,11,0,0,4,0,0,1,0,0,0,2,0,1,1,1,0,0,0,0,138,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMDA23_MetaSUB_gCSD17_DEN_5,DEN,Denver,17,39.75,-104.75,BSk,2409965,1487536,303430,1707640,1329,817,3748,2971,165,873,763,125,677,78,166,20,23,199,15,17,73,13894,7123,3798,3469,2709,75,103,4,9,15,10,0,101484,6510,2586,2644,249,15,2515,1396,796,576,12,118,56,0,20,3,29,2,135150,2951,84130,338,111,226,202,27,3,640,6017,5914,4970,2036,1404,1530,798,289,153,93,148,47,127,39,19,94,13,5,40,82,130,0,7,110,162,3,34,1,234,76,33,280,62,17,0,120,0,255,44,9,2,25,22,22,7,15,51,21,30,1,89,77,80,19,7,15,140,78,2,12,3,194,137,45,601,429,30,326,10,146,24,31,1,144,62,1,60,0,883,263,40,1,57,15,17,5,23,42,2,18,5,25,22,1,15,6022,322,205,245,77,16,46,25,53,6,3,1,0,0,0,70,2,22,11,4,189,94,9,9,31,0,17,196,74,18,0,209,5,0,6,0,1,1,63,5,861,31,41,40,18,0,0,0,0,7,2,4,0,3,11,13,1,0,21,23,10,164,0,1,21,0,8,2,0,0,7,0,2,1,1,6,40,2,1,0,0,0,17,1,10,0,42,0,8,0,0,4,2,6,12,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMDA23_MetaSUB_gCSD17_DEN_6,DEN,Denver,17,39.75,-104.75,BSk,177136,2156811,136094,649398,933,515,1451,583,168,532,253,103,283,63,24,7,21,113,7,28,27,10352,26382,58297,5550,2369,83,103,12,32,15,7,1,101485,1051,948,384,28,0,1680,1573,517,420,17,171,5,2,14,1,56,4,38334,8668,74883,319,98,323,362,77,25,488,5975,7240,3935,1753,1567,1642,717,261,123,40,78,72,46,57,8,43,5,30,20,37,80,1,13,158,121,25,39,13,204,50,97,237,8,10,0,93,0,279,27,6,9,19,15,28,18,3,23,1,1,1,114,89,54,15,7,5,70,65,2,7,0,225,66,34,653,210,86,120,29,56,28,4,2,144,57,0,38,18,464,163,36,1,58,33,14,7,18,9,4,12,11,23,14,5,10,3111,220,159,171,42,133,38,32,34,15,1,0,0,0,6,51,17,17,3,4,133,59,15,4,80,1,14,69,25,6,1,113,5,0,2,2,1,1,17,6,593,38,8,46,21,1,1,1,0,2,3,0,0,2,22,7,2,1,14,58,17,93,2,1,19,2,1,2,0,0,18,5,2,2,0,4,47,1,0,0,0,0,5,1,18,0,0,0,16,0,1,4,0,9,9,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMDA23_MetaSUB_gCSD17_DEN_7,DEN,Denver,17,39.75,-104.75,BSk,99601,27181,9850,4540,408,251,205,304,40,255,134,26,170,4,16,11,1,815,0,0,28,4049,1889,938,2282,676,136,130,0,0,2,1,0,5023094,273,1285,373,192,0,631,609,406,264,1,8,0,0,2,0,3,1,86847,12807,1124,6,1,8,6,5,0,16,6153,5340,2938,786,495,922,383,23,231,1,42,3,2,6,0,0,0,0,29,1,27,39,0,328,2,36,38,0,38,3,0,15,0,1,0,4,0,94,5,0,0,5,480,0,0,0,0,0,1,0,66,53,13,2,0,0,30,5,0,2,0,86,8,14,902,39,9,17,0,234,1,0,0,4,3,0,0,0,13,3,1,0,3,2,0,0,0,37,0,4,1,1,0,0,1,3167,19,77,291,4,1,0,4,4,0,0,0,0,0,0,0,0,1,26,6,198,57,0,1,41,0,1,1,0,0,0,89,0,0,0,0,0,0,0,0,209,0,7,1,1,0,0,0,0,0,12,1,1,0,0,0,0,0,0,1,0,201,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,5,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
