Sample	City	Taxon	2-Aminoethylphosphonate-Degradation	Activation-Inactivation-Interconversion	All-Trans-Farnesyl-PP-Biosynthesis	Biosynthesis	Citrulline-Biosynthesis	Degradation	Detoxification	Energy-Metabolism	Fermentation	Metabolic-Clusters	Photosynthesis	Respiration	Super-Pathways
BAL_Kl_2015_GCF_003345715.1	BAL	Kl	2.0	18.916666666666664	1.0	1824.9990902859324	1.3333333333333333	869.2741896991897	12.25	72.13957431457432	64.63846153846154	15.555555555555555	6.714285714285714	34.83333333333333	8.05
BAL_Kl_2015_GCF_003345765.1	BAL	Kl	2.0	18.916666666666664	1.0	1824.9990902859324	1.3333333333333333	869.2741896991897	12.25	72.13957431457432	64.63846153846154	15.555555555555555	6.714285714285714	34.83333333333333	8.05
BAL_Kl_2017_GCF_003860845.1	BAL	Kl	2.0	19.916666666666664	1.0	1954.468962421594	0.0	884.4297924297924	14.75	74.98199855699856	68.71538461538461	15.61111111111111	7.214285714285714	32.83333333333333	8.05
BAL_Kl_2017_GCF_003860885.1	BAL	Kl	2.0	19.333333333333336	1.0	1827.0116453234875	0.0	870.1901237651238	14.0	72.79866522366522	66.57596153846154	15.5	6.714285714285714	32.16666666666667	8.05
BAL_Kl_2017_GCF_003860895.1	BAL	Kl	2.0	18.583333333333336	1.0	1880.1881925579294	0.0	866.776196026196	12.25	75.73639971139971	64.63846153846154	15.555555555555555	6.714285714285714	32.83333333333333	8.05
BAL_Kl_2017_GCF_003860985.1	BAL	Kl	2.0	18.416666666666664	1.0	1974.7506134541222	0.0	866.355081030081	14.25	81.56890331890332	60.70096153846154	15.11111111111111	6.714285714285714	34.5	8.05
BAL_Kl_2017_GCF_003860995.1	BAL	Kl	2.0	19.666666666666664	1.0	1869.4706431158186	0.0	879.5658924408924	14.75	75.23520923520924	66.71538461538461	15.5	6.714285714285714	34.266666666666666	8.5
BAL_Kl_2017_GCF_003861035.1	BAL	Kl	2.0	20.25	1.0	1860.3432421217508	0.0	880.2984321234321	14.0	73.28401875901876	66.63846153846154	15.5	8.214285714285715	32.83333333333333	8.05
BAL_Kl_2017_GCF_003861085.1	BAL	Kl	2.0	20.083333333333336	1.0	2041.7731610494768	0.0	914.880932955933	19.0	84.87088744588745	67.63846153846154	15.5	7.0476190476190474	34.16666666666667	8.05
BAL_Kl_2017_GCF_003861135.1	BAL	Kl	2.0	19.666666666666664	1.0	1865.3077683362771	0.0	873.0718448218448	15.75	73.61735209235209	66.63846153846154	15.5	6.714285714285714	32.83333333333333	8.05
BAL_Kl_2017_GCF_003861255.1	BAL	Kl	2.5	17.916666666666664	1.0	1954.9827042028796	0.0	885.2591325341325	16.0	82.75306637806638	65.78333333333333	15.055555555555555	6.714285714285714	31.8	8.95
BAL_Kl_2017_GCF_003861365.1	BAL	Kl	2.0	18.083333333333336	1.0	1848.4515851107956	0.0	857.901245976246	11.75	74.67088744588744	63.715384615384615	14.166666666666668	6.714285714285714	33.83333333333333	8.05
BAL_Kl_2017_GCF_003861425.1	BAL	Kl	2.0	18.5	1.0	1901.7480509256825	0.0	830.6039377289377	15.0	75.48437950937951	58.792307692307695	14.166666666666668	6.714285714285714	33.7	8.05
BAL_Kl_2017_GCF_003861435.1	BAL	Kl	2.0	20.0	1.0	1892.0544173662595	0.0	885.1801781551782	13.75	73.61735209235209	66.63846153846154	15.5	6.714285714285714	34.16666666666667	8.05
BAL_Kl_2017_GCF_003861475.1	BAL	Kl	2.0	22.5	1.0	2505.690359396938	0.0	950.9039738039738	12.5	75.55068542568543	66.63846153846154	16.555555555555557	7.214285714285714	36.16666666666667	8.05
BAL_Kl_2017_GCF_003861575.1	BAL	Kl	2.0	19.75	1.0	1842.4061539013294	0.0	890.8547535797536	14.75	79.34430014430015	64.71538461538461	15.5	7.214285714285714	34.266666666666666	8.05
MIN_Es_2017_GCF_013423565.1	MIN	Es	1.0	18.0	1.0	1700.8260992071976	1.3333333333333333	770.0873015873016	16.5	78.27366522366522	64.97179487179487	15.055555555555555	7.571428571428571	40.266666666666666	8.166666666666666
MIN_Es_2017_GCF_013423645.1	MIN	Es	1.0	17.666666666666668	1.0	1701.796159087437	1.3333333333333333	770.0873015873016	15.5	78.27366522366522	64.97179487179487	15.055555555555555	7.571428571428571	40.266666666666666	8.166666666666666
NYC_En_2015_GCF_029069505.1	NYC	En	2.0	20.333333333333336	1.0	1848.4735082818415	1.3333333333333333	699.3967171717171	13.75	62.15815295815296	52.11666666666667	13.38888888888889	6.571428571428571	31.833333333333336	8.25
NYC_En_2015_GCF_029069575.1	NYC	En	2.0	19.0	1.0	1849.1769203019203	1.3333333333333333	714.4573953823954	15.5	65.16370851370851	54.11666666666667	13.833333333333332	6.571428571428571	31.5	8.25
NYC_En_2015_GCF_029069675.1	NYC	En	2.0	19.0	1.0	1850.1769203019203	1.3333333333333333	714.9573953823954	15.5	65.16370851370851	54.11666666666667	13.833333333333332	6.571428571428571	32.166666666666664	8.25
NYC_En_2015_GCF_029069825.1	NYC	En	2.0	19.0	1.0	1849.1769203019203	1.3333333333333333	714.4573953823954	15.5	65.16370851370851	54.11666666666667	13.833333333333332	6.571428571428571	31.5	8.25
NYC_En_2015_GCF_029070195.1	NYC	En	2.0	18.333333333333332	1.0	1779.8944367361034	1.3333333333333333	693.2851731601731	14.0	64.46370851370851	52.11666666666667	12.833333333333332	6.571428571428571	31.5	8.25
NYC_En_2015_GCF_029075245.1	NYC	En	2.0	21.0	1.0	1902.934312909313	1.3333333333333333	727.2638167388168	18.0	64.95025252525252	54.19761904761905	12.833333333333332	6.571428571428571	30.6	8.7
NYC_En_2016_GCF_020783935.1	NYC	En	2.0	19.0	1.0	1745.8422922756256	1.3333333333333333	691.0768398268398	15.75	62.730375180375184	54.11666666666667	13.277777777777779	4.571428571428571	32.5	8.25
NYC_En_2016_GCF_029069745.1	NYC	En	2.0	19.0	1.0	1787.7202334702336	1.3333333333333333	692.774494949495	14.5	64.22247474747475	54.2	13.833333333333332	6.571428571428571	31.266666666666666	8.7
NYC_Es_2015_GCF_027584315.1	NYC	Es	1.0	18.333333333333332	1.0	1764.4170739247795	0.0	767.57384004884	14.5	81.66771284271285	69.51666666666667	14.055555555555555	7.904761904761905	36.93333333333333	7.916666666666666
NYC_Es_2015_GCF_027584335.1	NYC	Es	1.0	18.0	1.0	1773.3325785037177	1.3333333333333333	812.9456349206349	16.5	84.4744227994228	72.26923076923077	15.055555555555555	7.571428571428571	42.93333333333333	8.0
NYC_Es_2016_GCF_002214205.1	NYC	Es	1.0	17.666666666666668	1.0	1725.5837714750494	1.3333333333333333	790.0464285714286	15.5	80.4943722943723	71.28846153846153	16.0	7.571428571428571	39.7	8.25
NYC_Es_2018_GCF_022569415.1	NYC	Es	1.0	17.333333333333336	1.5	1688.3554711562906	1.3333333333333333	753.7107142857143	16.25	83.46136363636364	68.73846153846154	14.666666666666668	6.571428571428571	38.83333333333333	7.464285714285714
NYC_Es_2018_GCF_022812305.1	NYC	Es	1.0	16.0	1.0	1612.19303697668	1.3333333333333333	741.6432539682539	14.75	79.6046176046176	61.77179487179487	14.166666666666668	7.571428571428571	40.5	7.214285714285714
NYC_Es_2018_GCF_022812315.1	NYC	Es	1.0	16.0	1.0	1612.19303697668	1.3333333333333333	744.9765873015873	15.75	79.6046176046176	61.771794871794874	14.166666666666668	7.571428571428571	40.5	7.214285714285714
NYC_Kl_2015_GCF_027584255.1	NYC	Kl	2.0	19.0	1.0	1903.3519682721437	0.0	863.6012099012099	13.5	73.95068542568542	66.63846153846154	15.5	6.714285714285714	31.5	8.05
NYC_Kl_2015_GCF_027584275.1	NYC	Kl	2.0	19.75	1.0	1906.991085636261	0.0	893.6468448218449	15.0	73.57568542568542	64.63846153846154	15.055555555555555	6.714285714285714	33.5	8.05
NYC_Kl_2015_GCF_027584375.1	NYC	Kl	2.0	19.166666666666664	1.0	1868.3148310266731	0.0	864.1297674547675	12.25	81.0018759018759	62.715384615384615	15.555555555555555	7.0476190476190474	31.6	8.05
NYC_Kl_2015_GCF_027584385.1	NYC	Kl	2.5	18.083333333333336	1.0	1882.5016044546746	0.0	870.330463980464	17.0	75.63199855699855	63.59679487179487	14.61111111111111	6.714285714285714	33.93333333333333	8.5
NYC_Kl_2015_GCF_027584415.1	NYC	Kl	2.0	19.0	1.0	1845.0164103115858	0.0	859.262321012321	13.75	73.61735209235209	66.63846153846154	15.5	6.714285714285714	32.16666666666667	8.05
NYC_Kl_2015_GCF_027584435.1	NYC	Kl	2.0	18.083333333333336	1.0	1862.5825737777493	0.0	866.2019785769786	14.25	74.3994227994228	62.715384615384615	14.61111111111111	6.714285714285714	29.5	8.05
NYC_Kl_2015_GCF_027584455.1	NYC	Kl	2.0	19.083333333333336	1.0	1855.9056809175231	0.0	895.6019536019536	15.25	75.68199855699855	64.70096153846154	16.61111111111111	6.714285714285714	32.83333333333333	8.05
NYC_Kl_2015_GCF_027584485.1	NYC	Kl	2.0	19.333333333333336	1.0	1947.3841311709732	0.0	875.1984321234321	14.25	74.61735209235209	66.63846153846154	15.5	6.714285714285714	32.83333333333333	8.05
NYC_Kl_2015_GCF_027584495.1	NYC	Kl	2.0	19.0	1.0	1845.5164103115858	0.0	862.012321012321	14.75	73.61735209235209	66.63846153846154	15.5	6.714285714285714	32.16666666666667	8.05
NYC_Kl_2015_GCF_027584535.1	NYC	Kl	2.0	19.0	1.0	1845.0164103115858	0.0	859.262321012321	13.75	73.61735209235209	66.63846153846154	15.5	6.714285714285714	32.16666666666667	8.05
NYC_Kl_2015_GCF_027584585.1	NYC	Kl	2.0	19.75	1.0	1809.5288092511776	0.0	895.6202075702075	14.75	78.68199855699855	64.63846153846154	16.61111111111111	6.714285714285714	32.16666666666667	8.05
NYC_Kl_2015_GCF_027584695.1	NYC	Kl	2.0	19.333333333333336	1.0	1842.4996795115217	0.0	863.982955932956	13.0	73.28401875901876	66.63846153846154	15.5	6.714285714285714	34.16666666666667	8.05
NYC_Kl_2015_GCF_027585065.1	NYC	Kl	2.5	18.583333333333336	1.0	1844.0355100390188	0.0	882.7460511710511	13.75	77.4423520923521	63.73429487179487	15.055555555555555	7.285714285714286	33.93333333333333	8.5
NYC_Kl_2015_GCF_027585115.1	NYC	Kl	2.5	18.583333333333336	1.0	1838.9105100390188	0.0	884.0460511710512	13.75	75.4423520923521	63.73429487179487	15.055555555555555	7.285714285714286	33.93333333333333	8.5
NYC_Kl_2015_GCF_027585155.1	NYC	Kl	2.5	18.583333333333336	1.0	1839.0771767056856	0.0	884.0460511710512	13.75	75.4423520923521	63.73429487179487	15.055555555555555	7.285714285714286	33.93333333333333	8.5
NYC_Kl_2015_GCF_027585165.1	NYC	Kl	2.5	18.583333333333336	1.0	1838.9105100390188	0.0	884.0460511710512	13.75	75.4423520923521	63.73429487179487	15.055555555555555	7.285714285714286	33.93333333333333	8.5
NYC_Kl_2016_GCF_002833425.1	NYC	Kl	2.0	18.833333333333336	1.0	1986.9179874543909	0.0	891.528601953602	18.0	76.51652236652237	64.65288461538461	15.055555555555555	6.714285714285714	35.266666666666666	8.5
NYC_Kl_2016_GCF_002833445.1	NYC	Kl	2.0	18.833333333333336	1.0	1986.9179874543909	0.0	891.528601953602	18.0	76.51652236652237	64.65288461538461	15.055555555555555	6.714285714285714	35.266666666666666	8.5
NYC_Kl_2016_GCF_002833465.1	NYC	Kl	2.0	18.833333333333336	1.0	1985.106082692486	0.0	894.028601953602	18.0	76.51652236652237	64.65288461538461	15.055555555555555	6.714285714285714	35.266666666666666	8.5
NYC_Kl_2016_GCF_002856235.1	NYC	Kl	2.0	17.5	1.0	1744.8958123909879	0.0	843.291613941614	13.5	72.18755411255411	62.85480769230769	14.11111111111111	6.714285714285714	33.6	8.25
NYC_Kl_2016_GCF_002856705.1	NYC	Kl	2.0	17.25	1.0	1807.2695747397502	0.0	830.8825230325231	13.75	70.27795815295815	60.292307692307695	14.666666666666668	6.714285714285714	32.266666666666666	8.25
NYC_Kl_2016_GCF_002856765.1	NYC	Kl	2.0	16.25	1.0	1807.4285134293907	0.0	814.5096681096682	10.5	69.90916305916306	60.715384615384615	14.722222222222221	6.214285714285714	32.166666666666664	8.75
NYC_Kl_2016_GCF_002857345.1	NYC	Kl	2.0	18.583333333333336	1.0	1899.3914202107185	0.0	840.1047452547452	12.5	75.50624098124098	60.215384615384615	14.166666666666668	6.714285714285714	34.6	8.25
NYC_Kl_2017_GCF_002855815.1	NYC	Kl	2.0	20.416666666666664	1.0	1804.651424988267	0.0	911.8777611277611	13.5	72.40220057720057	68.21538461538461	15.944444444444445	6.714285714285714	32.5	8.05
NYC_Kl_2017_GCF_002855825.1	NYC	Kl	2.5	18.75	1.0	1836.6381194666283	0.0	860.1157592407592	13.5	73.22088744588744	63.53429487179487	14.61111111111111	6.714285714285714	33.93333333333333	8.5
NYC_Kl_2017_GCF_002855915.1	NYC	Kl	2.0	18.583333333333336	1.0	1799.2212903081324	0.0	869.000777000777	12.5	71.93434343434343	62.229807692307695	15.055555555555555	6.714285714285714	33.266666666666666	8.25
NYC_Kl_2017_GCF_002855955.1	NYC	Kl	2.0	17.833333333333336	1.0	1772.0999952650632	0.0	778.6107142857143	11.25	68.99671717171717	66.40512820512821	15.166666666666666	6.714285714285714	32.5	7.8
NYC_Kl_2017_GCF_002855985.1	NYC	Kl	2.0	19.666666666666664	1.0	1754.352745889588	0.0	848.6916611166611	11.25	71.47727272727273	66.07596153846154	15.5	7.214285714285714	33.16666666666667	7.8
NYC_Kl_2017_GCF_002856015.1	NYC	Kl	2.5	17.25	1.0	1782.3144022481742	0.0	832.1615162615162	12.75	74.80894660894661	65.2650641025641	20.11111111111111	6.714285714285714	31.03333333333333	8.95
NYC_Kl_2017_GCF_002856025.1	NYC	Kl	2.333333333333333	18.25	1.0	1833.8423231264583	0.0	876.7225912975913	12.25	73.02164502164501	67.93173076923077	15.055555555555555	6.714285714285714	31.933333333333334	8.25
NYC_Kl_2017_GCF_002856075.1	NYC	Kl	2.0	19.583333333333336	1.0	1905.0561277091979	0.0	892.5063325563326	13.75	73.19386724386725	64.71538461538461	15.555555555555555	6.714285714285714	33.16666666666667	8.05
NYC_Kl_2017_GCF_002856155.1	NYC	Kl	2.5	16.166666666666664	1.0	1801.5754210539299	0.0	859.1972166722167	14.75	72.64393939393939	63.3948717948718	15.11111111111111	6.714285714285714	32.83333333333333	8.05
NYC_Kl_2017_GCF_002856185.1	NYC	Kl	2.5	19.583333333333336	1.0	1716.335994999153	0.0	839.5253246753247	12.25	71.36345598845598	63.284615384615385	15.055555555555555	6.714285714285714	29.733333333333334	7.6
NYC_Kl_2017_GCF_002856315.1	NYC	Kl	2.0	18.75	1.0	1778.4595316314615	0.0	852.1191391941392	13.75	72.8494227994228	54.7	13.61111111111111	6.714285714285714	29.73333333333333	7.8
NYC_Kl_2017_GCF_002856325.1	NYC	Kl	2.0	19.333333333333332	1.0	1702.0608976914898	0.0	853.6892857142857	13.5	73.29664502164502	62.87619047619047	15.61111111111111	6.714285714285714	34.266666666666666	8.75
NYC_Kl_2017_GCF_002856385.1	NYC	Kl	2.0	17.5	1.0	1639.7276002749686	0.0	813.998778998779	13.25	71.02204184704185	62.45288461538462	19.11111111111111	6.166666666666667	29.5	5.75
NYC_Kl_2017_GCF_002856395.1	NYC	Kl	2.0	20.0	1.0	1747.9243258852907	0.0	855.445165945166	12.75	70.7128787878788	62.25	14.0	4.714285714285714	31.833333333333332	8.333333333333334
NYC_Kl_2017_GCF_002856415.1	NYC	Kl	2.5	18.416666666666664	1.0	1729.145802686592	1.3333333333333333	827.3535298035298	10.75	72.25858585858586	65.48814102564103	14.11111111111111	5.0	33.7	8.45
NYC_Kl_2017_GCF_002856455.1	NYC	Kl	2.0	19.333333333333336	1.0	1894.9201929649298	0.0	890.0257881007881	13.5	79.23275613275614	64.71538461538461	15.055555555555555	6.714285714285714	32.16666666666667	8.05
NYC_Kl_2017_GCF_002856535.1	NYC	Kl	2.0	17.666666666666664	1.0	1716.9156920564815	0.0	762.6575951825952	12.75	69.66533189033188	50.261538461538464	12.222222222222221	7.071428571428571	32.5	7.75
NYC_Kl_2017_GCF_002856565.1	NYC	Kl	2.0	17.666666666666664	1.0	1746.0174347095399	0.0	795.5198357198357	14.75	74.36295093795094	58.57596153846154	13.722222222222221	6.714285714285714	32.5	7.8
NYC_Kl_2017_GCF_002856575.1	NYC	Kl	2.0	18.5	1.0	1804.7535164153585	0.0	876.3015456765456	14.75	74.64310966810967	66.77788461538461	15.555555555555555	5.714285714285714	31.5	8.05
NYC_Kl_2017_GCF_002856615.1	NYC	Kl	2.333333333333333	18.333333333333336	1.0	1835.916308366747	0.0	885.0309246309246	6.5	73.02164502164501	65.93173076923077	15.055555555555555	6.714285714285714	32.6	8.25
NYC_Kl_2017_GCF_002856635.1	NYC	Kl	2.0	18.583333333333336	1.0	1923.7800013664048	0.0	875.0523643023643	14.0	72.81767676767677	63.215384615384615	15.055555555555555	6.714285714285714	32.5	7.85
NYC_Kl_2017_GCF_002856675.1	NYC	Kl	2.0	18.416666666666664	1.0	1819.9152546770968	0.0	918.9321151071151	14.0	74.12518037518038	77.3923076923077	16.38888888888889	6.714285714285714	33.6	8.25
NYC_Kl_2017_GCF_002856885.1	NYC	Kl	2.833333333333333	16.916666666666664	1.0	1734.0863418420436	0.0	796.4802503052503	11.5	71.79621212121212	59.70929487179487	12.61111111111111	5.714285714285714	31.166666666666664	8.0
NYC_Kl_2017_GCF_002856905.1	NYC	Kl	2.5	18.416666666666664	1.0	1781.1335153150942	0.0	875.2654706404707	12.5	72.98989898989899	62.97179487179487	14.61111111111111	6.714285714285714	33.16666666666667	8.05
NYC_Kl_2017_GCF_002856915.1	NYC	Kl	2.0	18.083333333333336	1.0	1783.3156623428554	0.0	841.2801781551782	11.75	74.68639971139972	60.854807692307695	14.61111111111111	6.714285714285714	33.36666666666667	9.0
NYC_Kl_2017_GCF_002856945.1	NYC	Kl	2.5	19.083333333333336	1.0	1883.3526185640221	0.0	865.1800560550561	14.5	74.34310966810966	63.53429487179487	14.61111111111111	6.714285714285714	33.93333333333333	8.5
NYC_Kl_2017_GCF_002856995.1	NYC	Kl	2.0	17.416666666666664	1.0	1821.8545547856952	0.0	855.6286158286158	12.5	70.71093073593073	63.99903846153846	15.61111111111111	5.714285714285714	31.066666666666666	7.6
NYC_Kl_2017_GCF_002857005.1	NYC	Kl	2.0	19.25	1.0	1791.2418835225853	0.0	864.0067404817405	6.0	72.09512987012987	62.57596153846154	21.555555555555557	5.714285714285714	33.16666666666667	7.55
NYC_Kl_2017_GCF_002857035.1	NYC	Kl	2.0	19.333333333333336	1.0	1901.9034619214444	0.0	938.3023143523144	13.0	76.8689393939394	74.57596153846154	22.666666666666664	5.714285714285714	33.5	8.05
NYC_Kl_2017_GCF_002857065.1	NYC	Kl	2.0	19.166666666666664	1.0	1847.1950924319344	0.0	899.7940420690421	8.0	75.6494227994228	68.57596153846154	15.944444444444445	6.666666666666666	33.16666666666667	6.0
NYC_Kl_2017_GCF_002857085.1	NYC	Kl	2.5	19.083333333333336	1.0	1877.7264280878317	0.0	859.3740925740925	12.0	73.05422077922078	63.53429487179487	14.61111111111111	6.714285714285714	33.266666666666666	8.5
NYC_Kl_2017_GCF_002857115.1	NYC	Kl	3.0	17.416666666666664	1.0	1801.9917633860616	1.3333333333333333	822.8888888888889	12.5	75.27449494949495	62.00705128205128	12.166666666666668	6.714285714285714	32.03333333333333	9.15
NYC_Kl_2017_GCF_002857125.1	NYC	Kl	2.833333333333333	20.0	1.0	1852.393020121529	0.0	916.0924547674548	13.25	77.7244227994228	72.2025641025641	15.944444444444445	5.714285714285714	31.933333333333334	8.5
NYC_Kl_2017_GCF_002857135.1	NYC	Kl	2.0	18.666666666666664	1.0	1786.9120760655849	0.0	811.6871184371184	13.0	68.55573593073593	66.23846153846154	14.61111111111111	6.714285714285714	32.5	8.05
NYC_Kl_2017_GCF_002857205.1	NYC	Kl	2.333333333333333	18.583333333333336	1.0	1887.0520814468182	0.0	881.2820651570652	13.75	72.9034632034632	63.840384615384615	15.055555555555555	6.714285714285714	32.16666666666667	8.05
NYC_Kl_2017_GCF_002857235.1	NYC	Kl	2.0	16.75	1.0	1698.6936212544765	0.0	765.7404401154402	12.75	71.33560606060605	54.238461538461536	13.222222222222221	5.571428571428571	30.833333333333332	7.6
NYC_Kl_2017_GCF_002857315.1	NYC	Kl	2.333333333333333	18.916666666666664	0.0	1775.9488478545495	0.0	861.8674547674548	12.25	69.31608946608947	67.76666666666667	15.055555555555555	5.714285714285714	28.833333333333332	8.05
SAN_Kl_2016_GCF_019928325.1	SAN	Kl	2.0	18.416666666666664	1.0	1870.3961265829687	0.0	827.7523643023643	15.75	70.25699855699855	56.35961538461538	14.61111111111111	6.833333333333333	32.5	6.25
SAN_Kl_2017_GCF_019927925.1	SAN	Kl	2.0	18.583333333333336	1.0	1882.5744359279447	0.0	874.1043123543124	13.75	77.68874458874458	62.715384615384615	15.055555555555555	6.714285714285714	33.266666666666666	8.05
SAN_Kl_2018_GCF_019927725.1	SAN	Kl	2.0	18.75	1.0	1893.997399692575	0.0	890.3670107670108	16.5	73.43755411255411	64.63846153846154	15.5	6.714285714285714	32.83333333333333	8.05
SAN_Kl_2018_GCF_019927885.1	SAN	Kl	2.0	18.416666666666664	1.0	1953.8016525547228	1.3333333333333333	840.9674797424798	16.25	78.4018759018759	64.31538461538462	14.166666666666668	6.714285714285714	33.6	8.05
