,1,2,3,4,5,6,City
CAMDA23_MetaSUB_gCSD16_BER_5,28546.0,40212.0,19970.0,13575.0,10758.0,15908.0,BER
CAMDA23_MetaSUB_gCSD16_BER_6,9938.0,17183.0,9116.0,5806.0,3939.0,6536.0,BER
CAMDA23_MetaSUB_gCSD16_BER_7,24243.0,36746.0,21889.0,13359.0,8900.0,14714.0,BER
CAMDA23_MetaSUB_gCSD16_BER_8,88499.0,117737.0,71154.0,41669.0,28111.0,42119.0,BER
CAMDA23_MetaSUB_gCSD16_BER_9,218776.0,372301.0,188488.0,121269.0,97079.0,138786.0,BER
CAMDA23_MetaSUB_gCSD16_BOG_1,329721.0,526704.0,288334.0,185621.0,127919.0,203434.0,BOG
CAMDA23_MetaSUB_gCSD16_BOG_10,308300.0,549205.0,289860.0,187306.0,138056.0,198935.0,BOG
CAMDA23_MetaSUB_gCSD16_BOG_11,189120.0,306724.0,168741.0,106373.0,74169.0,117538.0,BOG
CAMDA23_MetaSUB_gCSD16_BOG_12,201072.0,326955.0,182291.0,113566.0,79055.0,121206.0,BOG
CAMDA23_MetaSUB_gCSD16_BOG_13,242074.0,401930.0,218189.0,136863.0,97352.0,150633.0,BOG
CAMDA23_MetaSUB_gCSD16_BOG_14,351580.0,563039.0,307989.0,201680.0,131630.0,221758.0,BOG
CAMDA23_MetaSUB_gCSD16_BOG_15,242915.0,391654.0,212097.0,137129.0,93119.0,147631.0,BOG
CAMDA23_MetaSUB_gCSD16_BOG_16,261704.0,436595.0,237462.0,151236.0,106892.0,166789.0,BOG
CAMDA23_MetaSUB_gCSD16_BOG_2,345710.0,580662.0,315130.0,193433.0,138035.0,207164.0,BOG
CAMDA23_MetaSUB_gCSD16_BOG_3,316524.0,503309.0,279970.0,180619.0,121850.0,197226.0,BOG
CAMDA23_MetaSUB_gCSD16_BOG_4,187081.0,337258.0,174191.0,105539.0,85390.0,123362.0,BOG
CAMDA23_MetaSUB_gCSD16_BOG_5,348055.0,560633.0,309343.0,194047.0,135672.0,214107.0,BOG
CAMDA23_MetaSUB_gCSD16_BOG_6,287218.0,502347.0,242062.0,170952.0,126911.0,192168.0,BOG
CAMDA23_MetaSUB_gCSD16_BOG_8,202363.0,361094.0,183992.0,114648.0,97396.0,130415.0,BOG
CAMDA23_MetaSUB_gCSD16_BOG_9,288944.0,550192.0,314212.0,167835.0,128825.0,169624.0,BOG
CAMDA23_MetaSUB_gCSD16_DEN_1,4743.0,7126.0,3460.0,2155.0,1718.0,2653.0,DEN
CAMDA23_MetaSUB_gCSD16_DEN_10,5671.0,3112.0,2972.0,1580.0,501.0,859.0,DEN
CAMDA23_MetaSUB_gCSD16_DEN_11,4712.0,2937.0,2356.0,1280.0,465.0,830.0,DEN
CAMDA23_MetaSUB_gCSD16_DEN_12,37280.0,11428.0,15393.0,7952.0,571.0,1565.0,DEN
CAMDA23_MetaSUB_gCSD16_DEN_13,11601.0,6133.0,5657.0,3223.0,828.0,1556.0,DEN
CAMDA23_MetaSUB_gCSD16_DEN_14,7419.0,7778.0,4659.0,2855.0,1693.0,2599.0,DEN
CAMDA23_MetaSUB_gCSD16_DEN_15,13041.0,20808.0,9626.0,6668.0,6000.0,8013.0,DEN
CAMDA23_MetaSUB_gCSD16_DEN_16,3622.0,6191.0,2852.0,2011.0,1532.0,2192.0,DEN
CAMDA23_MetaSUB_gCSD16_DEN_17,12687.0,9874.0,6738.0,3957.0,1955.0,3325.0,DEN
CAMDA23_MetaSUB_gCSD16_DEN_18,16356.0,4939.0,6618.0,3480.0,355.0,892.0,DEN
CAMDA23_MetaSUB_gCSD16_DEN_19,19558.0,6585.0,8055.0,4311.0,524.0,1098.0,DEN
CAMDA23_MetaSUB_gCSD16_DEN_2,2763.0,3512.0,2019.0,1187.0,764.0,1086.0,DEN
CAMDA23_MetaSUB_gCSD16_DEN_20,1770.0,2533.0,1452.0,874.0,561.0,780.0,DEN
CAMDA23_MetaSUB_gCSD16_DEN_21,8565.0,13354.0,6418.0,4083.0,3584.0,4978.0,DEN
CAMDA23_MetaSUB_gCSD16_DEN_22,31613.0,10316.0,13201.0,7085.0,717.0,1700.0,DEN
CAMDA23_MetaSUB_gCSD16_DEN_3,5216.0,2282.0,2202.0,1166.0,259.0,490.0,DEN
CAMDA23_MetaSUB_gCSD16_DEN_4,20781.0,7615.0,9083.0,4598.0,590.0,1512.0,DEN
CAMDA23_MetaSUB_gCSD16_DEN_5,3782.0,5588.0,3129.0,1726.0,1450.0,1922.0,DEN
CAMDA23_MetaSUB_gCSD16_DEN_6,13727.0,5860.0,6127.0,3219.0,750.0,1348.0,DEN
CAMDA23_MetaSUB_gCSD16_DEN_7,17635.0,28302.0,12569.0,9124.0,6263.0,10535.0,DEN
CAMDA23_MetaSUB_gCSD16_DEN_8,1664.0,2682.0,1363.0,816.0,663.0,838.0,DEN
CAMDA23_MetaSUB_gCSD16_DEN_9,3373.0,2321.0,1716.0,1043.0,415.0,621.0,DEN
CAMDA23_MetaSUB_gCSD16_DOH_1,10481.0,16789.0,9061.0,5947.0,4125.0,6498.0,DOH
CAMDA23_MetaSUB_gCSD16_DOH_10,5007.0,8719.0,4147.0,2770.0,2309.0,3348.0,DOH
CAMDA23_MetaSUB_gCSD16_DOH_11,6074.0,10302.0,5486.0,3253.0,2437.0,3609.0,DOH
CAMDA23_MetaSUB_gCSD16_DOH_12,32377.0,64496.0,36174.0,19263.0,15027.0,18090.0,DOH
CAMDA23_MetaSUB_gCSD16_DOH_14,18301.0,32112.0,17345.0,10402.0,7801.0,11153.0,DOH
CAMDA23_MetaSUB_gCSD16_DOH_15,11117.0,19590.0,9795.0,6165.0,5079.0,7218.0,DOH
CAMDA23_MetaSUB_gCSD16_DOH_2,23522.0,36140.0,19916.0,12858.0,8676.0,13762.0,DOH
CAMDA23_MetaSUB_gCSD16_DOH_3,9203.0,15080.0,8362.0,5239.0,3732.0,5506.0,DOH
CAMDA23_MetaSUB_gCSD16_DOH_4,8209.0,14850.0,7298.0,4694.0,3794.0,5478.0,DOH
CAMDA23_MetaSUB_gCSD16_DOH_5,9047.0,15844.0,8526.0,5226.0,3770.0,5331.0,DOH
CAMDA23_MetaSUB_gCSD16_DOH_6,7681.0,14079.0,6829.0,4590.0,3499.0,4823.0,DOH
CAMDA23_MetaSUB_gCSD16_DOH_8,8390.0,14229.0,7612.0,4795.0,3389.0,5309.0,DOH
CAMDA23_MetaSUB_gCSD16_DOH_9,7855.0,12639.0,7180.0,4199.0,2891.0,4692.0,DOH
CAMDA23_MetaSUB_gCSD16_ILR_1,1229683.0,2209098.0,1346990.0,692596.0,514871.0,562544.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_10,793539.0,1384943.0,751506.0,398323.0,334951.0,440966.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_11,416502.0,870094.0,526029.0,248677.0,205971.0,265626.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_12,1035106.0,1588206.0,785902.0,472447.0,366307.0,517496.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_13,427566.0,784180.0,528681.0,233948.0,194994.0,239202.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_14,426773.0,808265.0,410517.0,251718.0,187354.0,276075.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_15,1470866.0,2503150.0,1407047.0,728361.0,598157.0,718615.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_16,1341497.0,2416273.0,1431632.0,682692.0,560752.0,629908.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_2,663172.0,1416099.0,677140.0,398505.0,345247.0,440904.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_3,1541740.0,2487091.0,1357344.0,741591.0,581184.0,749965.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_4,942496.0,1637785.0,894348.0,514134.0,384571.0,526395.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_5,1122055.0,1737486.0,873268.0,548444.0,420452.0,560032.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_6,2219745.0,4360090.0,2794878.0,1188055.0,1003241.0,1035710.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_7,2201366.0,3801376.0,2292830.0,1168334.0,863095.0,1034916.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_9,1139987.0,1599993.0,827524.0,516323.0,371529.0,529256.0,ILR
CAMDA23_MetaSUB_gCSD16_LIS_1,90133.0,160550.0,100362.0,44761.0,38431.0,43087.0,LIS
CAMDA23_MetaSUB_gCSD16_LIS_11,160874.0,310630.0,196862.0,84170.0,72924.0,74077.0,LIS
CAMDA23_MetaSUB_gCSD16_LIS_12,90816.0,209724.0,129612.0,54334.0,44687.0,49829.0,LIS
CAMDA23_MetaSUB_gCSD16_LIS_13,206075.0,301871.0,154396.0,98605.0,73248.0,107363.0,LIS
CAMDA23_MetaSUB_gCSD16_LIS_14,106806.0,173328.0,92955.0,52159.0,40084.0,56209.0,LIS
CAMDA23_MetaSUB_gCSD16_LIS_15,98163.0,150670.0,78471.0,59069.0,31443.0,51181.0,LIS
CAMDA23_MetaSUB_gCSD16_LIS_16,97833.0,158386.0,84067.0,45282.0,36877.0,52388.0,LIS
CAMDA23_MetaSUB_gCSD16_LIS_2,91906.0,136708.0,68506.0,39243.0,31381.0,47144.0,LIS
CAMDA23_MetaSUB_gCSD16_LIS_3,68468.0,106582.0,56431.0,31962.0,25210.0,34233.0,LIS
CAMDA23_MetaSUB_gCSD16_LIS_4,77426.0,131275.0,78085.0,39436.0,31154.0,39092.0,LIS
CAMDA23_MetaSUB_gCSD16_LIS_5,58402.0,85287.0,34082.0,26112.0,22506.0,36122.0,LIS
CAMDA23_MetaSUB_gCSD16_LIS_6,48931.0,89164.0,41335.0,33711.0,20114.0,36693.0,LIS
CAMDA23_MetaSUB_gCSD16_LIS_8,37899.0,48526.0,27042.0,19318.0,9881.0,18590.0,LIS
CAMDA23_MetaSUB_gCSD16_LIS_9,50384.0,58944.0,35382.0,21890.0,14564.0,21549.0,LIS
CAMDA23_MetaSUB_gCSD16_NYC_1,75660.0,72060.0,49432.0,29945.0,20900.0,25281.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_10,151250.0,250737.0,135373.0,84992.0,62487.0,92724.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_11,737143.0,1407276.0,858158.0,400705.0,362448.0,373986.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_12,110992.0,175958.0,89130.0,61759.0,43901.0,66342.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_13,350234.0,589220.0,311800.0,177384.0,151241.0,195263.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_14,111520.0,149411.0,91398.0,55229.0,34378.0,56300.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_15,375557.0,515473.0,242354.0,172298.0,148953.0,193952.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_16,151195.0,230857.0,130000.0,80589.0,56300.0,86176.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_17,99224.0,148597.0,86333.0,53324.0,36130.0,54959.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_18,308943.0,419917.0,193822.0,136980.0,121616.0,171958.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_19,81470.0,124478.0,68791.0,42981.0,31191.0,45661.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_2,52429.0,46931.0,66624.0,18571.0,19056.0,14846.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_20,233322.0,328503.0,158005.0,107139.0,93102.0,133754.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_21,471001.0,649141.0,296871.0,207987.0,190612.0,265808.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_22,101367.0,154874.0,89319.0,53700.0,38172.0,56833.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_23,427984.0,602500.0,274059.0,191301.0,175408.0,245849.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_24,419408.0,655682.0,315997.0,198857.0,174336.0,236868.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_25,84083.0,121052.0,70682.0,43064.0,30134.0,44478.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_26,154032.0,242189.0,134869.0,80784.0,62650.0,87787.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_3,157269.0,107348.0,78966.0,46034.0,64135.0,30970.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_4,79507.0,104631.0,59798.0,36439.0,26618.0,38652.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_5,117597.0,191704.0,103426.0,64460.0,49072.0,70116.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_6,63720.0,83274.0,50564.0,30298.0,19495.0,29474.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_7,590928.0,1162907.0,692402.0,327686.0,293708.0,323691.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_8,145626.0,213223.0,117807.0,73630.0,53771.0,79395.0,NYC
CAMDA23_MetaSUB_gCSD16_NYC_9,145480.0,212400.0,118665.0,75182.0,52471.0,80443.0,NYC
CAMDA23_MetaSUB_gCSD16_SAC_1,41949.0,63668.0,38071.0,24159.0,15362.0,25104.0,SAC
CAMDA23_MetaSUB_gCSD16_SAC_10,27226.0,36481.0,22816.0,14310.0,8234.0,13993.0,SAC
CAMDA23_MetaSUB_gCSD16_SAC_11,24909.0,37781.0,22560.0,13671.0,8491.0,14744.0,SAC
CAMDA23_MetaSUB_gCSD16_SAC_12,22447.0,32784.0,19676.0,11822.0,7577.0,12669.0,SAC
CAMDA23_MetaSUB_gCSD16_SAC_13,40415.0,62257.0,36352.0,22933.0,14705.0,24508.0,SAC
CAMDA23_MetaSUB_gCSD16_SAC_14,26451.0,40196.0,23823.0,14167.0,9135.0,15353.0,SAC
CAMDA23_MetaSUB_gCSD16_SAC_15,20942.0,33277.0,19720.0,11472.0,7885.0,11481.0,SAC
CAMDA23_MetaSUB_gCSD16_SAC_16,24974.0,39325.0,23493.0,14536.0,9265.0,15702.0,SAC
CAMDA23_MetaSUB_gCSD16_SAC_2,16469.0,24714.0,14641.0,9048.0,5982.0,9156.0,SAC
CAMDA23_MetaSUB_gCSD16_SAC_3,55961.0,82548.0,47976.0,31926.0,19764.0,32484.0,SAC
CAMDA23_MetaSUB_gCSD16_SAC_4,29652.0,39272.0,25022.0,15954.0,8998.0,15581.0,SAC
CAMDA23_MetaSUB_gCSD16_SAC_5,51092.0,76631.0,46237.0,28323.0,17824.0,30212.0,SAC
CAMDA23_MetaSUB_gCSD16_SAC_6,35599.0,55807.0,33255.0,19800.0,12515.0,21947.0,SAC
CAMDA23_MetaSUB_gCSD16_SAC_7,17761.0,28040.0,16458.0,10036.0,6426.0,10418.0,SAC
CAMDA23_MetaSUB_gCSD16_SAC_8,33763.0,53087.0,30123.0,19075.0,12169.0,20814.0,SAC
CAMDA23_MetaSUB_gCSD16_SAC_9,33286.0,49030.0,28940.0,17587.0,11428.0,18656.0,SAC
CAMDA23_MetaSUB_gCSD16_TOK_1,97621.0,179457.0,88858.0,57355.0,42539.0,61417.0,TOK
CAMDA23_MetaSUB_gCSD16_TOK_10,22619.0,37335.0,20235.0,11928.0,9164.0,12403.0,TOK
CAMDA23_MetaSUB_gCSD16_TOK_11,163955.0,289260.0,160675.0,94149.0,69256.0,152226.0,TOK
CAMDA23_MetaSUB_gCSD16_TOK_12,68470.0,128879.0,69091.0,39257.0,32678.0,45485.0,TOK
CAMDA23_MetaSUB_gCSD16_TOK_13,79324.0,138518.0,67049.0,44127.0,36292.0,52687.0,TOK
CAMDA23_MetaSUB_gCSD16_TOK_14,152327.0,263791.0,141477.0,86663.0,64457.0,125636.0,TOK
CAMDA23_MetaSUB_gCSD16_TOK_15,160807.0,267787.0,149373.0,91049.0,63910.0,101485.0,TOK
CAMDA23_MetaSUB_gCSD16_TOK_16,75715.0,128522.0,62514.0,42160.0,33639.0,50169.0,TOK
CAMDA23_MetaSUB_gCSD16_TOK_17,89969.0,159476.0,77327.0,50294.0,38482.0,56786.0,TOK
CAMDA23_MetaSUB_gCSD16_TOK_18,147397.0,243317.0,132602.0,83869.0,58422.0,94544.0,TOK
CAMDA23_MetaSUB_gCSD16_TOK_19,55177.0,93781.0,46628.0,30398.0,24065.0,34385.0,TOK
CAMDA23_MetaSUB_gCSD16_TOK_2,58461.0,98175.0,51829.0,33419.0,24311.0,36891.0,TOK
CAMDA23_MetaSUB_gCSD16_TOK_20,156416.0,281084.0,138595.0,91396.0,69168.0,101880.0,TOK
CAMDA23_MetaSUB_gCSD16_TOK_21,188864.0,319419.0,179477.0,106127.0,79040.0,123106.0,TOK
CAMDA23_MetaSUB_gCSD16_TOK_22,53603.0,103578.0,56997.0,30711.0,25926.0,30510.0,TOK
CAMDA23_MetaSUB_gCSD16_TOK_23,29812.0,48072.0,26618.0,16880.0,11843.0,17832.0,TOK
CAMDA23_MetaSUB_gCSD16_TOK_24,180432.0,291858.0,158932.0,109528.0,72268.0,116550.0,TOK
CAMDA23_MetaSUB_gCSD16_TOK_3,142835.0,222817.0,122638.0,83845.0,53916.0,88399.0,TOK
CAMDA23_MetaSUB_gCSD16_TOK_4,31957.0,50383.0,28154.0,17551.0,12615.0,19247.0,TOK
CAMDA23_MetaSUB_gCSD16_TOK_5,32829.0,54803.0,31641.0,17445.0,13074.0,16427.0,TOK
CAMDA23_MetaSUB_gCSD16_TOK_6,77562.0,133260.0,67137.0,44169.0,35871.0,50555.0,TOK
CAMDA23_MetaSUB_gCSD16_TOK_7,130006.0,216456.0,119889.0,70843.0,53441.0,75388.0,TOK
CAMDA23_MetaSUB_gCSD16_TOK_8,220532.0,378732.0,204538.0,124577.0,90580.0,130253.0,TOK
CAMDA23_MetaSUB_gCSD16_TOK_9,102203.0,182134.0,100016.0,57434.0,46630.0,67289.0,TOK
CAMDA23_MetaSUB_gCSD17_BAL_1,21462.0,37350.0,19102.0,12931.0,9696.0,14062.0,BAL
CAMDA23_MetaSUB_gCSD17_BAL_10,14847.0,24370.0,13060.0,8819.0,6087.0,9366.0,BAL
CAMDA23_MetaSUB_gCSD17_BAL_11,10680.0,16485.0,8948.0,6153.0,4013.0,6330.0,BAL
CAMDA23_MetaSUB_gCSD17_BAL_12,27630.0,44867.0,23477.0,15902.0,11126.0,17446.0,BAL
CAMDA23_MetaSUB_gCSD17_BAL_14,15609.0,24047.0,12758.0,8826.0,5570.0,9205.0,BAL
CAMDA23_MetaSUB_gCSD17_BAL_2,22068.0,37637.0,19717.0,13063.0,9524.0,14156.0,BAL
CAMDA23_MetaSUB_gCSD17_BAL_3,34850.0,54188.0,29238.0,18982.0,12888.0,19959.0,BAL
CAMDA23_MetaSUB_gCSD17_BAL_4,4414.0,7051.0,3687.0,2617.0,1651.0,2708.0,BAL
CAMDA23_MetaSUB_gCSD17_BAL_5,14965.0,20417.0,11872.0,7754.0,4442.0,7915.0,BAL
CAMDA23_MetaSUB_gCSD17_BAL_6,13848.0,19984.0,11845.0,7927.0,4626.0,7938.0,BAL
CAMDA23_MetaSUB_gCSD17_BAL_7,25237.0,40091.0,20976.0,14993.0,9486.0,15331.0,BAL
CAMDA23_MetaSUB_gCSD17_BAL_8,36925.0,56573.0,29714.0,21063.0,13838.0,22397.0,BAL
CAMDA23_MetaSUB_gCSD17_BAL_9,23847.0,35646.0,19302.0,13468.0,8248.0,13997.0,BAL
CAMDA23_MetaSUB_gCSD17_DEN_1,13805.0,19974.0,11462.0,7411.0,4804.0,7816.0,DEN
CAMDA23_MetaSUB_gCSD17_DEN_10,19567.0,23863.0,14545.0,9333.0,5158.0,9339.0,DEN
CAMDA23_MetaSUB_gCSD17_DEN_11,15948.0,27171.0,13971.0,10054.0,6976.0,10626.0,DEN
CAMDA23_MetaSUB_gCSD17_DEN_12,11316.0,12327.0,7964.0,5133.0,2733.0,4779.0,DEN
CAMDA23_MetaSUB_gCSD17_DEN_13,4226.0,6713.0,3757.0,2452.0,1584.0,2531.0,DEN
CAMDA23_MetaSUB_gCSD17_DEN_15,30011.0,46270.0,22673.0,16513.0,13000.0,18520.0,DEN
CAMDA23_MetaSUB_gCSD17_DEN_16,22882.0,35040.0,19386.0,13047.0,7788.0,12914.0,DEN
CAMDA23_MetaSUB_gCSD17_DEN_17,14398.0,21111.0,12089.0,7999.0,5231.0,8622.0,DEN
CAMDA23_MetaSUB_gCSD17_DEN_18,13459.0,14441.0,9143.0,5842.0,3310.0,5609.0,DEN
CAMDA23_MetaSUB_gCSD17_DEN_19,14388.0,23643.0,12212.0,8647.0,6224.0,9618.0,DEN
CAMDA23_MetaSUB_gCSD17_DEN_2,11765.0,12918.0,8176.0,5322.0,3085.0,4982.0,DEN
CAMDA23_MetaSUB_gCSD17_DEN_20,5069.0,4879.0,3361.0,2090.0,1093.0,1628.0,DEN
CAMDA23_MetaSUB_gCSD17_DEN_21,12993.0,17180.0,10265.0,6601.0,4217.0,6791.0,DEN
CAMDA23_MetaSUB_gCSD17_DEN_22,9707.0,15700.0,9604.0,5603.0,3726.0,5485.0,DEN
CAMDA23_MetaSUB_gCSD17_DEN_23,18548.0,27663.0,15900.0,10438.0,6840.0,10692.0,DEN
CAMDA23_MetaSUB_gCSD17_DEN_3,12033.0,20026.0,9782.0,7356.0,5180.0,7964.0,DEN
CAMDA23_MetaSUB_gCSD17_DEN_4,2950.0,2654.0,1824.0,1138.0,566.0,970.0,DEN
CAMDA23_MetaSUB_gCSD17_DEN_5,11297.0,15143.0,8729.0,5988.0,3842.0,6065.0,DEN
CAMDA23_MetaSUB_gCSD17_DEN_6,8204.0,13242.0,8036.0,4706.0,3115.0,4503.0,DEN
CAMDA23_MetaSUB_gCSD17_DEN_7,16075.0,24320.0,13295.0,9133.0,5847.0,9087.0,DEN
CAMDA23_MetaSUB_gCSD17_DEN_8,24862.0,34735.0,17267.0,12571.0,9820.0,14535.0,DEN
CAMDA23_MetaSUB_gCSD17_DEN_9,18209.0,26925.0,14008.0,9657.0,6934.0,10922.0,DEN
CAMDA23_MetaSUB_gCSD17_DOH_1,28336.0,44986.0,22491.0,16564.0,11196.0,17528.0,DOH
CAMDA23_MetaSUB_gCSD17_DOH_10,23492.0,35848.0,17552.0,13256.0,9466.0,14417.0,DOH
CAMDA23_MetaSUB_gCSD17_DOH_11,51793.0,80238.0,42057.0,29241.0,19105.0,33079.0,DOH
CAMDA23_MetaSUB_gCSD17_DOH_12,31994.0,52500.0,26557.0,19549.0,13458.0,21070.0,DOH
CAMDA23_MetaSUB_gCSD17_DOH_13,12391.0,18787.0,9612.0,5872.0,4579.0,6766.0,DOH
CAMDA23_MetaSUB_gCSD17_DOH_14,25985.0,34728.0,20112.0,13398.0,7772.0,13620.0,DOH
CAMDA23_MetaSUB_gCSD17_DOH_2,43459.0,71974.0,35381.0,24984.0,17593.0,28145.0,DOH
CAMDA23_MetaSUB_gCSD17_DOH_3,30870.0,50546.0,23959.0,17395.0,13731.0,19869.0,DOH
CAMDA23_MetaSUB_gCSD17_DOH_4,27385.0,45707.0,22505.0,16371.0,11634.0,18005.0,DOH
CAMDA23_MetaSUB_gCSD17_DOH_5,34655.0,57971.0,25778.0,19421.0,17813.0,24262.0,DOH
CAMDA23_MetaSUB_gCSD17_DOH_6,26019.0,40840.0,22762.0,15092.0,9299.0,16058.0,DOH
CAMDA23_MetaSUB_gCSD17_DOH_7,44423.0,79247.0,42307.0,25746.0,19271.0,27304.0,DOH
CAMDA23_MetaSUB_gCSD17_DOH_8,25501.0,43715.0,24372.0,15532.0,10769.0,17956.0,DOH
CAMDA23_MetaSUB_gCSD17_DOH_9,40608.0,68005.0,34051.0,24402.0,16930.0,26545.0,DOH
CAMDA23_MetaSUB_gCSD17_ILR_1,67260.0,110618.0,53158.0,39160.0,28705.0,43849.0,ILR
CAMDA23_MetaSUB_gCSD17_ILR_10,30867.0,50722.0,25509.0,17574.0,12878.0,20109.0,ILR
CAMDA23_MetaSUB_gCSD17_ILR_11,33147.0,53543.0,24368.0,18678.0,16264.0,22690.0,ILR
CAMDA23_MetaSUB_gCSD17_ILR_12,150986.0,256933.0,130161.0,80351.0,61340.0,93638.0,ILR
CAMDA23_MetaSUB_gCSD17_ILR_13,39679.0,64245.0,34391.0,22808.0,14548.0,25134.0,ILR
CAMDA23_MetaSUB_gCSD17_ILR_14,64317.0,106391.0,54064.0,36936.0,26596.0,41222.0,ILR
CAMDA23_MetaSUB_gCSD17_ILR_15,87184.0,140683.0,76114.0,49518.0,32477.0,55725.0,ILR
CAMDA23_MetaSUB_gCSD17_ILR_16,79189.0,122212.0,63293.0,42980.0,24973.0,47488.0,ILR
CAMDA23_MetaSUB_gCSD17_ILR_17,47807.0,75276.0,40947.0,27185.0,16967.0,30167.0,ILR
CAMDA23_MetaSUB_gCSD17_ILR_18,28096.0,42135.0,23234.0,15290.0,9607.0,16779.0,ILR
