,1.1.1,1.1.2,1.1.3,1.1.5,1.1.98,1.1.99,1.10.3,1.11.1,1.11.2,1.12.1,1.12.2,1.12.7,1.12.98,1.12.99,1.13.11,1.13.12,1.14.11,1.14.12,1.14.13,1.14.14,1.14.15,1.14.16,1.14.18,1.14.19,1.14.21,1.14.99,1.15.1,1.16.1,1.16.3,1.17.1,1.17.2,1.17.4,1.17.7,1.17.99,1.18.1,1.18.6,1.2.1,1.2.2,1.2.3,1.2.4,1.2.5,1.2.7,1.2.99,1.20.4,1.21.98,1.21.99,1.3.1,1.3.3,1.3.5,1.3.7,1.3.8,1.3.98,1.3.99,1.4.1,1.4.3,1.4.7,1.4.99,1.5.1,1.6.1,1.6.3,1.6.5,1.6.99,1.7.1,1.7.2,1.7.99,1.8.1,1.8.2,1.8.4,1.8.5,1.8.7,1.8.98,1.8.99,1.9.3,1.97.1,2.1.1,2.1.2,2.1.3,2.10.1,2.2.1,2.3.1,2.3.2,2.3.3,2.4.1,2.4.2,2.4.99,2.5.1,2.6.1,2.6.99,2.7.1,2.7.10,2.7.11,2.7.13,2.7.14,2.7.2,2.7.3,2.7.4,2.7.6,2.7.7,2.7.8,2.7.9,2.8.1,2.8.3,2.8.4,2.9.1,3.1.1,3.1.11,3.1.13,3.1.2,3.1.21,3.1.22,3.1.26,3.1.3,3.1.31,3.1.4,3.1.5,3.1.6,3.2.1,3.2.2,3.3.1,3.3.2,3.4.11,3.4.13,3.4.14,3.4.15,3.4.16,3.4.17,3.4.19,3.4.21,3.4.22,3.4.23,3.4.24,3.4.25,3.5.1,3.5.2,3.5.3,3.5.4,3.5.5,3.5.99,3.6.1,3.6.3,3.6.4,3.6.5,3.7.1,3.8.1,3.9.1,4.1.1,4.1.2,4.1.3,4.1.99,4.2.1,4.2.2,4.2.3,4.2.99,4.3.1,4.3.2,4.3.3,4.3.99,4.4.1,4.6.1,4.7.1,4.99.1,5.1.1,5.1.3,5.2.1,5.3.1,5.3.2,5.3.3,5.3.99,5.4.1,5.4.2,5.4.3,5.4.4,5.4.99,5.5.1,5.99.1,6.1.1,6.2.1,6.3.1,6.3.2,6.3.3,6.3.4,6.3.5,6.4.1,6.5.1,6.6.1,City
CAMDA23_MetaSUB_gCSD16_DOH_3,1953.0,41.0,17.0,110.0,23.0,2.0,200.0,630.0,9.0,0.0,1.0,2.0,3.0,5.0,170.0,23.0,17.0,42.0,200.0,7.0,14.0,11.0,0.0,26.0,5.0,46.0,47.0,4.0,31.0,140.0,23.0,264.0,106.0,11.0,100.0,30.0,1034.0,4.0,2.0,408.0,25.0,9.0,13.0,0.0,5.0,0.0,383.0,56.0,180.0,12.0,27.0,2.0,66.0,586.0,96.0,224.0,59.0,66.0,221.0,1.0,164.0,42.0,28.0,80.0,281.0,458.0,12.0,129.0,26.0,55.0,0.0,0.0,36.0,100.0,1208.0,496.0,187.0,7.0,759.0,1593.0,32.0,341.0,599.0,649.0,160.0,1426.0,850.0,53.0,799.0,18.0,140.0,524.0,6.0,516.0,72.0,324.0,285.0,2916.0,229.0,175.0,416.0,12.0,240.0,48.0,242.0,132.0,77.0,82.0,35.0,7.0,210.0,457.0,0.0,99.0,11.0,9.0,507.0,194.0,246.0,4.0,292.0,33.0,1.0,30.0,9.0,28.0,34.0,560.0,0.0,12.0,0.0,85.0,538.0,97.0,61.0,286.0,5.0,37.0,365.0,2095.0,1142.0,304.0,24.0,12.0,0.0,798.0,187.0,402.0,279.0,2473.0,15.0,328.0,121.0,86.0,267.0,94.0,5.0,60.0,75.0,21.0,28.0,212.0,345.0,98.0,586.0,8.0,31.0,3.0,10.0,480.0,96.0,40.0,523.0,10.0,1290.0,1477.0,787.0,125.0,532.0,18.0,488.0,1065.0,621.0,353.0,40.0,DOH
CAMDA23_MetaSUB_gCSD16_DOH_4,1580.0,16.0,1.0,73.0,60.0,4.0,198.0,465.0,1.0,0.0,0.0,1.0,0.0,8.0,60.0,13.0,17.0,21.0,103.0,5.0,8.0,3.0,0.0,27.0,0.0,45.0,68.0,2.0,20.0,187.0,29.0,345.0,90.0,22.0,67.0,16.0,888.0,3.0,7.0,392.0,68.0,13.0,3.0,12.0,0.0,0.0,345.0,63.0,139.0,1.0,49.0,16.0,54.0,605.0,61.0,207.0,70.0,85.0,207.0,0.0,115.0,36.0,45.0,40.0,248.0,586.0,2.0,94.0,72.0,32.0,0.0,0.0,13.0,83.0,1001.0,386.0,229.0,19.0,613.0,1477.0,146.0,268.0,625.0,678.0,146.0,1371.0,831.0,25.0,1036.0,17.0,202.0,570.0,36.0,524.0,131.0,418.0,260.0,2925.0,192.0,112.0,396.0,7.0,191.0,18.0,157.0,104.0,73.0,50.0,33.0,16.0,178.0,394.0,2.0,79.0,13.0,8.0,454.0,187.0,161.0,5.0,291.0,33.0,5.0,24.0,14.0,7.0,33.0,456.0,2.0,4.0,1.0,54.0,489.0,114.0,45.0,245.0,4.0,25.0,239.0,1872.0,1136.0,269.0,19.0,0.0,3.0,712.0,223.0,352.0,343.0,1913.0,0.0,329.0,117.0,182.0,205.0,141.0,9.0,68.0,49.0,9.0,42.0,248.0,291.0,122.0,570.0,5.0,39.0,0.0,0.0,575.0,167.0,21.0,406.0,10.0,1340.0,1742.0,492.0,110.0,551.0,6.0,495.0,1064.0,593.0,359.0,66.0,DOH
CAMDA23_MetaSUB_gCSD16_DOH_5,1895.0,46.0,9.0,131.0,84.0,0.0,259.0,515.0,5.0,0.0,0.0,1.0,0.0,3.0,94.0,30.0,23.0,19.0,113.0,6.0,9.0,5.0,0.0,16.0,0.0,37.0,57.0,8.0,43.0,181.0,13.0,484.0,86.0,2.0,71.0,12.0,998.0,2.0,0.0,485.0,70.0,10.0,7.0,1.0,7.0,0.0,365.0,40.0,161.0,2.0,30.0,10.0,44.0,476.0,102.0,149.0,101.0,81.0,148.0,0.0,141.0,35.0,40.0,52.0,163.0,623.0,15.0,98.0,19.0,51.0,0.0,1.0,28.0,235.0,1243.0,480.0,171.0,32.0,709.0,1721.0,43.0,345.0,791.0,675.0,172.0,1546.0,1063.0,34.0,897.0,16.0,212.0,510.0,10.0,542.0,67.0,358.0,265.0,2952.0,208.0,160.0,408.0,9.0,179.0,26.0,226.0,191.0,125.0,80.0,35.0,20.0,218.0,584.0,0.0,90.0,20.0,15.0,492.0,241.0,213.0,6.0,352.0,54.0,10.0,31.0,28.0,23.0,23.0,575.0,2.0,11.0,5.0,63.0,562.0,139.0,50.0,261.0,3.0,17.0,352.0,1861.0,1231.0,285.0,29.0,3.0,0.0,926.0,234.0,496.0,325.0,2053.0,8.0,318.0,145.0,208.0,200.0,129.0,6.0,80.0,46.0,16.0,36.0,254.0,264.0,162.0,566.0,13.0,31.0,0.0,0.0,519.0,112.0,23.0,530.0,13.0,1283.0,1423.0,595.0,124.0,633.0,13.0,481.0,1033.0,585.0,433.0,11.0,DOH
CAMDA23_MetaSUB_gCSD16_DOH_6,1413.0,32.0,7.0,66.0,41.0,0.0,155.0,516.0,0.0,0.0,1.0,0.0,0.0,15.0,83.0,14.0,15.0,29.0,100.0,14.0,10.0,12.0,0.0,25.0,0.0,44.0,75.0,4.0,26.0,164.0,14.0,362.0,108.0,13.0,70.0,10.0,858.0,1.0,4.0,426.0,59.0,9.0,3.0,10.0,0.0,0.0,336.0,58.0,144.0,6.0,27.0,10.0,42.0,425.0,64.0,204.0,72.0,92.0,156.0,0.0,114.0,65.0,44.0,38.0,198.0,515.0,10.0,107.0,39.0,24.0,0.0,0.0,25.0,58.0,1012.0,396.0,159.0,7.0,616.0,1547.0,116.0,262.0,510.0,685.0,170.0,1361.0,779.0,22.0,802.0,6.0,219.0,441.0,20.0,502.0,67.0,341.0,280.0,2796.0,190.0,149.0,337.0,5.0,252.0,30.0,158.0,78.0,73.0,54.0,38.0,17.0,178.0,409.0,3.0,59.0,8.0,7.0,366.0,202.0,190.0,1.0,266.0,20.0,4.0,20.0,7.0,2.0,22.0,487.0,2.0,5.0,6.0,42.0,497.0,103.0,33.0,243.0,2.0,17.0,215.0,1703.0,1014.0,254.0,18.0,5.0,1.0,737.0,188.0,445.0,277.0,1905.0,6.0,296.0,105.0,142.0,191.0,127.0,3.0,67.0,49.0,13.0,39.0,200.0,324.0,132.0,486.0,10.0,44.0,0.0,1.0,541.0,93.0,14.0,430.0,4.0,1220.0,1396.0,639.0,99.0,488.0,8.0,394.0,941.0,506.0,315.0,37.0,DOH
CAMDA23_MetaSUB_gCSD16_DOH_8,1897.0,34.0,16.0,66.0,43.0,1.0,169.0,581.0,3.0,0.0,1.0,0.0,0.0,10.0,119.0,24.0,7.0,32.0,213.0,9.0,9.0,10.0,0.0,18.0,0.0,45.0,66.0,3.0,42.0,130.0,47.0,229.0,81.0,15.0,59.0,56.0,916.0,5.0,0.0,361.0,31.0,16.0,14.0,3.0,4.0,0.0,346.0,49.0,142.0,3.0,20.0,2.0,49.0,556.0,70.0,238.0,66.0,71.0,213.0,0.0,149.0,30.0,42.0,58.0,187.0,426.0,10.0,98.0,34.0,32.0,0.0,2.0,29.0,83.0,1142.0,363.0,174.0,10.0,665.0,1457.0,29.0,361.0,485.0,637.0,116.0,1386.0,859.0,33.0,759.0,13.0,144.0,408.0,11.0,472.0,63.0,345.0,289.0,2924.0,219.0,160.0,409.0,22.0,233.0,41.0,188.0,94.0,70.0,50.0,36.0,11.0,200.0,390.0,0.0,76.0,10.0,3.0,438.0,145.0,240.0,1.0,274.0,28.0,0.0,24.0,15.0,29.0,26.0,597.0,0.0,4.0,0.0,64.0,426.0,83.0,54.0,231.0,6.0,44.0,382.0,2031.0,1037.0,275.0,21.0,9.0,0.0,711.0,161.0,420.0,288.0,2157.0,16.0,310.0,107.0,91.0,232.0,136.0,6.0,55.0,39.0,36.0,30.0,234.0,351.0,110.0,469.0,13.0,36.0,0.0,3.0,424.0,113.0,27.0,377.0,8.0,1224.0,1495.0,714.0,112.0,493.0,25.0,443.0,967.0,710.0,326.0,24.0,DOH
CAMDA23_MetaSUB_gCSD16_DOH_9,1648.0,50.0,12.0,77.0,21.0,3.0,148.0,639.0,3.0,0.0,0.0,0.0,0.0,12.0,131.0,10.0,15.0,46.0,191.0,4.0,13.0,0.0,0.0,36.0,2.0,56.0,62.0,9.0,18.0,161.0,22.0,221.0,90.0,8.0,71.0,15.0,832.0,3.0,4.0,343.0,33.0,9.0,14.0,2.0,0.0,0.0,309.0,46.0,154.0,14.0,25.0,4.0,44.0,474.0,86.0,195.0,72.0,93.0,160.0,0.0,126.0,43.0,38.0,64.0,181.0,389.0,10.0,124.0,22.0,61.0,0.0,2.0,32.0,53.0,1082.0,376.0,160.0,10.0,615.0,1288.0,26.0,288.0,498.0,565.0,138.0,1199.0,836.0,30.0,758.0,16.0,161.0,424.0,4.0,376.0,49.0,293.0,248.0,2233.0,195.0,189.0,395.0,15.0,139.0,33.0,204.0,157.0,81.0,75.0,24.0,12.0,209.0,407.0,0.0,111.0,11.0,7.0,400.0,126.0,199.0,7.0,255.0,48.0,1.0,24.0,24.0,32.0,26.0,537.0,0.0,3.0,1.0,111.0,493.0,95.0,40.0,240.0,9.0,29.0,319.0,1627.0,1028.0,178.0,19.0,11.0,0.0,648.0,146.0,345.0,259.0,1939.0,15.0,245.0,96.0,110.0,220.0,60.0,0.0,33.0,46.0,7.0,30.0,173.0,269.0,138.0,405.0,17.0,23.0,0.0,4.0,349.0,92.0,29.0,401.0,5.0,986.0,1210.0,737.0,94.0,469.0,17.0,410.0,872.0,542.0,323.0,18.0,DOH
CAMDA23_MetaSUB_gCSD16_ILR_1,260044.0,2064.0,7971.0,39046.0,154.0,6.0,44519.0,60314.0,104.0,0.0,5.0,67.0,132.0,24243.0,31950.0,233.0,9083.0,11790.0,18056.0,58.0,32.0,2407.0,0.0,401.0,2.0,2683.0,11342.0,4616.0,7196.0,18556.0,3167.0,40931.0,8812.0,313.0,7140.0,1009.0,117403.0,26.0,74.0,16869.0,11680.0,329.0,66.0,11.0,23.0,0.0,80838.0,9942.0,36019.0,5.0,1015.0,2.0,10048.0,31242.0,17061.0,16001.0,14904.0,24404.0,15872.0,117.0,20826.0,3324.0,9588.0,11891.0,36617.0,71629.0,1217.0,28218.0,23191.0,8.0,0.0,64.0,689.0,24.0,269766.0,39843.0,23144.0,6978.0,87751.0,235284.0,1357.0,27854.0,66031.0,104892.0,3374.0,164661.0,149877.0,5421.0,191979.0,1516.0,8803.0,134338.0,220.0,50282.0,12904.0,55244.0,34576.0,335928.0,51835.0,26058.0,62542.0,15018.0,29524.0,12098.0,30543.0,66310.0,34351.0,17816.0,11207.0,3952.0,33973.0,128113.0,0.0,53323.0,9339.0,378.0,114320.0,35615.0,11713.0,1120.0,44819.0,25519.0,2943.0,13758.0,8468.0,9113.0,9603.0,82358.0,37.0,3737.0,44.0,6410.0,99130.0,18738.0,17726.0,35252.0,585.0,12428.0,65947.0,153969.0,155922.0,23546.0,4791.0,52.0,22.0,130159.0,48115.0,59415.0,44479.0,263767.0,2440.0,32237.0,15557.0,29186.0,27345.0,6107.0,25.0,23732.0,4909.0,4971.0,152.0,39384.0,62291.0,29945.0,87338.0,2666.0,4637.0,10.0,0.0,48924.0,8831.0,15091.0,83878.0,496.0,131380.0,163662.0,62367.0,19619.0,95020.0,8470.0,50336.0,93761.0,39001.0,30176.0,132.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_10,161222.0,17287.0,201.0,25196.0,16.0,524.0,16183.0,66845.0,213.0,0.0,3.0,1731.0,1.0,27.0,12747.0,763.0,115.0,5320.0,12096.0,126.0,217.0,1468.0,0.0,398.0,1.0,9377.0,9023.0,19.0,3196.0,14200.0,3792.0,8286.0,9788.0,1159.0,14812.0,1831.0,82248.0,96.0,477.0,14819.0,523.0,2274.0,45.0,0.0,6.0,0.0,35827.0,7233.0,16090.0,188.0,2575.0,8.0,5907.0,57244.0,10637.0,14005.0,13603.0,8827.0,12743.0,324.0,12604.0,6671.0,3939.0,15782.0,26847.0,26892.0,7283.0,7888.0,397.0,1.0,0.0,185.0,1130.0,38.0,122857.0,35338.0,21867.0,591.0,51514.0,146480.0,9683.0,51549.0,34315.0,66605.0,7761.0,129308.0,78963.0,4818.0,68513.0,6190.0,6712.0,46377.0,1311.0,68607.0,8850.0,34508.0,25406.0,246344.0,14590.0,21203.0,36486.0,2866.0,28693.0,6638.0,30197.0,18560.0,10220.0,8144.0,3672.0,1751.0,21446.0,27755.0,0.0,12973.0,3249.0,937.0,51973.0,14585.0,10108.0,76.0,35267.0,402.0,56.0,697.0,608.0,1701.0,1468.0,52012.0,63.0,789.0,45.0,4594.0,58476.0,4240.0,3616.0,39577.0,12.0,2183.0,27240.0,162147.0,112104.0,25269.0,3008.0,215.0,71.0,78724.0,7287.0,25647.0,28829.0,171020.0,392.0,22271.0,6830.0,15462.0,19877.0,5667.0,429.0,8849.0,6284.0,70.0,685.0,16291.0,33472.0,12332.0,42662.0,1095.0,2258.0,267.0,10.0,49783.0,22702.0,1193.0,34988.0,1296.0,116602.0,156551.0,41689.0,3852.0,47067.0,1358.0,29200.0,74475.0,57264.0,27533.0,1977.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_11,107499.0,506.0,18.0,1302.0,2.0,186.0,12652.0,39986.0,334.0,0.0,9.0,495.0,29.0,68.0,2927.0,399.0,104.0,2260.0,6324.0,3333.0,162.0,27.0,0.0,6.0,0.0,1910.0,5185.0,50.0,161.0,3682.0,59.0,8003.0,5049.0,7838.0,4631.0,2599.0,49174.0,148.0,72.0,6701.0,215.0,2638.0,11.0,122.0,844.0,0.0,25744.0,2909.0,2360.0,80.0,2942.0,0.0,1334.0,32674.0,1232.0,5412.0,492.0,6938.0,637.0,1127.0,757.0,5676.0,3724.0,591.0,6890.0,26011.0,292.0,8045.0,416.0,8.0,0.0,6.0,2463.0,22.0,48922.0,17267.0,12381.0,125.0,30181.0,93258.0,1871.0,9695.0,20186.0,54073.0,272.0,90358.0,38436.0,234.0,87770.0,2629.0,12990.0,57711.0,5031.0,34642.0,13943.0,19556.0,21189.0,139312.0,8072.0,1064.0,23098.0,677.0,24225.0,926.0,8756.0,1332.0,2488.0,702.0,6706.0,63.0,11722.0,20746.0,127.0,2489.0,259.0,205.0,106557.0,13242.0,251.0,131.0,16224.0,450.0,0.0,142.0,1607.0,6939.0,1726.0,31308.0,2.0,84.0,69.0,2547.0,19506.0,650.0,10179.0,5087.0,103.0,5042.0,19175.0,138173.0,72461.0,13239.0,4850.0,4.0,686.0,26585.0,10281.0,19852.0,21610.0,98272.0,1254.0,13217.0,1375.0,7013.0,17701.0,9117.0,2549.0,7177.0,4943.0,547.0,7184.0,10914.0,25020.0,2934.0,23369.0,2788.0,69.0,566.0,0.0,37993.0,13885.0,1316.0,19342.0,184.0,67591.0,110587.0,29310.0,3459.0,21132.0,140.0,14629.0,45841.0,28692.0,11827.0,9.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_12,211420.0,25653.0,11.0,38806.0,5.0,115.0,11516.0,79973.0,1105.0,0.0,0.0,318.0,0.0,3.0,18463.0,1005.0,210.0,6645.0,8167.0,87.0,249.0,2387.0,0.0,481.0,22.0,3249.0,11365.0,21.0,4435.0,21690.0,2063.0,8677.0,12088.0,605.0,23294.0,441.0,103128.0,121.0,632.0,18987.0,238.0,110.0,5.0,2.0,84.0,0.0,61554.0,10805.0,23252.0,1.0,1523.0,0.0,5649.0,79997.0,15502.0,18174.0,21654.0,7368.0,22944.0,95.0,18882.0,5679.0,4592.0,37504.0,40328.0,22052.0,10345.0,7132.0,97.0,3.0,0.0,0.0,2075.0,23.0,173259.0,38465.0,20765.0,785.0,63150.0,178787.0,16283.0,83126.0,29484.0,62901.0,12976.0,149026.0,95477.0,6827.0,57591.0,9996.0,2607.0,31175.0,197.0,76527.0,4646.0,40706.0,29429.0,261284.0,18303.0,31412.0,48928.0,660.0,35475.0,7959.0,35973.0,33035.0,14835.0,12418.0,4156.0,3068.0,28057.0,38448.0,1.0,15318.0,6677.0,548.0,13149.0,18858.0,13019.0,1981.0,36153.0,427.0,26.0,417.0,233.0,332.0,466.0,56612.0,149.0,1566.0,377.0,7035.0,84525.0,5565.0,1236.0,51259.0,76.0,384.0,24305.0,120422.0,128867.0,25520.0,307.0,91.0,11.0,106483.0,6176.0,34290.0,27077.0,199759.0,58.0,27687.0,8661.0,17178.0,25046.0,5540.0,50.0,7882.0,6412.0,81.0,67.0,21913.0,34853.0,20328.0,46524.0,161.0,2345.0,3.0,0.0,50847.0,9284.0,5400.0,34377.0,523.0,139749.0,160279.0,57363.0,4736.0,65420.0,2593.0,40473.0,90629.0,56433.0,38634.0,936.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_13,94397.0,1440.0,36.0,7419.0,15.0,641.0,12286.0,27824.0,3348.0,0.0,1.0,478.0,77.0,16.0,8788.0,94.0,31.0,1057.0,9389.0,803.0,97.0,224.0,0.0,11.0,1.0,2697.0,5465.0,6.0,935.0,7125.0,1632.0,3773.0,5215.0,1775.0,4180.0,3603.0,44372.0,19.0,160.0,5960.0,2341.0,579.0,5599.0,3.0,637.0,0.0,25019.0,2452.0,5852.0,268.0,1241.0,0.0,1844.0,31475.0,3211.0,10793.0,3276.0,8045.0,4756.0,1432.0,8298.0,4311.0,2136.0,7290.0,15419.0,19310.0,76.0,5269.0,355.0,15.0,0.0,0.0,835.0,39.0,57801.0,19362.0,16072.0,148.0,30820.0,76277.0,2601.0,19202.0,36107.0,39508.0,3734.0,74285.0,44050.0,812.0,61440.0,2519.0,4611.0,38224.0,1309.0,28562.0,5822.0,16342.0,18916.0,131196.0,14174.0,8112.0,16403.0,53.0,14367.0,1351.0,14969.0,5640.0,3885.0,2631.0,2752.0,456.0,11099.0,9888.0,16.0,3727.0,64.0,406.0,95640.0,13729.0,5658.0,20.0,15830.0,374.0,1.0,3185.0,335.0,2546.0,1706.0,35332.0,0.0,320.0,356.0,3308.0,25850.0,2618.0,4959.0,13007.0,27.0,1221.0,19091.0,150349.0,57539.0,14184.0,5652.0,179.0,132.0,27028.0,9124.0,14044.0,12491.0,121311.0,332.0,13437.0,3120.0,6876.0,12105.0,4175.0,857.0,2280.0,3228.0,2337.0,1203.0,13724.0,15824.0,4456.0,31538.0,4746.0,1091.0,273.0,0.0,26972.0,12416.0,346.0,18384.0,672.0,64552.0,90150.0,27792.0,3432.0,20978.0,614.0,16357.0,36474.0,32057.0,10891.0,457.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_14,102908.0,16.0,13.0,5361.0,12.0,290.0,13595.0,39723.0,684.0,0.0,4.0,29.0,7.0,15.0,4248.0,332.0,428.0,1761.0,8732.0,2459.0,158.0,131.0,0.0,3.0,0.0,3116.0,5366.0,7.0,926.0,5582.0,968.0,9034.0,6185.0,6558.0,3749.0,1095.0,57507.0,4.0,312.0,8142.0,1702.0,1536.0,0.0,88.0,121.0,0.0,23987.0,4174.0,4113.0,51.0,2273.0,0.0,2527.0,32794.0,3595.0,4923.0,3743.0,6567.0,1271.0,26.0,3424.0,6360.0,4714.0,33.0,2860.0,18401.0,36.0,5425.0,183.0,7.0,0.0,0.0,2358.0,21.0,60006.0,19064.0,12429.0,107.0,31242.0,84261.0,3092.0,15329.0,10279.0,48859.0,1501.0,82125.0,44708.0,1012.0,62649.0,2535.0,10726.0,46830.0,3293.0,28816.0,8120.0,20673.0,17700.0,127854.0,9222.0,6437.0,24385.0,454.0,23514.0,1043.0,12473.0,4640.0,3280.0,2094.0,5113.0,377.0,12432.0,18859.0,14.0,3029.0,10.0,5.0,32162.0,15968.0,2207.0,235.0,14863.0,269.0,0.0,2001.0,155.0,5603.0,2272.0,26180.0,0.0,205.0,135.0,2654.0,20328.0,1737.0,12859.0,8456.0,33.0,3521.0,13001.0,103248.0,61934.0,13736.0,3670.0,192.0,567.0,29613.0,7803.0,20491.0,24261.0,102074.0,667.0,13714.0,2384.0,6363.0,16453.0,7401.0,3701.0,5360.0,4367.0,7.0,7059.0,12116.0,22026.0,4881.0,14549.0,3364.0,110.0,252.0,0.0,28502.0,11329.0,1379.0,18590.0,409.0,69847.0,102643.0,34370.0,3476.0,29032.0,583.0,18171.0,47476.0,26691.0,13287.0,346.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_15,306474.0,23930.0,3696.0,55005.0,12.0,156.0,21659.0,96377.0,2371.0,0.0,4.0,584.0,1.0,81.0,24813.0,523.0,5152.0,8113.0,6926.0,302.0,157.0,2377.0,0.0,183.0,108.0,5763.0,14556.0,2378.0,7480.0,28026.0,1993.0,30958.0,16634.0,1279.0,25733.0,1527.0,137973.0,108.0,514.0,21475.0,6226.0,1415.0,24.0,4.0,492.0,0.0,90941.0,13658.0,38765.0,183.0,2071.0,1.0,10915.0,90412.0,28572.0,20883.0,23945.0,22944.0,26473.0,333.0,29533.0,7056.0,8613.0,36540.0,52192.0,56320.0,9572.0,20574.0,14490.0,173.0,0.0,139.0,1973.0,33.0,287164.0,52172.0,27610.0,4737.0,97972.0,267874.0,16026.0,85058.0,67963.0,100321.0,14081.0,219354.0,155706.0,8606.0,149983.0,10225.0,8154.0,92695.0,998.0,98571.0,12954.0,65052.0,44367.0,400511.0,43518.0,37573.0,75363.0,464.0,45513.0,12565.0,46211.0,71263.0,33637.0,18919.0,10368.0,4742.0,41548.0,97396.0,5.0,39598.0,11705.0,450.0,80939.0,37253.0,12406.0,2340.0,55150.0,10354.0,16.0,6033.0,5407.0,5971.0,5066.0,92357.0,0.0,3130.0,514.0,9347.0,119964.0,11539.0,9827.0,61972.0,9.0,5343.0,59414.0,210112.0,194061.0,31830.0,668.0,89.0,94.0,145343.0,27484.0,48114.0,46795.0,303829.0,425.0,40139.0,14375.0,28397.0,35019.0,9305.0,477.0,17075.0,8415.0,2521.0,648.0,41054.0,69660.0,36141.0,85045.0,851.0,4335.0,67.0,0.0,75470.0,16645.0,12678.0,66125.0,361.0,189725.0,223587.0,74869.0,11143.0,104971.0,6974.0,59354.0,119665.0,68948.0,48934.0,170.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_16,275194.0,15390.0,34.0,53694.0,5.0,3.0,23296.0,74617.0,828.0,0.0,1.0,163.0,1.0,34.0,25956.0,38.0,8692.0,4371.0,13787.0,111.0,3.0,1609.0,0.0,3.0,94.0,7813.0,13249.0,3744.0,8332.0,24020.0,1760.0,40199.0,13674.0,586.0,18527.0,531.0,131248.0,104.0,383.0,15173.0,9469.0,382.0,1.0,5.0,57.0,0.0,81628.0,11077.0,42768.0,10.0,792.0,0.0,12361.0,58727.0,32535.0,15343.0,19041.0,29557.0,21254.0,138.0,27400.0,3540.0,9580.0,24827.0,43199.0,65270.0,6356.0,25776.0,21728.0,5.0,0.0,84.0,1304.0,16.0,293455.0,43870.0,27009.0,7125.0,93455.0,282010.0,10463.0,58606.0,72749.0,104956.0,10493.0,194470.0,164681.0,7842.0,174896.0,6392.0,8066.0,105392.0,250.0,78545.0,13101.0,62841.0,39517.0,360426.0,49656.0,29514.0,68872.0,184.0,35857.0,11580.0,45420.0,79035.0,38911.0,19477.0,11628.0,4841.0,37760.0,125136.0,1.0,48467.0,12767.0,12.0,90570.0,39560.0,7538.0,1614.0,52686.0,19148.0,0.0,7994.0,8720.0,7851.0,5319.0,89661.0,6.0,10510.0,497.0,7924.0,121467.0,14384.0,11914.0,52804.0,84.0,8774.0,68316.0,178375.0,174184.0,23930.0,4323.0,8.0,16.0,135568.0,41453.0,46440.0,41968.0,263815.0,9.0,36750.0,15823.0,28409.0,30407.0,7972.0,105.0,22025.0,6827.0,4903.0,218.0,40675.0,70293.0,37934.0,84197.0,5114.0,7021.0,19.0,14.0,64292.0,8680.0,13004.0,70566.0,407.0,158536.0,180082.0,66849.0,20964.0,104151.0,9157.0,58414.0,99823.0,50682.0,39679.0,107.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_2,162532.0,47.0,3.0,806.0,4.0,106.0,16440.0,61691.0,566.0,0.0,169.0,696.0,60.0,3749.0,3262.0,1068.0,21.0,3060.0,6632.0,4466.0,100.0,4.0,0.0,4.0,136.0,3714.0,10130.0,11.0,25.0,5817.0,73.0,7915.0,8102.0,14834.0,11749.0,1341.0,92111.0,411.0,52.0,17371.0,31.0,4284.0,65.0,26.0,269.0,0.0,33141.0,7089.0,2832.0,97.0,5114.0,0.0,1543.0,70882.0,1497.0,2238.0,108.0,10630.0,59.0,1986.0,224.0,14581.0,4300.0,726.0,13178.0,33674.0,199.0,9691.0,577.0,8.0,0.0,0.0,4808.0,37.0,76315.0,28170.0,20326.0,29.0,48596.0,151276.0,893.0,15087.0,14995.0,85115.0,72.0,147132.0,64500.0,37.0,138943.0,3252.0,26490.0,88914.0,8452.0,58205.0,18849.0,32058.0,32542.0,255939.0,11708.0,469.0,41744.0,2755.0,41248.0,1988.0,8374.0,306.0,3898.0,879.0,12487.0,17.0,19549.0,38598.0,101.0,2864.0,65.0,59.0,52317.0,20828.0,70.0,42.0,27278.0,226.0,0.0,61.0,261.0,14089.0,1629.0,50737.0,447.0,24.0,125.0,4554.0,21769.0,4340.0,15870.0,4408.0,8.0,7112.0,26321.0,196240.0,115814.0,22310.0,1886.0,3.0,1174.0,44758.0,16235.0,35898.0,32823.0,155512.0,299.0,21251.0,2371.0,10581.0,28298.0,15938.0,4929.0,8070.0,8475.0,136.0,12931.0,14734.0,42525.0,3296.0,30800.0,3243.0,48.0,229.0,1.0,70895.0,24798.0,2099.0,37510.0,26.0,115043.0,179742.0,53857.0,4458.0,37619.0,56.0,22373.0,74023.0,49888.0,18853.0,35.0,ILR
