"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"2955972","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Haifavirus",NA
"2956035","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Crevaviridae","Junduvirus",NA
"2734025","Viruses","Uroviricota","Caudoviricetes","","Drexlerviridae","Tunavirus",NA
"2734011","Viruses","Uroviricota","Caudoviricetes","","Drexlerviridae","Tlsvirus",NA
"2846038","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Anchaingvirus",NA
"2845954","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Warsawvirus",NA
"260149","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Ishigurovirus",NA
"2842979","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Pseudotevenvirus",NA
"2845589","Viruses","Uroviricota","Caudoviricetes","","","Burrovirus",NA
"186764","Viruses","Uroviricota","Caudoviricetes","","","Fromanvirus",NA
"2956432","Viruses","Uroviricota","Caudoviricetes","","","Sentinelvirus",NA
"2955496","Viruses","Uroviricota","Caudoviricetes","","","Bippervirus",NA
"2842796","Viruses","Uroviricota","Caudoviricetes","","","Kenoshavirus",NA
"2843477","Viruses","Uroviricota","Caudoviricetes","","","Yongloolinvirus",NA
"2170215","Viruses","Uroviricota","Caudoviricetes","","Schitoviridae","Pollockvirus",NA
"1982154","Viruses","Uroviricota","Caudoviricetes","","","Gordonvirus",NA
"2734279","Viruses","Uroviricota","Caudoviricetes","","","Sonalivirus",NA
"1623301","Viruses","Uroviricota","Caudoviricetes","","Vilmaviridae","Reyvirus",NA
"2704034","Viruses","Uroviricota","Caudoviricetes","","","Manhattanvirus",NA
"2846436","Viruses","Uroviricota","Caudoviricetes","","","Kungbxnavirus",NA
"2734501","Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Gresnaviridae","Cyclophivirus",NA
"642478","Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Closteroviridae","Crinivirus",NA
"2844101","Viruses","","Naldaviricetes","Lefavirales","Nudiviridae","Alphanudivirus",NA
"1891765","Viruses","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus",NA
"2955582","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Intestiviridae","Carjivirus",NA
"2734053","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Sciuriunavirus",NA
"1147044","Viruses","Uroviricota","Caudoviricetes","","","Dubowvirus",NA
"2734057","Viruses","Uroviricota","Caudoviricetes","","Peduoviridae","Catalunyavirus",NA
"2955592","Viruses","Uroviricota","Caudoviricetes","","","Catfishvirus",NA
"1982895","Viruses","Uroviricota","Caudoviricetes","","","Hautrevirus",NA
"2843368","Viruses","Uroviricota","Caudoviricetes","","","Colunavirus",NA
"2734193","Viruses","Uroviricota","Caudoviricetes","","","Bertelyvirus",NA
"2731985","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Tritonvirus",NA
"1982148","Viruses","Uroviricota","Caudoviricetes","","","Gaiavirus",NA
"59504","Viruses","Artverviricota","Revtraviricetes","Ortervirales","Caulimoviridae","Petuvirus",NA
"251749","Viruses","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Prymnesiovirus",NA
"10276","Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Suipoxvirus",NA
"619599","Viruses","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Geminiviridae","Begomovirus",NA
"55510","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Twortvirus",NA
"2732969","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Baoshanvirus",NA
"2955560","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Suoliviridae","Burzaovirus",NA
"399185","Viruses","Uroviricota","Caudoviricetes","","","Rockefellervirus",NA
"1982585","Viruses","Uroviricota","Caudoviricetes","","Salasmaviridae","Cepunavirus",NA
"2734111","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Kanaloavirus",NA
"338473","Viruses","Uroviricota","Caudoviricetes","","","Dybvigvirus",NA
"227470","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Cinqassovirus",NA
"2955844","Viruses","Uroviricota","Caudoviricetes","","Schitoviridae","Efbeekayvirus",NA
"2733128","Viruses","Uroviricota","Caudoviricetes","","","Saclayvirus",NA
"2734246","Viruses","Uroviricota","Caudoviricetes","","","Luckybarnesvirus",NA
"2560625","Viruses","Uroviricota","Caudoviricetes","","","Vhulanivirus",NA
"1513235","Viruses","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae","Cafeteriavirus",NA
"1857889","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Silviavirus",NA
"1914851","Viruses","Uroviricota","Caudoviricetes","","","Seunavirus",NA
"2844016","Viruses","Uroviricota","Caudoviricetes","","","Samwavirus",NA
"1633150","Viruses","Uroviricota","Caudoviricetes","","","Phifelvirus",NA
"2845480","Viruses","Uroviricota","Caudoviricetes","","","Audreyjarvisvirus",NA
"2734061","Viruses","Uroviricota","Caudoviricetes","","Peduoviridae","Entnonagintavirus",NA
"2011088","Viruses","Hofneiviricota","Faserviricetes","Tubulavirales","Inoviridae","Psecadovirus",NA
"2509395","Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Medioniviridae","Bolenivirus",NA
"12657","Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Percavirus",NA
"2734281","Viruses","Uroviricota","Caudoviricetes","","","Squashvirus",NA
"2955964","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Gualtarvirus",NA
"2956212","Viruses","Uroviricota","Caudoviricetes","","","Myrnavirus",NA
"2560220","Viruses","Uroviricota","Caudoviricetes","","","Samistivirus",NA
"2846407","Viruses","Uroviricota","Caudoviricetes","","","Karimacvirus",NA
"2955875","Viruses","Uroviricota","Caudoviricetes","","Schitoviridae","Exceevirus",NA
"2845506","Viruses","Uroviricota","Caudoviricetes","","","Limdunavirus",NA
"1330070","Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Megrivirus",NA
"631345","Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Solinviviridae","Invictavirus",NA
"2955567","Viruses","Uroviricota","Caudoviricetes","","","Caelumvirus",NA
"2846389","Viruses","Uroviricota","Caudoviricetes","","","Menderavirus",NA
"249151","Viruses","","Naldaviricetes","Lefavirales","Baculoviridae","Gammabaculovirus",NA
"1921017","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Nitunavirus",NA
"2560214","Viruses","Uroviricota","Caudoviricetes","","","Rimavirus",NA
"1982590","Viruses","Uroviricota","Caudoviricetes","","","Kochitakasuvirus",NA
"2169689","Viruses","Uroviricota","Caudoviricetes","","Ackermannviridae","Miltonvirus",NA
"2734263","Viruses","Uroviricota","Caudoviricetes","","","Oneupvirus",NA
"1982368","Viruses","Uroviricota","Caudoviricetes","","","Pepyhexavirus",NA
"1985307","Viruses","Uroviricota","Caudoviricetes","","","Kolesnikvirus",NA
"2955563","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Suoliviridae","Cacepaovirus",NA
"2844120","Viruses","Uroviricota","Caudoviricetes","","Schitoviridae","Eceepunavirus",NA
"2956283","Viruses","Uroviricota","Caudoviricetes","","Schitoviridae","Penintadodekavirus",NA
"2844675","Viruses","Uroviricota","Caudoviricetes","","","Secretariatvirus",NA
"2843724","Viruses","Uroviricota","Caudoviricetes","","","Klausavirus",NA
"2560269","Viruses","Uroviricota","Caudoviricetes","","","Metrivirus",NA
"2845426","Viruses","Uroviricota","Caudoviricetes","","","Nevevirus",NA
"2734095","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Bellamyvirus",NA
"2955924","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Galenevirus",NA
"722418","Viruses","Uroviricota","Caudoviricetes","","","Firehammervirus",NA
"2955917","Viruses","Uroviricota","Caudoviricetes","","","Foxquatrovirus",NA
"2843682","Viruses","Uroviricota","Caudoviricetes","","","Amoyvirus",NA
"2956122","Viruses","Uroviricota","Caudoviricetes","","","Lilbeanievirus",NA
"2956123","Viruses","Uroviricota","Caudoviricetes","","","Lilmcdreamyvirus",NA
"1982376","Viruses","Uroviricota","Caudoviricetes","","","Rerduovirus",NA
"2560499","Viruses","Uroviricota","Caudoviricetes","","","Ghobesvirus",NA
"1982575","Viruses","Uroviricota","Caudoviricetes","","","Titanvirus",NA
"10242","Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus",NA
"1826170","Viruses","Nucleocytoviricota","Megaviricetes","Pimascovirales","Marseilleviridae","Marseillevirus",NA
"2560501","Viruses","Uroviricota","Caudoviricetes","","","Gustavvirus",NA
"2956679","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Intestiviridae","Whopevirus",NA
"2956046","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Steigviridae","Kahnovirus",NA
"2956099","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Steigviridae","Lahndsivirus",NA
"1982076","Viruses","Uroviricota","Caudoviricetes","","","Korravirus",NA
"1982900","Viruses","Uroviricota","Caudoviricetes","","","Rosebushvirus",NA
"1623281","Viruses","Uroviricota","Caudoviricetes","","","Cheoctovirus",NA
"2845104","Viruses","Uroviricota","Caudoviricetes","","Casjensviridae","Yonseivirus",NA
"680115","Viruses","Uroviricota","Caudoviricetes","","","Phikzvirus",NA
"2560133","Viruses","Uroviricota","Caudoviricetes","","","Flaumdravirus",NA
"1857843","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Kayvirus",NA
"2734292","Viruses","Uroviricota","Caudoviricetes","","","Zetavirus",NA
"2956059","Viruses","Uroviricota","Caudoviricetes","","","Kimonavirus",NA
"2846391","Viruses","Uroviricota","Caudoviricetes","","Schitoviridae","Pokkenvirus",NA
"2560703","Viruses","Uroviricota","Caudoviricetes","","","Rigallicvirus",NA
"2734146","Viruses","Uroviricota","Caudoviricetes","","","Taranisvirus",NA
"2560671","Viruses","Uroviricota","Caudoviricetes","","","Noxifervirus",NA
"2169883","Viruses","Uroviricota","Caudoviricetes","","","Erskinevirus",NA
"2734135","Viruses","Uroviricota","Caudoviricetes","","","Qingdaovirus",NA
"2869569","Viruses","Uroviricota","Caudoviricetes","","","Petsuvirus",NA
"2846398","Viruses","Uroviricota","Caudoviricetes","","","Gilsonvirus",NA
"2734116","Viruses","Uroviricota","Caudoviricetes","","","Llyrvirus",NA
"2841283","Viruses","Uroviricota","Caudoviricetes","","Ackermannviridae","Kujavirus",NA
"2733973","Viruses","Uroviricota","Caudoviricetes","","Chaseviridae","Faunusvirus",NA
"2734242","Viruses","Uroviricota","Caudoviricetes","","","Krampusvirus",NA
"2734203","Viruses","Uroviricota","Caudoviricetes","","","Phistoryvirus",NA
"2955411","Viruses","Uroviricota","Caudoviricetes","","Pachyviridae","Baltivirus",NA
"2734245","Viruses","Uroviricota","Caudoviricetes","","","Liebevirus",NA
"2733169","Viruses","Uroviricota","Caudoviricetes","","","Austintatiousvirus",NA
"2560706","Viruses","Uroviricota","Caudoviricetes","","","Weaselvirus",NA
"2845757","Viruses","Uroviricota","Caudoviricetes","","","Dibbivirus",NA
"2956133","Viruses","Uroviricota","Caudoviricetes","","","Luchadorvirus",NA
"2704413","Viruses","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae","Lymphocystivirus",NA
"69576","Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Betaretrovirus",NA
"1808970","Viruses","Artverviricota","Revtraviricetes","Ortervirales","Caulimoviridae","Caulimovirus",NA
"103722","Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Tymoviridae","Maculavirus",NA
"1177759","Viruses","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Chipapillomavirus",NA
"2844585","Viruses","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","Gemykibivirus",NA
"56947","Viruses","","Naldaviricetes","Lefavirales","Baculoviridae","Betabaculovirus",NA
"2956054","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Steigviridae","Kehishuvirus",NA
"682370","Viruses","Uroviricota","Caudoviricetes","","","Brussowvirus",NA
"1701257","Viruses","Uroviricota","Caudoviricetes","","","Cornellvirus",NA
"2734197","Viruses","Uroviricota","Caudoviricetes","","","Kagunavirus",NA
"2948917","Viruses","Uroviricota","Caudoviricetes","","Zierdtviridae","Sukkupivirus",NA
"2748760","Viruses","Uroviricota","Caudoviricetes","","","Poindextervirus",NA
"2733155","Viruses","Uroviricota","Caudoviricetes","","","Shapirovirus",NA
"2169658","Viruses","Uroviricota","Caudoviricetes","","","Wizardvirus",NA
"2733958","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Stompelvirus",NA
"2732918","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Acadevirus",NA
"2955497","Viruses","Uroviricota","Caudoviricetes","","","Birdsnestvirus",NA
"2955990","Viruses","Uroviricota","Caudoviricetes","","","Imvubuvirus",NA
"2955709","Viruses","Uroviricota","Caudoviricetes","","","Clownvirus",NA
"2843467","Viruses","Uroviricota","Caudoviricetes","","","Thetabobvirus",NA
"2845598","Viruses","Uroviricota","Caudoviricetes","","","Fukuivirus",NA
"1922327","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Wphvirus",NA
"2956315","Viruses","Uroviricota","Caudoviricetes","","Casjensviridae","Phobosvirus",NA
"2926475","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Sokavirus",NA
"2955845","Viruses","Uroviricota","Caudoviricetes","","Orlajensenviridae","Efekovirus",NA
"2843412","Viruses","Uroviricota","Caudoviricetes","","","Lambovirus",NA
"2845941","Viruses","Uroviricota","Caudoviricetes","","Chaseviridae","Myducvirus",NA
"2955569","Viruses","Uroviricota","Caudoviricetes","","Pervagoviridae","Callevirus",NA
"10663","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Tequatrovirus",NA
"1445727","Viruses","Uroviricota","Caudoviricetes","","","Konstantinevirus",NA
"1980944","Viruses","Uroviricota","Caudoviricetes","","Vertoviridae","Myohalovirus",NA
"1940555","Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Roseolovirus",NA
"35252","Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Macavirus",NA
"130556","Viruses","","Naldaviricetes","Lefavirales","Baculoviridae","Deltabaculovirus",NA
"2747309","Viruses","","Naldaviricetes","Lefavirales","Hytrosaviridae","Glossinavirus",NA
"1546257","Viruses","","Naldaviricetes","Lefavirales","Nudiviridae","Deltanudivirus",NA
"1450746","Viruses","","","","Pithoviridae","Pithovirus",NA
"10265","Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Capripoxvirus",NA
"2734570","Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Centapoxvirus",NA
"1933301","Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Tospoviridae","Orthotospovirus",NA
"1307800","Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Pegivirus",NA
"2170145","Viruses","Cressdnaviricota","Arfiviricetes","Baphyvirales","Bacilladnaviridae","Protobacilladnavirus",NA
"2843747","Viruses","Taleaviricota","Tokiviricetes","Ligamenvirales","Rudiviridae","Azorudivirus",NA
"2844165","Viruses","Uroviricota","Caudoviricetes","","","Henunavirus",NA
"2955363","Viruses","Uroviricota","Caudoviricetes","","","Anthonyvirus",NA
"2955558","Viruses","Uroviricota","Caudoviricetes","","Salasmaviridae","Bundooravirus",NA
"2734144","Viruses","Uroviricota","Caudoviricetes","","","Schmittlotzvirus",NA
"2955907","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Intestiviridae","Fohxhuevirus",NA
"2843733","Viruses","Uroviricota","Caudoviricetes","","","Vibakivirus",NA
"2955364","Viruses","Uroviricota","Caudoviricetes","","","Antsirabevirus",NA
"2956001","Viruses","Uroviricota","Caudoviricetes","","","Janusvirus",NA
"1982108","Viruses","Uroviricota","Caudoviricetes","","","Demosthenesvirus",NA
"2955513","Viruses","Uroviricota","Caudoviricetes","","Orlajensenviridae","Bonaevitaevirus",NA
"2734274","Viruses","Uroviricota","Caudoviricetes","","","Sansavirus",NA
"2560358","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Klumppvirus",NA
"2560487","Viruses","Uroviricota","Caudoviricetes","","","Bowservirus",NA
"80341","Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus",NA
"1980430","Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Fimoviridae","Emaravirus",NA
"1513278","Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Kitaviridae","Higrevirus",NA
"1335626","Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus",NA
"2955996","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Intestiviridae","Jahgtovirus",NA
"2955735","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Intestiviridae","Dabirmavirus",NA
"2956060","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Crevaviridae","Kingevirus",NA
"2956048","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Crevaviridae","Kahucivirus",NA
"2956064","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Steigviridae","Kolpuevirus",NA
"1918011","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Bastillevirus",NA
"1873778","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Vectrevirus",NA
"2733898","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Chosvirus",NA
"268748","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Tiamatvirus",NA
"2845938","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Ronodorvirus",NA
"2948731","Viruses","Uroviricota","Caudoviricetes","","Zierdtviridae","Gruunavirus",NA
"1623278","Viruses","Uroviricota","Caudoviricetes","","Vilmaviridae","Bronvirus",NA
"2843628","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Hadassahvirus",NA
"2955393","Viruses","Uroviricota","Caudoviricetes","","Pachyviridae","Bacelvirus",NA
"680114","Viruses","Uroviricota","Caudoviricetes","","","Bixzunavirus",NA
"2560303","Viruses","Uroviricota","Caudoviricetes","","","Galaxyvirus",NA
"1982357","Viruses","Uroviricota","Caudoviricetes","","","Pamexvirus",NA
"2733974","Viruses","Uroviricota","Caudoviricetes","","Chaseviridae","Loessnervirus",NA
"1982879","Viruses","Uroviricota","Caudoviricetes","","","Camvirus",NA
