"Markers","pvalues","score","loc1","loc2","locs","adj_pvalues","sign_rank"
"ARO.3000167",0.99392386772429,51.8441214135415,"NYC","SAC","NYC_vs_SAC",0.999696929502694,4
"ARO.3002847",0.992430692088479,108.643815299522,"NYC","SAC","NYC_vs_SAC",0.999696929502694,5
"fliq",0.00425953436088037,13.8141291604271,"MIN","BAL","MIN_vs_BAL",0.972420607371074,1
"flha",0.00763681105265242,28.9618056954241,"MIN","BAL","MIN_vs_BAL",0.972420607371074,2
"flii",0.00763681105265239,26.7645811180879,"MIN","BAL","MIN_vs_BAL",0.972420607371074,3
"ARO.3000167",0.788336321757024,19.9499344403067,"MIN","BAL","MIN_vs_BAL",0.998453590763726,4
"ARO.3002847",0.994499166926844,33.9499791055226,"MIN","BAL","MIN_vs_BAL",0.998453590763726,5
"ARO.3000167",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417,1
"mrkb",0.997457306040557,8.72551052268869,"MIN","SAN","MIN_vs_SAN",0.998421190918417,2
"enta",0.829245371022447,9.23259606107991,"MIN","SAN","MIN_vs_SAN",0.998421190918417,3
"fepa",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417,4
"ARO.3004122",0.398131879823773,7.22356605440696,"MIN","SAN","MIN_vs_SAN",0.998421190918417,5
"ARO.3000167",0.300945272514246,14.2254965285954,"MIN","DEN","MIN_vs_DEN",0.998848446725657,1
"mrkb",0.998382714000932,6.17514732714992,"MIN","DEN","MIN_vs_DEN",0.998848446725657,2
"enta",0.300945272514246,9.37000005669931,"MIN","DEN","MIN_vs_DEN",0.998848446725657,3
"fepa",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657,4
"cyca",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657,5
"ARO.3000167",0.998480078339641,5.26040863923598,"MIN","SAC","MIN_vs_SAC",0.99862527003607,1
"enta",0.998480078339641,5.26040863923598,"MIN","SAC","MIN_vs_SAC",0.99862527003607,2
"fepa",0.998480078339641,5.26040863923598,"MIN","SAC","MIN_vs_SAC",0.99862527003607,3
"ARO.3004122",0.810640173926468,9.40575943654607,"MIN","SAC","MIN_vs_SAC",0.99862527003607,4
"cyca",0.998480078339641,5.26040863923598,"MIN","SAC","MIN_vs_SAC",0.99862527003607,5
"ARO.3000167",0.384023711772197,23.4150363131456,"BAL","SAN","BAL_vs_SAN",0.655958152584471,1
"fepa",0.384023711772197,23.4150363131456,"BAL","SAN","BAL_vs_SAN",0.655958152584471,2
"cyca",0.15274296668701,21.3056917736297,"BAL","SAN","BAL_vs_SAN",0.655958152584471,3
"papc",0.384023711772197,23.4150363131456,"BAL","SAN","BAL_vs_SAN",0.655958152584471,4
"ARO.3000174",0.384023711772197,23.4150363131456,"BAL","SAN","BAL_vs_SAN",0.655958152584471,5
"merr",0.000112287914029461,19.0376139707197,"BAL","DEN","BAL_vs_DEN",0.033574086294809,1
"fliq",0.00400572186560387,27.8432360849192,"BAL","DEN","BAL_vs_DEN",0.598855418907779,2
"ARO.3003209",0.0128070141255685,24.9389381383752,"BAL","DEN","BAL_vs_DEN",0.748019343034473,3
"oqxa6",0.0200138954658053,15.5371305128593,"BAL","DEN","BAL_vs_DEN",0.748019343034473,4
"oqxa10",0.0200138954658053,15.5371305128593,"BAL","DEN","BAL_vs_DEN",0.748019343034473,5
"merr",0.000560632380778123,18.9277926240747,"BAL","SAC","BAL_vs_SAC",0.187251215179893,1
"ARO.3005010",0.00489062499116643,42.8844921989356,"BAL","SAC","BAL_vs_SAC",0.816734373524794,2
"ARO.3000167",0.996211582012038,18.689525861057,"BAL","SAC","BAL_vs_SAC",0.998258259512483,3
"ARO.3002847",0.995191624440145,33.9499791178831,"BAL","SAC","BAL_vs_SAC",0.998258259512483,4
"mrkb",0.994348595247907,33.9162924475075,"BAL","SAC","BAL_vs_SAC",0.998258259512483,5
"ARO.3000167",0.352161516397312,17.6905984014343,"SAN","DEN","SAN_vs_DEN",0.999009223067594,1
"mrkb",0.999009223067594,10.9006578255391,"SAN","DEN","SAN_vs_DEN",0.999009223067594,2
"enta",0.155466173075797,12.0817788536083,"SAN","DEN","SAN_vs_DEN",0.999009223067594,3
"fepa",0.999009223067594,10.9006578255391,"SAN","DEN","SAN_vs_DEN",0.999009223067594,4
"cyca",0.999009223067594,10.9006578255391,"SAN","DEN","SAN_vs_DEN",0.999009223067594,5
"ARO.3000167",0.997688162935814,8.72551052436149,"SAN","SAC","SAN_vs_SAC",0.998362308719274,1
"mrkb",0.997688162935814,8.72551052436149,"SAN","SAC","SAN_vs_SAC",0.998362308719274,2
"enta",0.99757637177939,7.97218744843164,"SAN","SAC","SAN_vs_SAC",0.998362308719274,3
"fepa",0.997688162935814,8.72551052436149,"SAN","SAC","SAN_vs_SAC",0.998362308719274,4
"ARO.3004122",0.50761585016881,10.1085082267821,"SAN","SAC","SAN_vs_SAC",0.998362308719274,5
"ARO.3000167",0.997878078357075,12.9650879159471,"DEN","SAC","DEN_vs_SAC",0.998634330830043,1
"mrkb",0.998519281495714,6.17514732776531,"DEN","SAC","DEN_vs_SAC",0.998634330830043,2
"enta",0.997878078357075,8.10959144405104,"DEN","SAC","DEN_vs_SAC",0.998634330830043,3
"fepa",0.998519281495714,6.17514732776531,"DEN","SAC","DEN_vs_SAC",0.998634330830043,4
"cyca",0.998519281495714,6.17514732776531,"DEN","SAC","DEN_vs_SAC",0.998634330830043,5
