"V1","aro","pvalues","score","loc1","loc2","locs","adj_pvalues","sign_rank"
"RbpA",3000245,0.0010296186045558,27.758158948549,"AKL16","BAL17","AKL16_vs_BAL17",0.268318608347242,4
"AAC(6')-Ib-cr1",3002547,0.00044731172502991,24.0290967935977,"AKL16","BAL17","AKL16_vs_BAL17",0.268318608347242,5
"Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones",3003295,3.10120370386932e-05,30.7124125940102,"AKL16","DEN17","AKL16_vs_DEN17",0.0363275558915186,1
"vanK gene in vanI cluster",3003727,8.61211614337611e-05,34.086717981083,"AKL16","DEN17","AKL16_vs_DEN17",0.0363275558915186,2
"vanB",3000013,0.000114058260255941,32.7457812672557,"AKL16","DEN17","AKL16_vs_DEN17",0.0363275558915186,3
"AAC(6')-Ib-cr1",3002547,0.000114058260255945,32.1005414732309,"AKL16","DEN17","AKL16_vs_DEN17",0.0363275558915186,4
"tet(32)",3000196,0.00024749857142884,40.3295220913572,"AKL16","DEN17","AKL16_vs_DEN17",0.0525521966667237,5
"MecC-type methicillin resistance repressor MecI",3005046,0.00177359713036795,27.1920281674277,"AKL16","DOH17","AKL16_vs_DOH17",0.366721997250304,1
"Helicobacter pylori pbp2 mutants conferring resistance to amoxicillin",3007058,0.00179220434410174,28.2400717226567,"AKL16","DOH17","AKL16_vs_DOH17",0.366721997250304,2
"vanX gene in vanP cluster",3007190,0.00415677469124318,30.9033020514127,"AKL16","DOH17","AKL16_vs_DOH17",0.366721997250304,3
"vgaB",3000118,0.00446078227343902,30.5093393010195,"AKL16","DOH17","AKL16_vs_DOH17",0.366721997250304,4
"AAC(6')-Ia",3002545,0.00141015210264773,23.5973025230819,"AKL16","DOH17","AKL16_vs_DOH17",0.366721997250304,5
"amrB",3002983,0.00364414361931475,30.0098483513487,"AKL16","ILR17","AKL16_vs_ILR17",0.210449294015427,1
"EFM-1",3006884,0.00304520471850828,32.7135197270777,"AKL16","ILR17","AKL16_vs_ILR17",0.210449294015427,2
"smeB",3003052,0.00288425980201355,25.5971865222289,"AKL16","ILR17","AKL16_vs_ILR17",0.210449294015427,3
"catB8",3002680,0.00304520471850829,31.698233462766,"AKL16","ILR17","AKL16_vs_ILR17",0.210449294015427,4
"mdsA",3000789,0.00295552503784025,34.0234228829348,"AKL16","ILR17","AKL16_vs_ILR17",0.210449294015427,5
"macB",3000535,0.999998858223218,4.00000000032045,"AKL16","MIN17","AKL16_vs_MIN17",0.999998858223218,1
"RanA",3005091,0.999998858223218,4.00000000032045,"AKL16","MIN17","AKL16_vs_MIN17",0.999998858223218,2
"evgS",3000833,0.999998858223218,4.00000000032045,"AKL16","MIN17","AKL16_vs_MIN17",0.999998858223218,3
"bcrA",3002987,0.999998858223218,4.00000000032045,"AKL16","MIN17","AKL16_vs_MIN17",0.999998858223218,4
"adeL",3000620,0.999998858223218,4.00000000032045,"AKL16","MIN17","AKL16_vs_MIN17",0.999998858223218,5
"Staphylococcus aureus rpoC conferring resistance to daptomycin",3003291,0.000167291581446749,17.6645261619599,"AKL16","NYC17","AKL16_vs_NYC17",0.0801926802338272,1
"ErmX",3000596,0.000208292675932016,21.5923736908496,"AKL16","NYC17","AKL16_vs_NYC17",0.0801926802338272,2
"AAC(6')-Ib-cr1",3002547,0.000207546538936595,28.6052131621261,"AKL16","NYC17","AKL16_vs_NYC17",0.0801926802338272,3
"tet(O)",3000190,0.000208292675932019,24.2013169931178,"AKL16","NYC17","AKL16_vs_NYC17",0.0801926802338272,4
"msrE",3003109,0.000409061098611719,29.1345442883392,"AKL16","NYC17","AKL16_vs_NYC17",0.0889452102435322,5
"qacJ",3007014,0.00171046278027529,15.6662282457015,"AKL16","SAN17","AKL16_vs_SAN17",0.392713229859617,1
"tet(O/W)",3007121,0.00106421237034241,32.0691033151986,"AKL16","SAN17","AKL16_vs_SAN17",0.392713229859617,2
"Burkholderia pseudomallei Omp38",3004123,0.00175448948559769,33.0694082499196,"AKL16","SAN17","AKL16_vs_SAN17",0.392713229859617,3
"tet(W/N/W)",3004442,0.00175448948559769,28.1432817654721,"AKL16","SAN17","AKL16_vs_SAN17",0.392713229859617,4
"tet(32)",3000196,0.0013577129479886,33.0567856595435,"AKL16","SAN17","AKL16_vs_SAN17",0.392713229859617,5
"amrB",3002983,9.58113704942421e-05,36.2552581640517,"AKL16","SAO17","AKL16_vs_SAO17",0.0745285677306377,1
"Burkholderia pseudomallei Omp38",3004123,0.00016549644943887,37.769028785339,"AKL16","SAO17","AKL16_vs_SAO17",0.0745285677306377,2
"vanK gene in vanI cluster",3003727,0.000165496449438867,40.1767054371589,"AKL16","SAO17","AKL16_vs_SAO17",0.0745285677306377,3
"Mycobacterium tuberculosis folC with mutation conferring resistance to para-aminosalicylic acid",3004157,0.000458541248008146,31.1501569401212,"AKL16","SAO17","AKL16_vs_SAO17",0.0906012691788593,4
"AAC(6')-Ia",3002545,0.000458541248008142,29.8807861091043,"AKL16","SAO17","AKL16_vs_SAO17",0.0906012691788593,5
"Staphylococcus aureus rpoC conferring resistance to daptomycin",3003291,2.86804081395146e-05,25.4693437715993,"AKL16","TOK17","AKL16_vs_TOK17",0.0398370869057858,1
"Helicobacter pylori pbp2 mutants conferring resistance to amoxicillin",3007058,0.000324682889163378,31.1075231342417,"AKL16","TOK17","AKL16_vs_TOK17",0.0450984533047934,2
"vanX gene in vanP cluster",3007190,0.00032468288916338,32.0422745099833,"AKL16","TOK17","AKL16_vs_TOK17",0.0450984533047934,3
"AAC(6')-Ia",3002545,0.000324682889163377,31.290323741009,"AKL16","TOK17","AKL16_vs_TOK17",0.0450984533047934,4
"Burkholderia pseudomallei Omp38",3004123,0.000293546051124582,39.2109972513972,"AKL16","TOK17","AKL16_vs_TOK17",0.0450984533047934,5
"tet(J)",3000177,0.00100168306531373,26.5431851497312,"AKL16","VIE17","AKL16_vs_VIE17",0.280312593519707,1
"vanB",3000013,0.000441546567581189,23.4748656325086,"AKL16","VIE17","AKL16_vs_VIE17",0.280312593519707,2
"Staphylococcus aureus rpoC conferring resistance to daptomycin",3003291,0.0009294620367692,28.6910508282103,"AKL16","VIE17","AKL16_vs_VIE17",0.280312593519707,3
"ErmX",3000596,0.000300632705513905,18.9826549148108,"AKL16","VIE17","AKL16_vs_VIE17",0.280312593519707,4
"Streptococcus agalactiae mprF",3003774,0.00114025461770728,32.117706464563,"AKL16","VIE17","AKL16_vs_VIE17",0.280312593519707,5
"vanB",3000013,0.000309361563214994,28.5129002393537,"AKL16","ZRH17","AKL16_vs_ZRH17",0.216707775032104,1
"Staphylococcus aureus rpoC conferring resistance to daptomycin",3003291,0.000212083999343412,19.6280535281788,"AKL16","ZRH17","AKL16_vs_ZRH17",0.216707775032104,2
"vanK gene in vanI cluster",3003727,0.000706829919424021,30.4332122715549,"AKL16","ZRH17","AKL16_vs_ZRH17",0.247567179278263,3
"RbpA",3000245,0.000706829919424012,31.0099458105551,"AKL16","ZRH17","AKL16_vs_ZRH17",0.247567179278263,4
"Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones",3003295,0.00152567918239588,34.2630838379093,"AKL16","ZRH17","AKL16_vs_ZRH17",0.315438980746612,5
"catB11",3004660,0.0129785701348353,25.3104695746107,"BER16","BOG16","BER16_vs_BOG16",0.515398987085292,1
"mefJ",3007049,0.00973491329343725,27.4913153322641,"BER16","BOG16","BER16_vs_BOG16",0.515398987085292,2
"emtA",3004669,0.0129785701348353,27.2860619697799,"BER16","BOG16","BER16_vs_BOG16",0.515398987085292,3
"AAC(6')-Iz",3002570,0.00605567181594517,23.8301877600935,"BER16","BOG16","BER16_vs_BOG16",0.515398987085292,4
"Clostridium perfringens mprF",3003773,0.0097349132934373,27.3862429706253,"BER16","BOG16","BER16_vs_BOG16",0.515398987085292,5
"ramA",3000823,0.0275810253595632,22.1760109626854,"BER16","DEN16","BER16_vs_DEN16",0.906412787952926,1
"Escherichia coli fabI mutations conferring resistance to isoniazid and triclosan",3004045,0.026856479101119,23.3049006443093,"BER16","DEN16","BER16_vs_DEN16",0.906412787952926,2
"vanS gene in vanG cluster",3002937,0.0260034048539142,27.7304489778976,"BER16","DEN16","BER16_vs_DEN16",0.906412787952926,3
"vanR gene in vanA cluster",3002919,0.0111046630799799,23.1761312397437,"BER16","DEN16","BER16_vs_DEN16",0.906412787952926,4
"vanS gene in vanA cluster",3002931,0.0275810253595632,22.6142077121276,"BER16","DEN16","BER16_vs_DEN16",0.906412787952926,5
"macB",3000535,0.999992128794223,4.00000000048559,"BER16","DOH16","BER16_vs_DOH16",0.999992128794223,1
"RanA",3005091,0.999992128794223,4.00000000048559,"BER16","DOH16","BER16_vs_DOH16",0.999992128794223,2
"evgS",3000833,0.997957114607093,9.20436569239535,"BER16","DOH16","BER16_vs_DOH16",0.999992128794223,3
"bcrA",3002987,0.999992128794223,4.00000000048559,"BER16","DOH16","BER16_vs_DOH16",0.999992128794223,4
"adeL",3000620,0.695828994952319,14.9236978591125,"BER16","DOH16","BER16_vs_DOH16",0.999992128794223,5
"tet(U)",3004650,7.75108987139414e-05,28.7148155692412,"BER16","ILR16","BER16_vs_ILR16",0.0744929293715028,1
"Erm(50)",3007032,8.62315996902259e-05,26.6786178425088,"BER16","ILR16","BER16_vs_ILR16",0.0744929293715028,2
"GOB-15",3004807,0.000119699404453406,25.600093898419,"BER16","ILR16","BER16_vs_ILR16",0.0744929293715028,3
"Clostridioides difficile rpoB with mutation conferring resistance to rifampicin",3004563,0.000175440775050573,31.5478683051349,"BER16","ILR16","BER16_vs_ILR16",0.0818869817548547,4
"RbpA",3000245,0.000236491548359088,27.7236225091205,"BER16","ILR16","BER16_vs_ILR16",0.0883059441572836,5
"Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones",3003295,0.00031061777404316,20.4171131146376,"BER16","LIS16","BER16_vs_LIS16",0.10082652945441,1
"Staphylococcus aureus rpoC conferring resistance to daptomycin",3003291,0.000208440626859479,17.0636575440869,"BER16","LIS16","BER16_vs_LIS16",0.10082652945441,2
"RbpA",3000245,0.000297272055505405,22.8773157536624,"BER16","LIS16","BER16_vs_LIS16",0.10082652945441,3
"ErmC",3000250,0.000310617774043159,20.9315742660207,"BER16","LIS16","BER16_vs_LIS16",0.10082652945441,4
"tet(U)",3004650,0.00031061777404316,21.6344158865451,"BER16","LIS16","BER16_vs_LIS16",0.10082652945441,5
"marA",3000263,0.0721370373220061,24.1329465614166,"BER16","NYC16","BER16_vs_NYC16",0.843743482853256,1
"vanS gene in vanF cluster",3002936,0.0721370373220061,24.1329465614166,"BER16","NYC16","BER16_vs_NYC16",0.843743482853256,2
"emrR",3000516,0.0721370373220068,23.4698408617738,"BER16","NYC16","BER16_vs_NYC16",0.843743482853256,3
"adeB",3000775,0.0721370373220063,24.9515249705098,"BER16","NYC16","BER16_vs_NYC16",0.843743482853256,4
"mdtG",3001329,0.0371955375429855,24.1551383793764,"BER16","NYC16","BER16_vs_NYC16",0.843743482853256,5
"tet(L)",3000179,0.000586273672250733,26.6884835760619,"BER16","SAC16","BER16_vs_SAC16",0.239973983225143,1
"Bacillus subtilis mprF",3003324,0.00117752217934513,22.5193188239145,"BER16","SAC16","BER16_vs_SAC16",0.239973983225143,2
"SAT-2",3002895,0.00141809970389119,31.0264943956237,"BER16","SAC16","BER16_vs_SAC16",0.239973983225143,3
"mecR1",3000215,0.00141809970389119,29.66166714579,"BER16","SAC16","BER16_vs_SAC16",0.239973983225143,4
"tet(X5)",3005057,0.00129706791676652,28.3166475956733,"BER16","SAC16","BER16_vs_SAC16",0.239973983225143,5
"macB",3000535,0.999996386907332,4.00000000023926,"BER16","TOK16","BER16_vs_TOK16",0.999996386907332,1
"RanA",3005091,0.999996386907332,4.00000000023926,"BER16","TOK16","BER16_vs_TOK16",0.999996386907332,2
"evgS",3000833,0.999996386907332,4.00000000023926,"BER16","TOK16","BER16_vs_TOK16",0.999996386907332,3
"bcrA",3002987,0.999996386907332,4.00000000023926,"BER16","TOK16","BER16_vs_TOK16",0.999996386907332,4
"adeL",3000620,0.997526942095521,9.71933220222657,"BER16","TOK16","BER16_vs_TOK16",0.999996386907332,5
"qacJ",3007014,0.00499486168063271,25.5264439251123,"BER16","BAL17","BER16_vs_BAL17",0.75257582868785,1
"rsmA",3005069,0.00489303048017202,23.3465075146948,"BER16","BAL17","BER16_vs_BAL17",0.75257582868785,2
"tet(35)",3000481,0.00489303048017202,23.9329558139169,"BER16","BAL17","BER16_vs_BAL17",0.75257582868785,3
"Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics",3004446,0.0103225932737239,23.235219444708,"BER16","BAL17","BER16_vs_BAL17",0.75257582868785,4
"cmeR",3000526,0.00489303048017201,24.0390599881305,"BER16","BAL17","BER16_vs_BAL17",0.75257582868785,5
"qacJ",3007014,0.000533644342552461,24.0491662953036,"BER16","DEN17","BER16_vs_DEN17",0.250427939172726,1
"mecD",3004185,0.000679587351893423,25.5496618202109,"BER16","DEN17","BER16_vs_DEN17",0.250427939172726,2
"vgaA",3002829,0.000381996827822114,19.5123973592911,"BER16","DEN17","BER16_vs_DEN17",0.250427939172726,3
"msrA",3000251,0.000533644342552454,24.1062088986737,"BER16","DEN17","BER16_vs_DEN17",0.250427939172726,4
"Bacillus subtilis mprF",3003324,0.00141768926783287,23.8272926630781,"BER16","DEN17","BER16_vs_DEN17",0.346543378146736,5
"vgaA",3002829,0.000245871316235801,20.0697072845915,"BER16","DOH17","BER16_vs_DOH17",0.381592282797963,1
"mecR1",3000215,0.000880173236380177,24.1034898816897,"BER16","DOH17","BER16_vs_DOH17",0.455342954287345,2
"mphC",3000319,0.000880173236380169,22.5046174444216,"BER16","DOH17","BER16_vs_DOH17",0.455342954287345,3
"cmeR",3000526,0.00270877687851727,28.8568291124486,"BER16","DOH17","BER16_vs_DOH17",0.700670285909804,4
"vgaB",3000118,0.00270877687851728,30.4011173384461,"BER16","DOH17","BER16_vs_DOH17",0.700670285909804,5
"ErmC",3000250,5.53756788519658e-05,24.9279193422535,"BER16","ILR17","BER16_vs_ILR17",0.0634599465646199,1
"tet(U)",3004650,7.36621550372836e-05,21.477078089279,"BER16","ILR17","BER16_vs_ILR17",0.0634599465646199,2
"mphC",3000319,0.000128088997415606,27.6525872492063,"BER16","ILR17","BER16_vs_ILR17",0.0735657808490299,3
"Bacillus subtilis mprF",3003324,0.000175170068545537,23.88231425738,"BER16","ILR17","BER16_vs_ILR17",0.07545450702599,4
"Clostridioides difficile rpoB with mutation conferring resistance to rifampicin",3004563,0.000244975757462006,32.1769437842657,"BER16","ILR17","BER16_vs_ILR17",0.0844186460214071,5
"macB",3000535,0.999998333249664,4.00000000035985,"BER16","MIN17","BER16_vs_MIN17",0.999998333249664,1
"RanA",3005091,0.999998333249664,4.00000000035985,"BER16","MIN17","BER16_vs_MIN17",0.999998333249664,2
"evgS",3000833,0.999998333249664,4.00000000035985,"BER16","MIN17","BER16_vs_MIN17",0.999998333249664,3
"bcrA",3002987,0.999998333249664,4.00000000035985,"BER16","MIN17","BER16_vs_MIN17",0.999998333249664,4
"adeL",3000620,0.998054629472022,9.71933219526479,"BER16","MIN17","BER16_vs_MIN17",0.999998333249664,5
"mecR1",3000215,0.000266759557521172,32.2634845853498,"BER16","NYC17","BER16_vs_NYC17",0.111972324269512,1
"ErmC",3000250,0.000263367067869879,31.9830771402965,"BER16","NYC17","BER16_vs_NYC17",0.111972324269512,2
"tet(U)",3004650,0.000116673532775077,30.2392736620933,"BER16","NYC17","BER16_vs_NYC17",0.111972324269512,3
"mphC",3000319,0.000197748789844007,23.2122201911735,"BER16","NYC17","BER16_vs_NYC17",0.111972324269512,4
"cmeR",3000526,0.000404257604634292,29.2606742259414,"BER16","NYC17","BER16_vs_NYC17",0.135749703636195,5
"macB",3000535,0.996871376283001,10.7716071047587,"BER16","SAN17","BER16_vs_SAN17",0.998745705669946,1
"RanA",3005091,0.996871376283001,10.7716071047587,"BER16","SAN17","BER16_vs_SAN17",0.998745705669946,2
"evgS",3000833,0.99799050724242,10.2689782233379,"BER16","SAN17","BER16_vs_SAN17",0.998745705669946,3
"bcrA",3002987,0.996591688760004,14.4219277286585,"BER16","SAN17","BER16_vs_SAN17",0.998745705669946,4
"adeL",3000620,0.862748171957459,19.5439465191515,"BER16","SAN17","BER16_vs_SAN17",0.998745705669946,5
"qacJ",3007014,0.000847277404860127,37.1704077858596,"BER16","SAO17","BER16_vs_SAO17",0.147113213925934,1
"vanT gene in vanC cluster",3002970,0.00153949209402254,34.4353781949342,"BER16","SAO17","BER16_vs_SAO17",0.147113213925934,2
"rsmA",3005069,0.00127918150968005,36.7873873685685,"BER16","SAO17","BER16_vs_SAO17",0.147113213925934,3
"tet(35)",3000481,0.00127918150968005,37.1936030283297,"BER16","SAO17","BER16_vs_SAO17",0.147113213925934,4
"oleI",3000866,0.00187888730131354,25.6866361921931,"BER16","SAO17","BER16_vs_SAO17",0.147113213925934,5
"Bacillus subtilis mprF",3003324,0.000244667494065943,24.4455842686544,"BER16","TOK17","BER16_vs_TOK17",0.0756511891651894,1
"msrA",3000251,0.000162929634100948,29.1592984102297,"BER16","TOK17","BER16_vs_TOK17",0.0756511891651894,2
"ErmC",3000250,0.000102821580173924,21.0131658948772,"BER16","TOK17","BER16_vs_TOK17",0.0756511891651894,3
"tet(U)",3004650,0.000102821580173925,22.0403481005535,"BER16","TOK17","BER16_vs_TOK17",0.0756511891651894,4
"mphC",3000319,0.000244667494065943,24.3663889415036,"BER16","TOK17","BER16_vs_TOK17",0.0756511891651894,5
"msrA",3000251,0.000429435870463647,24.5728567973351,"BER16","VIE17","BER16_vs_VIE17",0.347843055075554,1
"ErmC",3000250,0.000215602951277202,19.9360883151481,"BER16","VIE17","BER16_vs_VIE17",0.347843055075554,2
"mecR1",3000215,0.00109185469118386,31.4041111784644,"BER16","VIE17","BER16_vs_VIE17",0.442201149929464,3
"mphC",3000319,0.00109185469118386,32.0197301373885,"BER16","VIE17","BER16_vs_VIE17",0.442201149929464,4
"vgaALC",3002830,0.00137471329646823,30.7288727282536,"BER16","VIE17","BER16_vs_VIE17",0.445407108055706,5
"Bacillus subtilis mprF",3003324,0.000782697823398543,22.8869376310433,"BER16","ZRH17","BER16_vs_ZRH17",0.244671339594385,1
"vgaA",3002829,0.000659159353255733,27.6861989303788,"BER16","ZRH17","BER16_vs_ZRH17",0.244671339594385,2
"msrA",3000251,0.000659159353255726,24.090054177112,"BER16","ZRH17","BER16_vs_ZRH17",0.244671339594385,3
"ErmC",3000250,0.00033087564323653,21.5026764309712,"BER16","ZRH17","BER16_vs_ZRH17",0.244671339594385,4
"mphC",3000319,0.000782697823398536,23.1149890893069,"BER16","ZRH17","BER16_vs_ZRH17",0.244671339594385,5
"macB",3000535,0.997137323412442,18.2323502212543,"BOG16","DEN16","BOG16_vs_DEN16",0.999638601809705,1
"RanA",3005091,0.997137323410568,18.3614272635294,"BOG16","DEN16","BOG16_vs_DEN16",0.999638601809705,2
"evgS",3000833,0.995261952072255,23.4941275299974,"BOG16","DEN16","BOG16_vs_DEN16",0.999638601809705,3
"bcrA",3002987,0.995409180282317,24.809473430619,"BOG16","DEN16","BOG16_vs_DEN16",0.999638601809705,4
"adeL",3000620,0.996908030447451,20.1769406196181,"BOG16","DEN16","BOG16_vs_DEN16",0.999638601809705,5
"MecC-type methicillin resistance repressor MecI",3005046,0.0129815243529264,17.1429128248709,"BOG16","DOH16","BOG16_vs_DOH16",0.768270213977743,1
"catB9",3002681,0.0129815243529264,17.427728306739,"BOG16","DOH16","BOG16_vs_DOH16",0.768270213977743,2
"emtA",3004669,0.0129815243529264,18.6041372156155,"BOG16","DOH16","BOG16_vs_DOH16",0.768270213977743,3
"ErmT",3000595,0.0129815243529265,18.0518303284264,"BOG16","DOH16","BOG16_vs_DOH16",0.768270213977743,4
"CSA-1",3006869,0.0129815243529265,17.4005785685568,"BOG16","DOH16","BOG16_vs_DOH16",0.768270213977743,5
"FosB2",3005100,0.000563545362479997,25.6922888714219,"BOG16","ILR16","BOG16_vs_ILR16",0.118839960988094,1
"ErmS",3001304,0.00156704863788917,26.0591129394287,"BOG16","ILR16","BOG16_vs_ILR16",0.118839960988094,2
"Helicobacter pylori gyrB conferring resistance to fluoroquinolones",3007053,0.000480205754149563,18.1676218052754,"BOG16","ILR16","BOG16_vs_ILR16",0.118839960988094,3
"lnuC",3002837,0.00087519228214827,26.9493605824784,"BOG16","ILR16","BOG16_vs_ILR16",0.118839960988094,4
"FusF",3004663,0.000256996574891604,23.6644144258576,"BOG16","ILR16","BOG16_vs_ILR16",0.118839960988094,5
"APH(4)-Ia",3002655,0.00344443579433946,22.7411306806654,"BOG16","LIS16","BOG16_vs_LIS16",0.280758994630714,1
"CSA-2",3006870,0.00757691104253637,25.048600656797,"BOG16","LIS16","BOG16_vs_LIS16",0.280758994630714,2
"ErmW",3001306,0.00757691104253632,26.1665166195484,"BOG16","LIS16","BOG16_vs_LIS16",0.280758994630714,3
"ErmS",3001304,0.00715618685592204,25.4737035884671,"BOG16","LIS16","BOG16_vs_LIS16",0.280758994630714,4
"Klebsiella pneumoniae ramR mutants",3003380,0.00335034444591059,23.0921636053262,"BOG16","LIS16","BOG16_vs_LIS16",0.280758994630714,5
"Klebsiella pneumoniae ramR mutants",3003380,0.000270556564801103,32.9793291454358,"BOG16","NYC16","BOG16_vs_NYC16",0.0796909217589766,1
