"Markers","pvalues","score","loc1","loc2","locs","adj_pvalues","sign_rank"
"silc",0.127129041427125,18.8094740364787,"NYC","SAC","NYC_vs_SAC",0.999696929502694,4
"papb",0.127129041427126,19.1520388780241,"NYC","SAC","NYC_vs_SAC",0.999696929502694,5
"fliq",0.00425953436088037,13.8141291604271,"MIN","BAL","MIN_vs_BAL",0.972420607371074,1
"flii",0.00763681105265239,26.7645811180879,"MIN","BAL","MIN_vs_BAL",0.972420607371074,2
"flha",0.00763681105265242,28.9618056954241,"MIN","BAL","MIN_vs_BAL",0.972420607371074,3
"clbh",0.0136460364194427,23.5632795029101,"MIN","BAL","MIN_vs_BAL",0.998453590763726,4
"ARO.3003209",0.0136460364194427,24.0241994498459,"MIN","BAL","MIN_vs_BAL",0.998453590763726,5
"ARO.3003952",0.0199276863831927,14.2142131235086,"MIN","SAN","MIN_vs_SAN",0.998421190918417,1
"fliz",0.0968650578002183,12.446066141678,"MIN","SAN","MIN_vs_SAN",0.998421190918417,2
"fha",0.0968650578002183,12.446066141678,"MIN","SAN","MIN_vs_SAN",0.998421190918417,3
"flig",0.0968650578002183,12.446066141678,"MIN","SAN","MIN_vs_SAN",0.998421190918417,4
"feob",0.0968650578002183,12.446066141678,"MIN","SAN","MIN_vs_SAN",0.998421190918417,5
"ARO.3003922",0.198473601401514,10.8445406611663,"MIN","DEN","MIN_vs_DEN",0.998848446725657,1
"oqxb5",0.198473601401514,10.03361044495,"MIN","DEN","MIN_vs_DEN",0.998848446725657,2
"ARO.3000167",0.300945272514246,14.2254965285954,"MIN","DEN","MIN_vs_DEN",0.998848446725657,3
"ARO.3002660",0.300945272514246,14.2254965285954,"MIN","DEN","MIN_vs_DEN",0.998848446725657,4
"ARO.3000412",0.300945272514246,14.2254965285954,"MIN","DEN","MIN_vs_DEN",0.998848446725657,5
"ARO.3000535",0.0543437118236506,13.013955938297,"MIN","SAC","MIN_vs_SAC",0.99862527003607,1
"ARO.3000794",0.171314401164875,13.3478517357636,"MIN","SAC","MIN_vs_SAC",0.99862527003607,2
"ARO.3000216",0.171314401164875,12.77248759086,"MIN","SAC","MIN_vs_SAC",0.99862527003607,3
"ARO.3003952",0.171314401164875,13.9681615923713,"MIN","SAC","MIN_vs_SAC",0.99862527003607,4
"sila",0.368661162887255,10.1374822066062,"MIN","SAC","MIN_vs_SAC",0.99862527003607,5
"fime",0.00678656935982181,25.8751833178139,"BAL","SAN","BAL_vs_SAN",0.655958152584471,1
"rnfc",0.0139589406366859,20.9205288087648,"BAL","SAN","BAL_vs_SAN",0.655958152584471,2
"ARO.3000858",0.0220907674248414,25.1384950391411,"BAL","SAN","BAL_vs_SAN",0.655958152584471,3
"ARO.3003015",0.0325453759256752,33.0869605497437,"BAL","SAN","BAL_vs_SAN",0.655958152584471,4
"ARO.3000502",0.0332240591791009,13.3440218678739,"BAL","SAN","BAL_vs_SAN",0.655958152584471,5
"merr",0.000112287914029461,19.0376139707197,"BAL","DEN","BAL_vs_DEN",0.033574086294809,1
"fliq",0.00400572186560387,27.8432360849192,"BAL","DEN","BAL_vs_DEN",0.598855418907779,2
"ARO.3003209",0.0128070141255685,24.9389381383752,"BAL","DEN","BAL_vs_DEN",0.748019343034473,3
"oqxa6",0.0200138954658053,15.5371305128593,"BAL","DEN","BAL_vs_DEN",0.748019343034473,4
"oqxa10",0.0200138954658053,15.5371305128593,"BAL","DEN","BAL_vs_DEN",0.748019343034473,5
"merr",0.000560632380778123,18.9277926240747,"BAL","SAC","BAL_vs_SAC",0.187251215179893,1
"ARO.3005010",0.00489062499116643,42.8844921989356,"BAL","SAC","BAL_vs_SAC",0.816734373524794,2
"ARO.3000410",0.0262748596981769,49.6413702283046,"BAL","SAC","BAL_vs_SAC",0.998258259512483,3
"roma",0.0786874324315779,47.0495853857475,"BAL","SAC","BAL_vs_SAC",0.998258259512483,4
"ARO.3000502",0.235459072273453,12.4776604801289,"BAL","SAC","BAL_vs_SAC",0.998258259512483,5
"merr",0.0170721982451592,24.1797253656322,"SAN","DEN","SAN_vs_DEN",0.999009223067594,1
"irp1",0.0170721982451593,13.0607673955326,"SAN","DEN","SAN_vs_DEN",0.999009223067594,2
"ptsi",0.038830128787993,9.54633474252529,"SAN","DEN","SAN_vs_DEN",0.999009223067594,3
"fimh",0.0441186247008312,10.0727488469354,"SAN","DEN","SAN_vs_DEN",0.999009223067594,4
"sila",0.109253151367964,14.3719580657983,"SAN","DEN","SAN_vs_DEN",0.999009223067594,5
"merr",0.0360640959575308,24.0699040189873,"SAN","SAC","SAN_vs_SAC",0.998362308719274,1
"rhspaar",0.0998795477845211,22.9148796090604,"SAN","SAC","SAN_vs_SAC",0.998362308719274,2
"ARO.3005010",0.0998795477845213,17.3695007938212,"SAN","SAC","SAN_vs_SAC",0.998362308719274,3
"sila",0.124917215874796,13.602584079445,"SAN","SAC","SAN_vs_SAC",0.998362308719274,4
"ente",0.124917215874796,13.602584079445,"SAN","SAC","SAN_vs_SAC",0.998362308719274,5
"ARO.3005010",0.170441279449518,21.5673929426512,"DEN","SAC","DEN_vs_SAC",0.998634330830043,1
"roma",0.170467476009032,12.2549422290745,"DEN","SAC","DEN_vs_SAC",0.998634330830043,2
"papg",0.170467476009032,12.5890503984008,"DEN","SAC","DEN_vs_SAC",0.998634330830043,3
"ente",0.178362240371962,11.0522208951355,"DEN","SAC","DEN_vs_SAC",0.998634330830043,4
"gyrb",0.178362240371962,11.0522208951355,"DEN","SAC","DEN_vs_SAC",0.998634330830043,5
