Sample	City	Taxon	(R)- and (S)-3-hydroxybutyrate biosynthesis	1,5-anhydrofructose degradation	2-aminoethylphosphonate degradation I	2-aminoethylphosphonate degradation II	3-methylbutanol biosynthesis	<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism	<i>all-trans</i>-farnesol biosynthesis	<i>trans, trans</i>-farnesyl diphosphate biosynthesis	AEROBIC-RESPIRATION	AMINE-DEG	ANAEROBIC-RESPIRATION	AROMATIC-COMPOUNDS-BIOSYN	AROMATIC-COMPOUNDS-DEGRADATION	Acetoin-Biosynthesis	Acetyl-CoA-Biosynthesis	Acetyl-CoA-Butyrate	Acid-Resistance	Activation	Alcohol-Degradation	Aldehyde-Degradation	Amino-Acid-Biosynthesis	Amino-Acid-Degradation	Aminoacyl-tRNAs-Charging	Antibiotic-Resistance	Arsenate-Detoxification	Butanediol-Biosynthesis	C1-COMPOUNDS	C4 photosynthetic carbon assimilation cycle, NAD-ME type	C4 photosynthetic carbon assimilation cycle, NADP-ME type	C4 photosynthetic carbon assimilation cycle, PEPCK type	CARBOXYLATES-DEG	CHEMOAUTOTROPHIC-ENERGY-METABOLISM	CHLORINATED-COMPOUNDS-DEG	Carbohydrates-Biosynthesis	Carbohydrates-Degradation	Cell-Structure-Biosynthesis	Cofactor-Biosynthesis	Cyanide-Detoxification	Electron-Transfer	Entner-Duodoroff-Pathways	Fatty-Acid-and-Lipid-Degradation	GLYCOLYSIS-VARIANTS	HORMONE-DEG	HORMONE-SYN	Hydrogen-Production	Interconversion	Lipid-Biosynthesis	METHANOGENESIS	Mercury-Detoxification	Metabolic-Regulators	NUCLEO-DEG	Noncarbon-Nutrients	Nucleotide-Biosynthesis	OTHER-ENERGY	Other-Degradation	Other-biosynthesis	Pentose-Phosphate-Cycle	Polyamine-Biosynthesis	Polymer-Degradation	Protein-Degradation	Pyruvate-Degradation	Rubisco shunt	SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-DEGRADATION	Siderophores-Biosynthesis	Steroids-Degradation	TCA-VARIANTS	anaerobic energy metabolism (invertebrates, cytosol)	anaerobic energy metabolism (invertebrates, mitochondrial)	bisabolene biosynthesis	chitin degradation to ethanol	citrulline biosynthesis	detoxification of reactive carbonyls in chloroplasts	ethylene glycol biosynthesis	fluoroacetate degradation	glutathione-mediated detoxification II	glyoxylate cycle	heterolactic fermentation	lactate biosynthesis (archaea)	methyl ketone biosynthesis	methylaspartate cycle	mixed acid fermentation	oxidized GTP and dGTP detoxification	photorespiration	photosynthesis light reactions	photosynthetic 3-hydroxybutyrate biosynthesis	pyruvate fermentation to hexanol	sedoheptulose bisphosphate bypass	succinate fermentation to butyrate	superoxide radicals degradation	superpathway of C28 brassinosteroid biosynthesis	superpathway of glycolysis and Entner-Doudoroff	superpathway of glyoxylate cycle and fatty acid degradation
BAL_Kl_2015_GCF_003345715.1	BAL	Kl	0.0	0.0	1.0	1.0	2.5	1.0	1.0	1.0	26.33333333333333	27.0	8.5	26.333333333333332	108.58333333333334	19.5	1.6666666666666667	0.0	1.0	8.25	21.75	19.666666666666664	89.96031746031747	85.69999999999999	1.2	1.0	2.5	26.0	21.051082251082253	1.2857142857142858	1.0	1.4285714285714286	34.83333333333333	1.2	13.833333333333334	187.0289377289377	121.50961538461539	62.30119047619048	174.97738095238097	0.0	1.0	1.0	74.75	14.905050505050502	9.0	57.14242424242424	0.0	10.666666666666666	192.99550264550265	11.0	0.0	1.0	34.30238095238095	135.75	64.19444444444446	5.0	12.0	21.0	5.066666666666666	42.833333333333336	35.54999999999999	2.0	14.5	1.3333333333333333	893.032225669068	95.41666666666666	10.0	16.57777777777778	16.71785714285714	1.6	1.8	1.0	1.5	1.3333333333333333	8.555555555555555	0.0	0.0	5.75	1.25	1.5	5.0	0.0	0.0	1.5384615384615383	7.0	1.0	2.0	1.25	0.0	1.0	0.0	2.0	1.0	1.5	2.5
BAL_Kl_2015_GCF_003345765.1	BAL	Kl	0.0	0.0	1.0	1.0	2.5	1.0	1.0	1.0	26.33333333333333	27.0	8.5	26.333333333333336	108.58333333333334	19.5	1.6666666666666667	0.0	1.0	8.25	21.75	19.666666666666664	89.96031746031747	85.7	1.2	1.0	2.5	26.0	21.051082251082253	1.2857142857142858	1.0	1.4285714285714286	34.833333333333336	1.2	13.833333333333334	187.02893772893773	121.50961538461539	62.30119047619048	174.97738095238097	0.0	1.0	1.0	74.75	14.905050505050502	9.0	57.14242424242424	0.0	10.666666666666666	192.99550264550265	11.0	0.0	1.0	34.30238095238095	135.75	64.19444444444444	5.0	12.0	21.0	5.066666666666666	42.83333333333333	35.55	2.0	14.5	1.3333333333333333	893.0322256690679	95.41666666666666	10.0	16.57777777777778	16.71785714285714	1.6	1.8	1.0	1.5	1.3333333333333333	8.555555555555555	0.0	0.0	5.75	1.25	1.5	5.0	0.0	0.0	1.5384615384615383	7.0	1.0	2.0	1.25	0.0	1.0	0.0	2.0	1.0	1.5	2.5
BAL_Kl_2017_GCF_003860845.1	BAL	Kl	0.0	0.0	1.0	1.0	3.0	1.0	1.0	1.0	24.33333333333333	33.833333333333336	8.5	26.166666666666668	113.28333333333333	21.5	1.6666666666666667	0.0	1.0	8.25	21.0	18.666666666666664	92.22023809523809	86.7	1.3	1.0	4.0	26.0	22.904761904761905	1.2857142857142858	1.0	1.4285714285714286	35.333333333333336	1.2	13.833333333333334	179.47899877899877	117.96153846153848	62.051190476190484	178.57023809523812	1.0	1.0	1.0	61.0	14.419696969696968	11.0	51.60757575757576	0.0	11.666666666666666	214.74973544973548	11.0	0.0	1.0	35.80238095238095	145.75	56.06666666666667	5.0	12.25	21.5	7.199999999999999	42.83333333333333	36.05	2.0	16.5	1.7777777777777777	1015.9243191019508	98.91666666666666	10.0	18.144444444444446	16.71785714285714	1.6	1.8	1.0	1.75	0.0	9.11111111111111	0.0	0.0	5.75	1.25	1.5	5.0	0.0	0.0	1.6153846153846154	6.5	1.5	2.0	1.25	0.0	1.0	0.0	2.0	1.0	1.5	2.5
BAL_Kl_2017_GCF_003860885.1	BAL	Kl	0.0	0.0	1.0	1.0	2.5	1.0	1.0	1.0	23.666666666666668	28.5	8.5	25.333333333333332	115.16666666666667	19.5	1.6666666666666667	0.0	1.0	9.0	19.25	19.666666666666668	88.31190476190477	84.03333333333333	1.2	1.0	2.5	28.0	22.91774891774892	1.2857142857142858	1.0	1.4285714285714286	35.583333333333336	1.2	14.166666666666666	187.1099511599512	122.08269230769231	63.13452380952381	173.45119047619048	0.0	1.0	1.0	58.75	14.586363636363636	9.0	49.516666666666666	0.0	10.333333333333334	201.06957671957673	10.666666666666666	2.0	1.0	33.945238095238096	137.75	55.25	5.0	12.0	20.5	5.933333333333334	44.583333333333336	37.083333333333336	2.0	14.5	1.4444444444444444	905.5511650630073	101.91666666666667	10.0	16.37777777777778	16.71785714285714	1.6	1.8	1.0	1.5	0.0	9.0	0.0	0.0	5.5	1.25	1.4375	5.333333333333333	0.0	0.0	1.5384615384615383	6.5	1.0	2.0	1.25	0.0	1.0	0.0	2.0	1.0	1.5	2.5
BAL_Kl_2017_GCF_003860895.1	BAL	Kl	0.0	0.0	1.0	1.0	2.5	1.0	1.0	1.0	24.33333333333333	28.5	8.5	26.166666666666668	109.91666666666667	19.5	1.6666666666666667	0.0	1.0	8.25	19.25	18.666666666666664	88.08968253968256	83.36666666666666	1.2	1.0	2.5	26.0	22.757575757575758	1.2857142857142858	1.0	1.4285714285714286	36.08333333333333	1.2	13.833333333333332	181.76941391941392	117.31346153846154	61.00119047619048	172.64880952380955	0.0	1.0	1.0	70.25	14.905050505050504	10.0	49.14242424242424	0.0	10.333333333333334	215.54232804232805	11.0	0.0	1.0	34.30238095238095	135.75	66.41666666666666	5.0	12.0	21.0	7.199999999999999	42.833333333333336	37.583333333333336	2.0	14.499999999999998	1.7777777777777777	942.3776771474139	98.625	10.0	16.57777777777778	17.73690476190476	1.6	1.8	1.0	1.5	0.0	8.555555555555555	0.0	0.0	5.75	1.25	1.5	5.0	0.0	0.0	1.5384615384615383	7.0	1.0	2.0	1.25	0.0	1.0	0.0	2.0	1.0	1.5	2.5
BAL_Kl_2017_GCF_003860985.1	BAL	Kl	0.0	0.0	1.0	1.0	2.5	1.0	1.0	1.0	25.0	28.0	9.5	30.333333333333332	108.33333333333333	17.5	1.0	0.0	1.0	7.75	27.75	17.666666666666664	86.60634920634922	78.03333333333333	1.2	1.0	4.0	24.0	21.293939393939397	1.2857142857142858	1.0	1.4285714285714286	35.83333333333333	1.2	13.0	177.04798534798536	121.62820512820512	62.88452380952382	176.65357142857144	0.0	1.0	1.0	55.25	14.61969696969697	9.333333333333332	49.768181818181816	0.0	10.666666666666666	237.78403880070547	12.0	0.0	1.0	36.96904761904762	138.75	72.92222222222222	12.0	11.0	22.5	5.933333333333333	41.33333333333333	43.63333333333334	2.0	14.499999999999998	1.4444444444444444	1003.7170741539163	100.25833333333334	10.0	17.62222222222222	18.121428571428574	1.6	1.8	1.0	1.5	0.0	8.11111111111111	0.0	0.0	6.25	1.25	1.5625	5.0	0.0	0.0	1.5384615384615383	7.0	1.0	2.0	1.25	0.0	1.0	0.0	2.0	1.0	1.5	2.5
BAL_Kl_2017_GCF_003860995.1	BAL	Kl	0.0	0.0	1.0	1.0	2.5	1.0	1.0	1.0	23.666666666666668	28.5	10.6	26.333333333333332	115.41666666666667	19.5	1.6666666666666667	0.0	1.0	9.0	19.25	20.666666666666664	91.08968253968254	85.96666666666667	1.3	1.0	4.0	28.0	22.60151515151515	1.2857142857142858	1.0	1.4285714285714286	36.08333333333333	1.2	14.166666666666666	191.92655677655677	124.65128205128205	63.88452380952381	181.29404761904763	1.0	1.0	1.0	60.75	15.07171717171717	9.333333333333332	48.516666666666666	0.0	10.666666666666666	200.0257495590829	11.0	0.0	1.0	34.088095238095235	140.08333333333331	55.25	5.0	13.0	21.0	5.933333333333334	44.583333333333336	37.83333333333333	2.0	14.5	1.4444444444444444	932.2667494785918	98.375	10.0	16.8	18.002380952380953	1.6	2.0	1.0	1.5	0.0	9.0	0.0	0.0	5.75	1.25	1.5	5.666666666666667	0.0	0.0	1.6153846153846154	6.5	1.0	2.0	1.25	0.0	1.0	0.0	2.0	1.0	1.5	2.75
BAL_Kl_2017_GCF_003861035.1	BAL	Kl	0.0	0.0	1.0	1.0	2.5	1.0	1.0	1.0	24.33333333333333	33.5	8.5	25.166666666666664	112.16666666666667	19.5	1.6666666666666667	0.0	1.0	9.25	19.25	19.666666666666664	93.29801587301588	84.03333333333333	1.35	1.0	2.5	28.0	22.437229437229437	1.2857142857142858	1.0	1.4285714285714286	35.58333333333333	1.2	14.0	192.9075091575092	122.45128205128204	62.88452380952381	184.96547619047618	0.0	1.0	1.0	62.75	15.071717171717172	9.0	49.516666666666666	0.0	11.0	204.62821869488533	10.666666666666666	2.0	1.0	34.37380952380953	138.75	60.00000000000001	5.0	12.0	20.5	5.933333333333333	45.58333333333333	41.35	2.0	14.5	1.4444444444444444	907.5428317296738	99.04166666666667	10.0	17.944444444444443	16.71785714285714	1.6	1.8	1.0	1.5	0.0	9.0	0.0	0.0	5.5	1.25	1.5	5.333333333333333	0.0	0.0	1.5384615384615383	6.5	2.5	2.0	1.25	0.0	1.0	0.0	2.0	1.0	1.5	2.5
BAL_Kl_2017_GCF_003861085.1	BAL	Kl	0.0	0.0	1.0	1.0	2.5	1.0	1.0	1.0	25.666666666666668	27.333333333333332	8.5	31.166666666666668	116.36666666666666	17.5	1.6666666666666667	3.0	1.0	8.75	20.416666666666664	19.666666666666664	89.865873015873	83.03333333333333	1.2	1.0	7.0	28.0	23.243722943722947	1.2857142857142858	1.0	1.4285714285714286	40.083333333333336	1.2	14.5	192.08018925518925	125.79871794871796	70.5845238095238	177.8095238095238	1.0	1.0	3.7666666666666666	70.35	14.336363636363638	12.666666666666666	47.71666666666667	0.0	11.333333333333334	224.9785714285714	13.333333333333332	0.0	1.0	33.80238095238096	150.58333333333331	64.25	5.333333333333333	14.0	26.0	8.266666666666666	42.25	40.333333333333336	2.0	14.5	2.0	1060.3711463974623	101.79166666666667	11.5	18.91111111111111	16.71785714285714	1.6	1.8	1.0	1.5	0.0	9.0	0.0	0.0	7.0	1.25	1.5	5.333333333333333	3.6666666666666665	0.0	1.5384615384615383	6.5	1.3333333333333333	2.0	1.25	0.0	1.0	0.0	2.0	1.0	1.5	2.5
BAL_Kl_2017_GCF_003861135.1	BAL	Kl	0.0	0.0	1.0	1.0	2.5	1.0	1.0	1.0	24.33333333333333	28.5	8.5	26.333333333333332	115.41666666666667	19.5	1.6666666666666667	0.0	1.0	9.0	19.25	19.666666666666664	88.31190476190477	84.36666666666666	1.2	1.0	4.0	28.0	22.008658008658006	1.2857142857142858	1.0	1.4285714285714286	36.08333333333333	1.2	14.166666666666666	189.45036630036628	123.78461538461538	63.88452380952381	175.6511904761905	1.0	1.0	1.0	58.75	15.071717171717172	9.0	48.516666666666666	0.0	10.666666666666666	201.30970017636682	11.0	1.0	1.0	33.945238095238096	139.25	55.25	5.0	12.0	21.0	5.933333333333334	46.0	37.833333333333336	2.0	14.5	1.4444444444444444	932.9000828119249	100.25000000000001	13.5	16.8	16.71785714285714	1.6	1.8	1.0	1.5	0.0	9.0	0.0	0.0	5.75	1.25	1.5	5.333333333333333	0.0	0.0	1.5384615384615383	6.5	1.0	2.0	1.25	0.0	1.0	0.0	2.0	1.0	1.5	2.5
