"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"412034","Bacteria","Pseudomonadota","Gammaproteobacteria","","Celerinatantimonadaceae","Celerinatantimonas",NA
"2738883","Bacteria","Pseudomonadota","Gammaproteobacteria","","","Candidatus Reidiella",NA
"1635327","Bacteria","Pseudomonadota","Gammaproteobacteria","Orbales","Orbaceae","Zophobihabitans",NA
"185951","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"13690","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",NA
"158500","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"165697","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis",NA
"2762748","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingosinithalassobacter",NA
"160791","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhabdus",NA
"1634516","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Citromicrobium",NA
"2762729","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingopyxis",NA
"941907","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Allosphingosinicella",NA
"1921510","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Tardibacter",NA
"1763828","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Hankyongella",NA
"450378","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Croceicoccus",NA
"2338327","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Tsuneonella",NA
"39960","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter",NA
"645517","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Paraurantiacibacter",NA
"543877","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Pelagerythrobacter",NA
"1892855","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingosinicellaceae","Sphingosinicella",NA
"2861285","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"88688","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"78587","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis",NA
"379","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium",NA
"399","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Neorhizobium",NA
"358","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Agrobacterium",NA
"1335061","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Pseudorhizobium",NA
"2986920","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Pararhizobium",NA
"106592","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer",NA
"1969821","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ciceribacter",NA
"2341112","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Georhizobium",NA
"2599600","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Nitratireductor",NA
"1867719","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Phyllobacterium",NA
"2742145","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Oricola",NA
"2984843","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylobacterium",NA
"408","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylorubrum",NA
"1447062","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Youhaiella",NA
"223390","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Ancylobacter",NA
"921","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Starkeya",NA
"7","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Azorhizobium",NA
"293089","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Aurantimonadaceae","Martelella",NA
"2906072","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Aurantimonadaceae","Aurantimonas",NA
"1349819","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Aurantimonadaceae","Aureimonas",NA
"2986949","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Aurantimonadaceae","Jiella",NA
"1437009","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylocystaceae","Chenggangzhangella",NA
"426","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylocystaceae","Methylosinus",NA
"121719","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Pannonibacter",NA
"2742204","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Methyloligella",NA
"2528642","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Lichenihabitantaceae","Lichenihabitans",NA
"2712222","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","","Nordella",NA
"1702325","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Chelatococcaceae","Chelatococcus",NA
"2233851","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Blastochloridaceae","Blastochloris",NA
"2840474","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Gemmobacter",NA
"2807096","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Neotabrizicola",NA
"195105","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Haematobacter",NA
"1411902","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Pacificitalea",NA
"2494374","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Tabrizicola",NA
"1075","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Fuscovulum",NA
"2588711","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Pelagovum",NA
"1396826","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Leisingera",NA
"60136","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter",NA
"2009329","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sagittula",NA
"221822","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Phaeobacter",NA
"89184","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Ruegeria",NA
"1969806","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acidibrevibacterium",NA
"504468","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Rhodovastum",NA
"1293412","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Swingsia",NA
"1612173","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Niveispirillum",NA
"28077","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Nitrospirillum",NA
"2220096","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Indioceanicola",NA
"34018","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Rhodospirillum",NA
"111831","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Defluviicoccus",NA
"171437","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Geminicoccaceae","Tistrella",NA
"1434191","Bacteria","Pseudomonadota","Alphaproteobacteria","Maricaulales","Maricaulaceae","Glycocaulis",NA
"2861282","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA
"321985","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Pseudoduganella",NA
"2728021","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Duganella",NA
"29580","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium",NA
"2014887","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum",NA
"158899","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Collimonas",NA
"2807626","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Glaciimonas",NA
"32008","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia",NA
"1822464","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia",NA
"190721","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia",NA
"871203","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Caballeronia",NA
"576610","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter",NA
"1842727","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax",NA
"34073","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax",NA
"238749","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Diaphorobacter",NA
"2714952","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Kinneretia",NA
"1678128","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans",NA
"80880","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hylemonella",NA
"179636","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Alicycliphilus",NA
"94132","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter",NA
"80865","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",NA
"216465","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas",NA
"2488560","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Pigmentiphaga",NA
"75697","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Castellaniella",NA
"1851544","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Orrella",NA
"391953","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Aquincola",NA
"1658665","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Mitsuaria",NA
"2978473","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Roseateles",NA
"215580","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Caldimonas",NA
"376175","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Schlegelella",NA
"946333","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","","Rhizobacter",NA
"34029","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","","Leptothrix",NA
"1768242","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","","Paucibacter",NA
"2016596","Bacteria","Pseudomonadota","Betaproteobacteria","Rhodocyclales","Zoogloeaceae","Nitrogeniibacter",NA
"85643","Bacteria","Pseudomonadota","Betaproteobacteria","Rhodocyclales","Zoogloeaceae","Thauera",NA
"41977","Bacteria","Pseudomonadota","Betaproteobacteria","Rhodocyclales","Zoogloeaceae","Parazoarcus",NA
"2184083","Bacteria","Pseudomonadota","Betaproteobacteria","Rhodocyclales","Zoogloeaceae","Pseudothauera",NA
"1938604","Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Aquaspirillum",NA
"57480","Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Microvirgula",NA
"1192162","Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Vogesella",NA
"2764705","Bacteria","Pseudomonadota","Betaproteobacteria","Nitrosomonadales","Gallionellaceae","Sideroxyarcus",NA
"189426","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"2936682","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Lysinibacillus",NA
"2829187","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Psychrobacillus",NA
"1396","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"189381","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Rossellomorea",NA
"450367","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Peribacillus",NA
"86664","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Priestia",NA
"1397","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Niallia",NA
"1193713","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Neobacillus",NA
"129985","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Mesobacillus",NA
"570278","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Allobacillus",NA
"1467","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Lederbergia",NA
"2924032","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Alkalihalobacillus",NA
"2924031","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Salipaludibacillus",NA
"1571","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Sporosarcina",NA
"51173","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Ureibacillus",NA
"2779527","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Viridibacillus",NA
"51669","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Tetragenococcus",NA
"51665","Bacteria","Bacillota","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus",NA
"1491","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium",NA
"2696063","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Anaerocolumna",NA
"2785025","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Anaeromicropila",NA
"2763670","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Wujia",NA
"33038","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter",NA
"66219","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium",NA
"1496","Bacteria","Bacillota","Clostridia","Eubacteriales","Peptostreptococcaceae","Clostridioides",NA
"2610895","Bacteria","Bacillota","Clostridia","Eubacteriales","","Flintibacter",NA
"100886","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Coprobacillaceae","Catenibacterium",NA
"2035","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Curtobacterium",NA
"28447","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Clavibacter",NA
"674079","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Marisediminicola",NA
"150026","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Leifsonia",NA
"1795630","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Frondihabitans",NA
"2596916","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Frigoribacterium",NA
"1619308","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Cnuibacter",NA
"2973977","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Cellulomonadaceae","Cellulomonas",NA
"1179673","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Cellulomonadaceae","Oerskovia",NA
"545619","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Cellulomonadaceae","Paraoerskovia",NA
"2654547","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Cellulomonadaceae","Pseudactinotalea",NA
"37921","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter",NA
"2567881","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Citricoccus",NA
"1658671","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Intrasporangiaceae","Arsenicicoccus",NA
"2714941","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Intrasporangiaceae","Phycicoccus",NA
"139208","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Promicromonosporaceae","Isoptericola",NA
"1078471","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Ornithinimicrobiaceae","Serinicoccus",NA
"1274","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Dermacoccaceae","Dermacoccus",NA
"2917725","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Bogoriellaceae","Georgenia",NA
"60920","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Sanguibacteraceae","Sanguibacter",NA
"1883","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces",NA
"1824","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Nocardia",NA
"43767","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Prescottella",NA
"57704","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Tsukamurellaceae","Tsukamurella",NA
"35754","Bacteria","Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Dactylosporangium",NA
"56438","Bacteria","Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Couchioplanes",NA
"227318","Bacteria","Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Actinocatenispora",NA
"2811111","Bacteria","Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Natronosporangium",NA
"2045","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Pimelobacter",NA
"642780","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Marmoricola",NA
"1747","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium",NA
"483545","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Nocardiopsaceae","Thermobifida",NA
"1323731","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Nocardiopsaceae","Streptomonospora",NA
"304895","Bacteria","Actinomycetota","Actinomycetes","Catenulisporales","Catenulisporaceae","Catenulispora",NA
"1891644","Bacteria","Actinomycetota","Actinomycetes","Sporichthyales","Sporichthyaceae","Epidermidibacterium",NA
"419479","Bacteria","Actinomycetota","Actinomycetes","Jiangellales","Jiangellaceae","Jiangella",NA
"2789776","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Actinomarinicola",NA
"142864","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Nostocaceae","Cylindrospermum",NA
"2853227","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Calotrichaceae","Calothrix",NA
"82654","Bacteria","Cyanobacteriota","Cyanophyceae","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena",NA
"2710758","Bacteria","Chloroflexota","Candidatus Thermofonsia","Phototrophicales","Phototrophicaceae","Phototrophicus",NA
"2754694","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"2989820","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Kaistella",NA
"2004710","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Cloacibacterium",NA
"2898187","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Faecalibacter",NA
"237","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"52959","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter",NA
"2908210","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Antarcticibacterium",NA
"639310","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Olleya",NA
"343403","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Costertonia",NA
"2779360","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Marixanthomonas",NA
"2926907","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Abyssalbus",NA
"191579","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA
"423349","Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"2482728","Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"2592345","Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Olivibacter",NA
"151895","Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pseudopedobacter",NA
"2086471","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae","Adhaeribacter",NA
"999","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Bernardetiaceae","Bernardetia",NA
"575378","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Sediminibacterium",NA
"2315862","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Paraflavitalea",NA
"185300","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacter",NA
"833","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter",NA
"2527968","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Aureliella",NA
"2528010","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Lignipirellula",NA
"1123043","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Telmatocola",NA
"2862869","Bacteria","Verrucomicrobiota","Opitutae","Opitutales","Opitutaceae","Horticoccus",NA
"927083","Bacteria","Myxococcota","Myxococcia","Polyangiales","Sandaracinaceae","Sandaracinus",NA
"2995304","Bacteria","Myxococcota","Myxococcia","Nannocystales","Nannocystaceae","Nannocystis",NA
"184914","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus",NA
"879","Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Megalodesulfovibrio",NA
"218208","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfatibacillaceae","Desulfatibacillum",NA
