"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"2560395","Viruses","Uroviricota","Caudoviricetes","","Zierdtviridae",NA,NA
"2050587","Viruses","Cressdnaviricota","Arfiviricetes","Cirlivirales","Circoviridae",NA,NA
"2018501","Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Polycipiviridae",NA,NA
"2496529","Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Filoviridae",NA,NA
"2560480","Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Phasmaviridae",NA,NA
"2560356","Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Marnaviridae",NA,NA
"2955317","Viruses","Dividoviricota","Laserviricetes","Halopanivirales","Sphaerolipoviridae",NA,NA
"31721","Viruses","Kitrinoviricota","Alsuviricetes","Hepelivirales","Benyviridae",NA,NA
"1557034","Viruses","Preplasmiviricota","Maveriviricetes","Priklausovirales","Lavidaviridae",NA,NA
"2052899","Viruses","Artverviricota","Revtraviricetes","Ortervirales","Metaviridae",NA,NA
"700542","Viruses","","","","Clavaviridae",NA,NA
"687376","Viruses","","","","Anelloviridae",NA,NA
"95342","Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Caliciviridae",NA,NA
"2003680","Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Endornaviridae",NA,NA
"2169994","Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Arenaviridae",NA,NA
"1779339","Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Bromoviridae",NA,NA
"1137801","Viruses","Cressdnaviricota","Arfiviricetes","Mulpavirales","Nanoviridae",NA,NA
"2843389","Viruses","Uroviricota","Caudoviricetes","Thumleimavirales","Hafunaviridae",NA,NA
"130309","Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae",NA,NA
"2845772","Viruses","Preplasmiviricota","Tectiliviricetes","","Autolykiviridae",NA,NA
"2170046","Viruses","Negarnaviricota","Milneviricetes","Serpentovirales","Aspiviridae",NA,NA
"675060","Viruses","Pisuviricota","Duplopiviricetes","Durnavirales","Partitiviridae",NA,NA
"1655646","Viruses","Phixviricota","Malgrandaviricetes","Petitvirales","Microviridae",NA,NA
"10660","Viruses","Preplasmiviricota","Tectiliviricetes","Vinavirales","Corticoviridae",NA,NA
"85454","Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Alphaflexiviridae",NA,NA
"2956583","Viruses","Lenarviricota","Howeltoviricetes","Cryppavirales","Mitoviridae",NA,NA
"2746926","Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae",NA,NA
"1895333","Viruses","Taleaviricota","Tokiviricetes","Ligamenvirales","Rudiviridae",NA,NA
"2169857","Viruses","Duplornaviricota","Vidaverviricetes","Mindivirales","Cystoviridae",NA,NA
"1819678","Viruses","","","","Alphasatellitidae",NA,NA
"37124","Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae",NA,NA
"2956349","Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae",NA,NA
"2560679","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae",NA,NA
"2025397","Viruses","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae",NA,NA
"1920860","Viruses","Uroviricota","Caudoviricetes","","Drexlerviridae",NA,NA
"2842570","Viruses","Uroviricota","Caudoviricetes","","Guelinviridae",NA,NA
"2734513","Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Nanhypoviridae",NA,NA
"2560804","Viruses","Hofneiviricota","Faserviricetes","Tubulavirales","Paulinoviridae",NA,NA
"2734502","Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Olifoviridae",NA,NA
"2956387","Viruses","Uroviricota","Caudoviricetes","Kirjokansivirales","Haloferuviridae",NA,NA
