"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"2732036","Viruses","Uroviricota","Caudoviricetes","","Demerecviridae","Haartmanvirus",NA
"2169868","Viruses","Uroviricota","Caudoviricetes","","Schitoviridae","Baltimorevirus",NA
"2956317","Viruses","Uroviricota","Caudoviricetes","","","Phrappuccinovirus",NA
"1982899","Viruses","Uroviricota","Caudoviricetes","","","Pipefishvirus",NA
"2845652","Viruses","Uroviricota","Caudoviricetes","","","Fowlmouthvirus",NA
"2956343","Viruses","Uroviricota","Caudoviricetes","","","Puppervirus",NA
"2733939","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Paadamvirus",NA
"2733098","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Brizovirus",NA
"322019","Viruses","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Chlorovirus",NA
"1513235","Viruses","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae","Cafeteriavirus",NA
"129951","Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus",NA
"2747309","Viruses","","Naldaviricetes","Lefavirales","Hytrosaviridae","Glossinavirus",NA
"2713640","Viruses","Artverviricota","Revtraviricetes","Ortervirales","Caulimoviridae","Cavemovirus",NA
"2733654","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Pektosvirus",NA
"2733946","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Percyvirus",NA
"2733580","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Tuodvirus",NA
"2733578","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Axomammavirus",NA
"268748","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Tiamatvirus",NA
"2733956","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Serkorvirus",NA
"2733944","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Pelagivirus",NA
"1985730","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Waewaevirus",NA
"1920774","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Drulisvirus",NA
"2733941","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Pairvirus",NA
"2946797","Viruses","Uroviricota","Caudoviricetes","","","Anayavirus",NA
"2948708","Viruses","Uroviricota","Caudoviricetes","","","Fionnbharthvirus",NA
"2946794","Viruses","Uroviricota","Caudoviricetes","","","Amginevirus",NA
"1623306","Viruses","Uroviricota","Caudoviricetes","","","Timquatrovirus",NA
"2955329","Viruses","Uroviricota","Caudoviricetes","","","Aminayvirus",NA
"2956579","Viruses","Uroviricota","Caudoviricetes","","","Unicornvirus",NA
"2956469","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Sokavirus",NA
"2734148","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Thaumasvirus",NA
"2955924","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Galenevirus",NA
"2734083","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Anaposvirus",NA
"2734118","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Mazuvirus",NA
"2734125","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Nerrivikvirus",NA
"1982898","Viruses","Uroviricota","Caudoviricetes","","","Coopervirus",NA
"2955497","Viruses","Uroviricota","Caudoviricetes","","","Birdsnestvirus",NA
"2956352","Viruses","Uroviricota","Caudoviricetes","","","Quesadillavirus",NA
"1982900","Viruses","Uroviricota","Caudoviricetes","","","Rosebushvirus",NA
"1982236","Viruses","Uroviricota","Caudoviricetes","","","Kelleziovirus",NA
"2733155","Viruses","Uroviricota","Caudoviricetes","","","Shapirovirus",NA
"2748760","Viruses","Uroviricota","Caudoviricetes","","","Poindextervirus",NA
"2560337","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Shalavirus",NA
"2948731","Viruses","Uroviricota","Caudoviricetes","","Zierdtviridae","Gruunavirus",NA
"2560395","Viruses","Uroviricota","Caudoviricetes","","Zierdtviridae","Chunghsingvirus",NA
"2169963","Viruses","Uroviricota","Caudoviricetes","","Schitoviridae","Jwalphavirus",NA
"2842653","Viruses","Uroviricota","Caudoviricetes","","Schitoviridae","Dongdastvirus",NA
"2170215","Viruses","Uroviricota","Caudoviricetes","","Schitoviridae","Pollockvirus",NA
"2846672","Viruses","Uroviricota","Caudoviricetes","","Schitoviridae","Riverridervirus",NA
"2845088","Viruses","Uroviricota","Caudoviricetes","","Schitoviridae","Kaypoctavirus",NA
"2948856","Viruses","Uroviricota","Caudoviricetes","","Schitoviridae","Pariacacavirus",NA
"2955512","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Suoliviridae","Bohxovirus",NA
"2955741","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Intestiviridae","Delmidovirus",NA
"2955861","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Intestiviridae","Endlipuvirus",NA
"2956679","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Intestiviridae","Whopevirus",NA
"2836091","Viruses","Uroviricota","Caudoviricetes","","","Tankvirus",NA
"1623281","Viruses","Uroviricota","Caudoviricetes","","","Cheoctovirus",NA
"2843422","Viruses","Uroviricota","Caudoviricetes","","","Moabitevirus",NA
"186764","Viruses","Uroviricota","Caudoviricetes","","","Fromanvirus",NA
"2844675","Viruses","Uroviricota","Caudoviricetes","","","Secretariatvirus",NA
"2955989","Viruses","Uroviricota","Caudoviricetes","","","Immutovirus",NA
"2955513","Viruses","Uroviricota","Caudoviricetes","","Orlajensenviridae","Bonaevitaevirus",NA
"2955537","Viruses","Uroviricota","Caudoviricetes","","Casjensviridae","Broinstvirus",NA
"2956315","Viruses","Uroviricota","Caudoviricetes","","Casjensviridae","Phobosvirus",NA
"1982895","Viruses","Uroviricota","Caudoviricetes","","","Hautrevirus",NA
"2956237","Viruses","Uroviricota","Caudoviricetes","","","Omarvirus",NA
"680115","Viruses","Uroviricota","Caudoviricetes","","","Phikzvirus",NA
"2560440","Viruses","Uroviricota","Caudoviricetes","","","Avunavirus",NA
"1914852","Viruses","Uroviricota","Caudoviricetes","","","Vequintavirus",NA
"2956463","Viruses","Uroviricota","Caudoviricetes","","","Skogvirus",NA
"2946820","Viruses","Uroviricota","Caudoviricetes","","","Beograduvirus",NA
"2948935","Viruses","Uroviricota","Caudoviricetes","","","Tsukubavirus",NA
"10663","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Tequatrovirus",NA
"1985329","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Moonvirus",NA
"2956045","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Kagamiyamavirus",NA
"1983750","Viruses","Uroviricota","Caudoviricetes","","Vilmaviridae","Bongovirus",NA
"2948705","Viruses","Uroviricota","Caudoviricetes","","Vilmaviridae","Faithunavirus",NA
"1385385","Viruses","Uroviricota","Caudoviricetes","","","Brussowvirus",NA
"2169658","Viruses","Uroviricota","Caudoviricetes","","","Wizardvirus",NA
"2169883","Viruses","Uroviricota","Caudoviricetes","","","Erskinevirus",NA
"2734245","Viruses","Uroviricota","Caudoviricetes","","","Liebevirus",NA
"2560388","Viruses","Uroviricota","Caudoviricetes","","","Cinunavirus",NA
"2733124","Viruses","Uroviricota","Caudoviricetes","","","Phapecoctavirus",NA
"2560303","Viruses","Uroviricota","Caudoviricetes","","","Galaxyvirus",NA
"2846180","Viruses","Uroviricota","Caudoviricetes","","","Myosmarvirus",NA
"2869569","Viruses","Uroviricota","Caudoviricetes","","","Petsuvirus",NA
"1188794","Viruses","Uroviricota","Caudoviricetes","","","Klementvirus",NA
"1982251","Viruses","Uroviricota","Caudoviricetes","","","Pahexavirus",NA
"1982148","Viruses","Uroviricota","Caudoviricetes","","","Gaiavirus",NA
"2955986","Viruses","Uroviricota","Caudoviricetes","","Salasmaviridae","Huangshavirus",NA
"2733977","Viruses","Uroviricota","Caudoviricetes","","Chaseviridae","Suwonvirus",NA
"2733995","Viruses","Uroviricota","Caudoviricetes","","Demerecviridae","Novosibvirus",NA
"1623288","Viruses","Uroviricota","Caudoviricetes","","","Liefievirus",NA
"1636618","Viruses","Uroviricota","Caudoviricetes","","","Fletchervirus",NA
"1984787","Viruses","Uroviricota","Caudoviricetes","","","Elvirus",NA
"1982358","Viruses","Uroviricota","Caudoviricetes","","","Pamexvirus",NA
"1982360","Viruses","Uroviricota","Caudoviricetes","","","Patiencevirus",NA
"680114","Viruses","Uroviricota","Caudoviricetes","","","Bixzunavirus",NA
"2560286","Viruses","Uroviricota","Caudoviricetes","","","Polybotosvirus",NA
"2843625","Viruses","Uroviricota","Caudoviricetes","","","Moturavirus",NA
"2560269","Viruses","Uroviricota","Caudoviricetes","","","Metrivirus",NA
"2560435","Viruses","Uroviricota","Caudoviricetes","","","Risingsunvirus",NA
"2843450","Viruses","Uroviricota","Caudoviricetes","","","Sarumanvirus",NA
"2560588","Viruses","Uroviricota","Caudoviricetes","","","Dismasvirus",NA
"10683","Viruses","Uroviricota","Caudoviricetes","","","Takahashivirus",NA
"2560489","Viruses","Uroviricota","Caudoviricetes","","","Britbratvirus",NA
"2734108","Viruses","Uroviricota","Caudoviricetes","","","Eurybiavirus",NA
"2955413","Viruses","Uroviricota","Caudoviricetes","Kirjokansivirales","Graaviviridae","Beejeyvirus",NA
"2955968","Viruses","Uroviricota","Caudoviricetes","Thumleimavirales","Druskaviridae","Hacavirus",NA
"2734129","Viruses","Uroviricota","Caudoviricetes","","","Phabquatrovirus",NA
"2948726","Viruses","Uroviricota","Caudoviricetes","","","Gladiatorvirus",NA
"1980923","Viruses","Uroviricota","Caudoviricetes","","","Mieseafarmvirus",NA
"2734279","Viruses","Uroviricota","Caudoviricetes","","","Sonalivirus",NA
"2734217","Viruses","Uroviricota","Caudoviricetes","","","Armstrongvirus",NA
"2734218","Viruses","Uroviricota","Caudoviricetes","","","Attoomivirus",NA
"2956444","Viruses","Uroviricota","Caudoviricetes","","","Shuimuvirus",NA
"1921526","Viruses","Uroviricota","Caudoviricetes","","","Kleczkowskavirus",NA
"2734263","Viruses","Uroviricota","Caudoviricetes","","","Oneupvirus",NA
"2734292","Viruses","Uroviricota","Caudoviricetes","","","Zetavirus",NA
"194802","Viruses","Uroviricota","Caudoviricetes","","Zobellviridae","Vipivirus",NA
"2948800","Viruses","Uroviricota","Caudoviricetes","","","Leonardvirus",NA
"2734215","Viruses","Uroviricota","Caudoviricetes","","","Appavirus",NA
"1982219","Viruses","Uroviricota","Caudoviricetes","","","Gordtnkvirus",NA
"1980936","Viruses","Uroviricota","Caudoviricetes","","","Marthavirus",NA
"1982107","Viruses","Uroviricota","Caudoviricetes","","","Demosthenesvirus",NA
"10397","Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Quwivirus",NA
"10359","Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Cytomegalovirus",NA
"28304","Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Muromegalovirus",NA
"10371","Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Percavirus",NA
"180230","Viruses","Peploviricota","Herviviricetes","Herpesvirales","Alloherpesviridae","Cyprinivirus",NA
"933845","Viruses","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Prasinovirus",NA
"37665","Viruses","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Phaeovirus",NA
"1094892","Viruses","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae","Mimivirus",NA
"328615","Viruses","Nucleocytoviricota","Megaviricetes","Pimascovirales","Ascoviridae","Ascovirus",NA
"10491","Viruses","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae","Chloriridovirus",NA
"62099","Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Alphaentomopoxvirus",NA
"129727","Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Parapoxvirus",NA
"1076255","Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Centapoxvirus",NA
"304399","Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Cervidpoxvirus",NA
"10276","Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Suipoxvirus",NA
"130327","Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Atadenovirus",NA
"2560356","Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Marnaviridae","Sogarnavirus",NA
"12110","Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Aphthovirus",NA
"2499930","Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Arteriviridae","Betaarterivirus",NA
"2052899","Viruses","Artverviricota","Revtraviricetes","Ortervirales","Metaviridae","Metavirus",NA
"29250","Viruses","","Naldaviricetes","Lefavirales","Nudiviridae","Betanudivirus",NA
"82676","Viruses","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Omikronpapillomavirus",NA
"1980925","Viruses","Uroviricota","Caudoviricetes","","","Chiangmaivirus",NA
"2955604","Viruses","Uroviricota","Caudoviricetes","","Vertoviridae","Chaovirus",NA
"2495532","Viruses","Uroviricota","Caudoviricetes","","Salasmaviridae","Gaunavirus",NA
"2956401","Viruses","Uroviricota","Caudoviricetes","","","Schmidtvirus",NA
"2733616","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Elunavirus",NA
"1198980","Viruses","Uroviricota","Caudoviricetes","","","Pbunavirus",NA
"2733169","Viruses","Uroviricota","Caudoviricetes","","","Austintatiousvirus",NA
"1981153","Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Bossavirus",NA
"2956191","Viruses","Uroviricota","Caudoviricetes","","","Micavirus",NA
"2734193","Viruses","Uroviricota","Caudoviricetes","","","Bertelyvirus",NA
"2734195","Viruses","Uroviricota","Caudoviricetes","","","Colossusvirus",NA
"1913653","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Gelderlandvirus",NA
"2956470","Viruses","Uroviricota","Caudoviricetes","","","Stormageddonvirus",NA
"2734232","Viruses","Uroviricota","Caudoviricetes","","","Feofaniavirus",NA
"1921544","Viruses","Uroviricota","Caudoviricetes","","","Septimatrevirus",NA
"2653507","Viruses","Uroviricota","Caudoviricetes","","Drexlerviridae","Hicfunavirus",NA
"2955232","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Suoliviridae","Afonbuvirus",NA
"2956429","Viruses","Uroviricota","Caudoviricetes","Kirjokansivirales","Graaviviridae","Seejivirus",NA
"2733220","Viruses","Uroviricota","Caudoviricetes","","Mesyanzhinovviridae","Vojvodinavirus",NA
"1918010","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Bastillevirus",NA
"2734140","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Salacisavirus",NA
"2843412","Viruses","Uroviricota","Caudoviricetes","","","Lambovirus",NA
"2560689","Viruses","Uroviricota","Caudoviricetes","","","Chakrabartyvirus",NA
"2560592","Viruses","Uroviricota","Caudoviricetes","","","Farahnazvirus",NA
"2560501","Viruses","Uroviricota","Caudoviricetes","","","Gustavvirus",NA
"176652","Viruses","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae","Iridovirus",NA
"1329402","Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Vespertilionpoxvirus",NA
"2011079","Viruses","Hofneiviricota","Faserviricetes","Tubulavirales","Inoviridae","Subteminivirus",NA
"2011088","Viruses","Hofneiviricota","Faserviricetes","Tubulavirales","Inoviridae","Psecadovirus",NA
"1921773","Viruses","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Treisdeltapapillomavirus",NA
"1914576","Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Limnipivirus",NA
"2842934","Viruses","Uroviricota","Caudoviricetes","","Schitoviridae","Pacinivirus",NA
"1623290","Viruses","Uroviricota","Caudoviricetes","","","Cecivirus",NA
"1084719","Viruses","Uroviricota","Caudoviricetes","","","Donellivirus",NA
"2734141","Viruses","Uroviricota","Caudoviricetes","","","Salmondvirus",NA
"2560132","Viruses","Uroviricota","Caudoviricetes","","","Fipvunavirus",NA
"1980928","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Sepunavirus",NA
"2942992","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Suoliviridae","Culoivirus",NA
"2844309","Viruses","Uroviricota","Caudoviricetes","","","Latrobevirus",NA
"2956650","Viruses","Uroviricota","Caudoviricetes","","","Vipetofemvirus",NA
"2734122","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Neptunevirus",NA
"1450746","Viruses","","","","Pithoviridae","Pithovirus",NA
"2056194","Viruses","","","","Ovaliviridae","Alphaovalivirus",NA
"2845837","Viruses","Uroviricota","Caudoviricetes","","","Aphroditevirus",NA
"2560671","Viruses","Uroviricota","Caudoviricetes","","","Noxifervirus",NA
"2846064","Viruses","Uroviricota","Caudoviricetes","","","Whackvirus",NA
"2869547","Viruses","Uroviricota","Caudoviricetes","","","Alexandravirus",NA
"2955547","Viruses","Uroviricota","Caudoviricetes","","","Buchananvirus",NA
"2955888","Viruses","Uroviricota","Caudoviricetes","","","Finchvirus",NA
"2843732","Viruses","Uroviricota","Caudoviricetes","","","Triplejayvirus",NA
"1623280","Viruses","Uroviricota","Caudoviricetes","","","Charlievirus",NA
"2732969","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Baoshanvirus",NA
"2733170","Viruses","Uroviricota","Caudoviricetes","","","Bridgettevirus",NA
"446807","Viruses","Uroviricota","Caudoviricetes","","","Naesvirus",NA
"1983734","Viruses","Uroviricota","Caudoviricetes","","","Fishburnevirus",NA
"2560802","Viruses","Uroviricota","Caudoviricetes","","","Tijeunavirus",NA
"2955990","Viruses","Uroviricota","Caudoviricetes","","","Imvubuvirus",NA
"2843721","Viruses","Uroviricota","Caudoviricetes","","","Anjalivirus",NA
"2955563","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Suoliviridae","Cacepaovirus",NA
"1195085","Viruses","Uroviricota","Caudoviricetes","","","Derbicusvirus",NA
"2734153","Viruses","Uroviricota","Caudoviricetes","","","Wellingtonvirus",NA
"1623292","Viruses","Uroviricota","Caudoviricetes","","","Omegavirus",NA
"2734061","Viruses","Uroviricota","Caudoviricetes","","Peduoviridae","Entnonagintavirus",NA
"2733139","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Vellamovirus",NA
"2843109","Viruses","Taleaviricota","Tokiviricetes","Ligamenvirales","Rudiviridae","Usarudivirus",NA
"1985325","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Jiaodavirus",NA
"2955972","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Haifavirus",NA
"2169536","Viruses","Uroviricota","Caudoviricetes","","Ackermannviridae","Kuttervirus",NA
"2955539","Viruses","Uroviricota","Caudoviricetes","","Vilmaviridae","Bromdenvirus",NA
"2956698","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Intestiviridae","Wotdevirus",NA
"1623285","Viruses","Uroviricota","Caudoviricetes","","","Corndogvirus",NA
"56947","Viruses","","Naldaviricetes","Lefavirales","Baculoviridae","Betabaculovirus",NA
"1982373","Viruses","Uroviricota","Caudoviricetes","","","Xiamenvirus",NA
"2733927","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Kelmasvirus",NA
"2948788","Viruses","Uroviricota","Caudoviricetes","","","Kratiovirus",NA
"1982076","Viruses","Uroviricota","Caudoviricetes","","","Korravirus",NA
"2734229","Viruses","Uroviricota","Caudoviricetes","","","Daredevilvirus",NA
"2955877","Viruses","Uroviricota","Caudoviricetes","","","Fairfaxidumvirus",NA
"2845109","Viruses","Uroviricota","Caudoviricetes","","","Lastavirus",NA
"2734239","Viruses","Uroviricota","Caudoviricetes","","","Hiyaavirus",NA
"2955969","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Intestiviridae","Hacihdavirus",NA
"2169910","Viruses","Uroviricota","Caudoviricetes","","","Hawkeyevirus",NA
"10492","Viruses","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae","Ranavirus",NA
"2866663","Viruses","Uroviricota","Caudoviricetes","","","Kuravirus",NA
"2956052","Viruses","Uroviricota","Caudoviricetes","","Peduoviridae","Kayeltresvirus",NA
"2734158","Viruses","Uroviricota","Caudoviricetes","","","Yoloswagvirus",NA
"2956212","Viruses","Uroviricota","Caudoviricetes","","","Myrnavirus",NA
"2956126","Viruses","Uroviricota","Caudoviricetes","Kirjokansivirales","Shortaselviridae","Lonfivirus",NA
"2846415","Viruses","Uroviricota","Caudoviricetes","","Schitoviridae","Raunefjordenvirus",NA
"2560548","Viruses","Uroviricota","Caudoviricetes","","Rountreeviridae","Negarvirus",NA
"2169651","Viruses","Uroviricota","Caudoviricetes","","","Anatolevirus",NA
"2844101","Viruses","","Naldaviricetes","Lefavirales","Nudiviridae","Alphanudivirus",NA
"64003","Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Closteroviridae","Closterovirus",NA
"2843751","Viruses","Uroviricota","Caudoviricetes","","","Pushchinovirus",NA
"1157339","Viruses","","","","Spiraviridae","Alphaspiravirus",NA
"1623295","Viruses","Uroviricota","Caudoviricetes","","","Pegunavirus",NA
"2733196","Viruses","Uroviricota","Caudoviricetes","","","Montyvirus",NA
"2842588","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Ceceduovirus",NA
"2955765","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Intestiviridae","Drivevirus",NA
"2842609","Viruses","Uroviricota","Caudoviricetes","","Salasmaviridae","Claudivirus",NA
"2734251","Viruses","Uroviricota","Caudoviricetes","","","Maxrubnervirus",NA
"2731621","Viruses","Uroviricota","Caudoviricetes","","Ackermannviridae","Taipeivirus",NA
"2733590","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Ampunavirus",NA
"2942894","Viruses","Uroviricota","Caudoviricetes","","","Microwolfvirus",NA
"2169812","Viruses","Uroviricota","Caudoviricetes","","","Chenonavirus",NA
"93386","Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Mardivirus",NA
"2845770","Viruses","Preplasmiviricota","Tectiliviricetes","","Autolykiviridae","Paulavirus",NA
"1826170","Viruses","Nucleocytoviricota","Megaviricetes","Pimascovirales","Marseilleviridae","Marseillevirus",NA
"251749","Viruses","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Prymnesiovirus",NA
"2734338","Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Spinareoviridae","Coltivirus",NA
"1857843","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Kayvirus",NA
"1857889","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Silviavirus",NA
"55510","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Twortvirus",NA
"2734053","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Sciuriunavirus",NA
"1917990","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Bequatrovirus",NA
"1985175","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Caeruleovirus",NA
"1922327","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Wphvirus",NA
"2843766","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Eldridgevirus",NA
"2843793","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Goettingenvirus",NA
"2843794","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Grisebachstrassevirus",NA
"2843756","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Jeonjuvirus",NA
"2560335","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Siophivirus",NA
"2732970","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Harbinvirus",NA
"2845127","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Tybeckvirus",NA
"2560358","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Klumppvirus",NA
"2734044","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Schiekvirus",NA
"2845126","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Watanabevirus",NA
"2845137","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Elpedvirus",NA
"1857845","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Okubovirus",NA
"2845136","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Hopescreekvirus",NA
"1857844","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Pecentumvirus",NA
"298338","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Salchichonvirus",NA
"2734111","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Kanaloavirus",NA
"2734124","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Nereusvirus",NA
"2948872","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Potamoivirus",NA
"2734115","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Libanvirus",NA
"2734127","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Palaemonvirus",NA
"2956181","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Makelovirus",NA
"2955237","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Alisovirus",NA
"2955956","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Glaucusvirus",NA
"2956426","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Sedonavirus",NA
