"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"28198","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales",NA,NA,NA
"28182","Bacteria","Spirochaetota","Spirochaetia","Leptospirales",NA,NA,NA
"1473598","Bacteria","Acidobacteriota","Terriglobia","Bryobacterales",NA,NA,NA
"2421","Bacteria","Thermotogota","Thermotogae","Thermotogales",NA,NA,NA
"309806","Bacteria","Aquificota","Aquificae","Aquificales",NA,NA,NA
"423605","Bacteria","Elusimicrobiota","Elusimicrobia","Elusimicrobiales",NA,NA,NA
"35786","Bacteria","Coprothermobacterota","Coprothermobacteria","Coprothermobacterales",NA,NA,NA
"2899133","Bacteria","Candidatus Saccharibacteria","Candidatus Saccharimonadia","Candidatus Nanosynbacterales",NA,NA,NA
"1332188","Bacteria","Candidatus Saccharibacteria","Candidatus Saccharimonadia","Candidatus Saccharimonadales",NA,NA,NA
"187145","Bacteria","Calditrichota","Calditrichia","Calditrichales",NA,NA,NA
"936456","Bacteria","Chrysiogenota","Chrysiogenetes","Chrysiogenales",NA,NA,NA
"301375","Archaea","Euryarchaeota","Methanomicrobia","Methanotrichales",NA,NA,NA
"2874846","Archaea","Euryarchaeota","Candidatus Methanoliparia","Candidatus Methanoliparales",NA,NA,NA
"683846","Archaea","Thermoproteota","Thermoprotei","Fervidicoccales",NA,NA,NA
"1582439","Archaea","Nitrososphaerota","","Nitrosopumilales",NA,NA,NA
"1884905","Bacteria","Actinomycetota","Actinomycetes","Candidatus Nanopelagicales",NA,NA,NA
"499229","Bacteria","Bacillota","Clostridia","Thermosediminibacterales",NA,NA,NA
"2751313","Bacteria","Bacillota","Clostridia","Koleobacterales",NA,NA,NA
"2102","Bacteria","Mycoplasmatota","Mollicutes","Mycoplasmatales",NA,NA,NA
"2710758","Bacteria","Chloroflexota","Candidatus Thermofonsia","Phototrophicales",NA,NA,NA
"2358","Bacteria","Thermodesulfobacteriota","Desulfomonilia","Desulfomonilales",NA,NA,NA
"291048","Bacteria","Campylobacterota","Epsilonproteobacteria","Nautiliales",NA,NA,NA
"1441386","Bacteria","Thermotogota","Thermotogae","Mesoaciditogales",NA,NA,NA
"2735562","Bacteria","Candidatus Absconditabacteria","","Candidatus Absconditabacterales",NA,NA,NA
"64160","Bacteria","Aquificota","Aquificae","Desulfurobacteriales",NA,NA,NA
"2847778","Bacteria","Atribacterota","Atribacteria","Atribacterales",NA,NA,NA
"45989","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales",NA,NA,NA
"1175445","Archaea","Euryarchaeota","Methanomicrobia","Methanocellales",NA,NA,NA
"2320","Archaea","Euryarchaeota","Methanopyri","Methanopyrales",NA,NA,NA
"1316941","Archaea","Euryarchaeota","Archaeoglobi","Archaeoglobales",NA,NA,NA
"2933293","Archaea","Euryarchaeota","Methanonatronarchaeia","Methanonatronarchaeales",NA,NA,NA
"184117","Archaea","Thermoproteota","Thermoprotei","Thermoproteales",NA,NA,NA
"56636","Archaea","Thermoproteota","Thermoprotei","Desulfurococcales",NA,NA,NA
"200415","Archaea","Thermoproteota","Thermoprotei","Acidilobales",NA,NA,NA
"498374","Archaea","Nitrososphaerota","Nitrososphaeria","Candidatus Nitrosocaldales",NA,NA,NA
"1874277","Archaea","Nitrososphaerota","Conexivisphaeria","Conexivisphaerales",NA,NA,NA
"2565781","Archaea","Candidatus Nanohaloarchaeota","Candidatus Nanohalobia","Candidatus Nanohalobiales",NA,NA,NA
"1457141","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales",NA,NA,NA
"2282148","Archaea","Candidatus Micrarchaeota","Candidatus Micrarchaeia","Candidatus Micrarchaeales",NA,NA,NA
"2919598","Bacteria","Pseudomonadota","Gammaproteobacteria","Candidatus Comchoanobacterales",NA,NA,NA
"2776706","Archaea","Thermoproteota","Thermoprotei","Thermofilales",NA,NA,NA
