"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"83564","Bacteria","Thermodesulfobacteriota","Desulfobacteria",NA,NA,NA,NA
"1295609","Bacteria","Thermodesulfobacteriota","Thermodesulfobacteria",NA,NA,NA,NA
"119484","Bacteria","Thermodesulfobacteriota","Syntrophobacteria",NA,NA,NA,NA
"1621989","Bacteria","Thermodesulfobacteriota","Candidatus Desulfofervidia",NA,NA,NA,NA
"158","Bacteria","Spirochaetota","Spirochaetia",NA,NA,NA,NA
"2984951","Bacteria","Thermotogota","Thermotogae",NA,NA,NA,NA
"851","Bacteria","Fusobacteriota","Fusobacteriia",NA,NA,NA,NA
"2818388","Bacteria","Acidobacteriota","Holophagae",NA,NA,NA,NA
"2802971","Bacteria","Acidobacteriota","Vicinamibacteria",NA,NA,NA,NA
"458032","Bacteria","Acidobacteriota","Blastocatellia",NA,NA,NA,NA
"651822","Bacteria","Synergistota","Synergistia",NA,NA,NA,NA
"959","Bacteria","Bdellovibrionota","Bdellovibrionia",NA,NA,NA,NA
"2493639","Bacteria","Bdellovibrionota","Oligoflexia",NA,NA,NA,NA
"960","Bacteria","Bdellovibrionota","Bacteriovoracia",NA,NA,NA,NA
"2292766","Bacteria","","Deltaproteobacteria",NA,NA,NA,NA
"673862","Bacteria","","Candidatus Babeliae",NA,NA,NA,NA
"42253","Bacteria","Nitrospirota","Nitrospiria",NA,NA,NA,NA
"28262","Bacteria","Nitrospirota","Thermodesulfovibrionia",NA,NA,NA,NA
"197162","Bacteria","Deferribacterota","Deferribacteres",NA,NA,NA,NA
"14","Bacteria","Dictyoglomota","Dictyoglomia",NA,NA,NA,NA
"693075","Bacteria","Caldisericota","Caldisericia",NA,NA,NA,NA
"1408281","Bacteria","Elusimicrobiota","Endomicrobiia",NA,NA,NA,NA
"9606","Eukaryota","Chordata","Mammalia",NA,NA,NA,NA
"179637","Archaea","Euryarchaeota","Halobacteria",NA,NA,NA,NA
"2208","Archaea","Euryarchaeota","Methanomicrobia",NA,NA,NA,NA
"2263","Archaea","Euryarchaeota","Thermococci",NA,NA,NA,NA
"2173","Archaea","Euryarchaeota","Methanobacteria",NA,NA,NA,NA
"39152","Archaea","Euryarchaeota","Methanococci",NA,NA,NA,NA
"1353260","Archaea","Nitrososphaerota","Nitrososphaeria",NA,NA,NA,NA
"1673428","Archaea","Candidatus Thermoplasmatota","Thermoplasmata",NA,NA,NA,NA
"2586965","Archaea","Nanoarchaeota","Nanobdellia",NA,NA,NA,NA
"1457365","Bacteria","Balneolota","Balneolia",NA,NA,NA,NA
"1921086","Bacteria","Pseudomonadota","Zetaproteobacteria",NA,NA,NA,NA
"1555112","Bacteria","Bacillota","Limnochordia",NA,NA,NA,NA
"61435","Bacteria","Chloroflexota","Dehalococcoidia",NA,NA,NA,NA
"454171","Bacteria","Armatimonadota","Chthonomonadetes",NA,NA,NA,NA
"2596890","Bacteria","Planctomycetota","Candidatus Uabimicrobiia",NA,NA,NA,NA
"431057","Bacteria","Verrucomicrobiota","Methylacidiphilae",NA,NA,NA,NA
"2697043","Bacteria","Kiritimatiellota","Tichowtungiia",NA,NA,NA,NA
"1658616","Bacteria","Lentisphaerota","Lentisphaeria",NA,NA,NA,NA
"316277","Bacteria","Thermodesulfobacteriota","Syntrophia",NA,NA,NA,NA
"453230","Bacteria","Thermodesulfobacteriota","Desulfarculia",NA,NA,NA,NA
"60893","Bacteria","Thermodesulfobacteriota","Desulfobaccia",NA,NA,NA,NA
"28198","Bacteria","Campylobacterota","Epsilonproteobacteria",NA,NA,NA,NA
"1473598","Bacteria","Acidobacteriota","Terriglobia",NA,NA,NA,NA
"309806","Bacteria","Aquificota","Aquificae",NA,NA,NA,NA
"423605","Bacteria","Elusimicrobiota","Elusimicrobia",NA,NA,NA,NA
"35786","Bacteria","Coprothermobacterota","Coprothermobacteria",NA,NA,NA,NA
"2899133","Bacteria","Candidatus Saccharibacteria","Candidatus Saccharimonadia",NA,NA,NA,NA
"187145","Bacteria","Calditrichota","Calditrichia",NA,NA,NA,NA
"936456","Bacteria","Chrysiogenota","Chrysiogenetes",NA,NA,NA,NA
"2874846","Archaea","Euryarchaeota","Candidatus Methanoliparia",NA,NA,NA,NA
"985782","Viruses","Nucleocytoviricota","Megaviricetes",NA,NA,NA,NA
"129951","Viruses","Preplasmiviricota","Tectiliviricetes",NA,NA,NA,NA
"2713640","Viruses","Artverviricota","Revtraviricetes",NA,NA,NA,NA
"2102","Bacteria","Mycoplasmatota","Mollicutes",NA,NA,NA,NA
"2710758","Bacteria","Chloroflexota","Candidatus Thermofonsia",NA,NA,NA,NA
"1704307","Bacteria","Verrucomicrobiota","Spartobacteria",NA,NA,NA,NA
"2358","Bacteria","Thermodesulfobacteriota","Desulfomonilia",NA,NA,NA,NA
"2847778","Bacteria","Atribacterota","Atribacteria",NA,NA,NA,NA
"13642","Eukaryota","Evosea","Eumycetozoa",NA,NA,NA,NA
"2320","Archaea","Euryarchaeota","Methanopyri",NA,NA,NA,NA
"1316941","Archaea","Euryarchaeota","Archaeoglobi",NA,NA,NA,NA
"2933293","Archaea","Euryarchaeota","Methanonatronarchaeia",NA,NA,NA,NA
"184117","Archaea","Thermoproteota","Thermoprotei",NA,NA,NA,NA
"1874277","Archaea","Nitrososphaerota","Conexivisphaeria",NA,NA,NA,NA
"2565781","Archaea","Candidatus Nanohaloarchaeota","Candidatus Nanohalobia",NA,NA,NA,NA
"1982251","Viruses","Uroviricota","Caudoviricetes",NA,NA,NA,NA
"2282148","Archaea","Candidatus Micrarchaeota","Candidatus Micrarchaeia",NA,NA,NA,NA
"2011088","Viruses","Hofneiviricota","Faserviricetes",NA,NA,NA,NA
"56947","Viruses","","Naldaviricetes",NA,NA,NA,NA
"3708","Eukaryota","Streptophyta","Magnoliopsida",NA,NA,NA,NA
"10376","Viruses","Peploviricota","Herviviricetes",NA,NA,NA,NA
"10279","Viruses","Nucleocytoviricota","Pokkesviricetes",NA,NA,NA,NA
"2049890","Viruses","Dividoviricota","Laserviricetes",NA,NA,NA,NA
"119164","Viruses","Pisuviricota","Pisoniviricetes",NA,NA,NA,NA
"2734494","Viruses","Negarnaviricota","Ellioviricetes",NA,NA,NA,NA
"1972584","Viruses","Negarnaviricota","Monjiviricetes",NA,NA,NA,NA
"1177751","Viruses","Kitrinoviricota","Alsuviricetes",NA,NA,NA,NA
"337051","Viruses","Cossaviricota","Papovaviricetes",NA,NA,NA,NA
"157897","Viruses","Taleaviricota","Tokiviricetes",NA,NA,NA,NA
"31742","Viruses","Pisuviricota","Stelpaviricetes",NA,NA,NA,NA
"1640277","Viruses","Duplornaviricota","Resentoviricetes",NA,NA,NA,NA
"1557034","Viruses","Preplasmiviricota","Maveriviricetes",NA,NA,NA,NA
"1285589","Viruses","Cossaviricota","Mouviricetes",NA,NA,NA,NA
"1080349","Eukaryota","Ascomycota","Saccharomycetes",NA,NA,NA,NA
"2734333","Viruses","Saleviricota","Huolimaviricetes",NA,NA,NA,NA
"2508254","Viruses","Negarnaviricota","Yunchangviricetes",NA,NA,NA,NA
"2956616","Viruses","Lenarviricota","Howeltoviricetes",NA,NA,NA,NA
"2845804","Viruses","Lenarviricota","Leviviricetes",NA,NA,NA,NA
"2955242","Viruses","Duplornaviricota","Chrymotiviricetes",NA,NA,NA,NA
"67476","Eukaryota","Bacillariophyta","Bacillariophyceae",NA,NA,NA,NA
"2746926","Viruses","Cossaviricota","Quintoviricetes",NA,NA,NA,NA
"1655646","Viruses","Phixviricota","Malgrandaviricetes",NA,NA,NA,NA
"35279","Viruses","Kitrinoviricota","Flasuviricetes",NA,NA,NA,NA
"2170045","Viruses","Negarnaviricota","Milneviricetes",NA,NA,NA,NA
"1891704","Viruses","Pisuviricota","Duplopiviricetes",NA,NA,NA,NA
"2170145","Viruses","Cressdnaviricota","Arfiviricetes",NA,NA,NA,NA
"2507500","Viruses","Negarnaviricota","Chunqiuviricetes",NA,NA,NA,NA
"1352511","Viruses","Kitrinoviricota","Tolucaviricetes",NA,NA,NA,NA
"2844505","Viruses","Cressdnaviricota","Repensiviricetes",NA,NA,NA,NA
"2169857","Viruses","Duplornaviricota","Vidaverviricetes",NA,NA,NA,NA
"1983561","Viruses","Kitrinoviricota","Magsaviricetes",NA,NA,NA,NA
"2956349","Viruses","Negarnaviricota","Insthoviricetes",NA,NA,NA,NA
"1856767","Viruses","Lenarviricota","Amabiliviricetes",NA,NA,NA,NA
"2560744","Viruses","Lenarviricota","Miaviricetes",NA,NA,NA,NA
