Sample	City	(<i>Z</i>)-butanethiol-<i>S</i>-oxide biosynthesis	(R)- and (S)-3-hydroxybutyrate biosynthesis	1,5-anhydrofructose degradation	2-aminoethylphosphonate degradation I	2-aminoethylphosphonate degradation II	2-aminoethylphosphonate degradation III	3-methylbutanol biosynthesis	<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism	<i>all-trans</i>-farnesol biosynthesis	<i>trans, trans</i>-farnesyl diphosphate biosynthesis	AEROBIC-RESPIRATION	AMINE-DEG	ANAEROBIC-RESPIRATION	AROMATIC-COMPOUNDS-BIOSYN	AROMATIC-COMPOUNDS-DEGRADATION	Acetoin-Biosynthesis	Acetyl-CoA-Biosynthesis	Acetyl-CoA-Butyrate	Acid-Resistance	Activation	Alcohol-Degradation	Aldehyde-Degradation	Amino-Acid-Biosynthesis	Amino-Acid-Degradation	Aminoacyl-tRNAs-Charging	Antibiotic-Resistance	Arsenate-Detoxification	Butanediol-Biosynthesis	C1-COMPOUNDS	C4 photosynthetic carbon assimilation cycle, NAD-ME type	C4 photosynthetic carbon assimilation cycle, NADP-ME type	C4 photosynthetic carbon assimilation cycle, PEPCK type	CARBOXYLATES-DEG	CHEMOAUTOTROPHIC-ENERGY-METABOLISM	CHLORINATED-COMPOUNDS-DEG	Carbohydrates-Biosynthesis	Carbohydrates-Degradation	Cell-Structure-Biosynthesis	Cofactor-Biosynthesis	Cyanide-Detoxification	Electron-Transfer	Entner-Duodoroff-Pathways	Fatty-Acid-and-Lipid-Degradation	GLYCOLYSIS-VARIANTS	HORMONE-DEG	HORMONE-SYN	Hydrogen-Production	Interconversion	Lipid-Biosynthesis	METHANOGENESIS	Mercury-Detoxification	Metabolic-Regulators	NADH repair	NUCLEO-DEG	Noncarbon-Nutrients	Nucleotide-Biosynthesis	OTHER-ENERGY	Other-Degradation	Other-biosynthesis	Pentose-Phosphate-Cycle	Polyamine-Biosynthesis	Polymer-Degradation	Protein-Degradation	Protein-Modification	Pyruvate-Degradation	Rubisco shunt	SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-DEGRADATION	Siderophores-Biosynthesis	Steroids-Degradation	TCA-VARIANTS	anaerobic energy metabolism (invertebrates, cytosol)	anaerobic energy metabolism (invertebrates, mitochondrial)	ascorbate glutathione cycle	benzoate fermentation (to acetate and cyclohexane carboxylate)	bisabolene biosynthesis	chitin degradation to ethanol	citrulline biosynthesis	crotonate fermentation (to acetate and cyclohexane carboxylate)	detoxification of reactive carbonyls in chloroplasts	ethylene biosynthesis IV	ethylene glycol biosynthesis	ethylmalonyl pathway	farnesylcysteine salvage pathway	fluoroacetate degradation	glutathione-mediated detoxification II	glyoxylate cycle	heterolactic fermentation	isopropanol biosynthesis	lactate biosynthesis (archaea)	long chain fatty acid ester synthesis for microdiesel production	methyl ketone biosynthesis	methylaspartate cycle	mixed acid fermentation	mycothiol-mediated detoxification	oxidized GTP and dGTP detoxification	photorespiration	photosynthesis light reactions	photosynthetic 3-hydroxybutyrate biosynthesis	pyruvate fermentation to hexanol	sedoheptulose bisphosphate bypass	succinate fermentation to butyrate	superoxide radicals degradation	superpathway of C28 brassinosteroid biosynthesis	superpathway of glycolysis and Entner-Doudoroff	superpathway of glyoxylate cycle and fatty acid degradation
CAMDA23_MetaSUB_gCSD16_DEN_8	DEN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	40.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_9	DEN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	2.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMDA23_MetaSUB_gCSD16_DOH_1	DOH	0.0	0.0	0.0	0.0	5.0	0.0	2.0	1.0	0.0	0.0	14.333333333333332	27.0	2.833333333333333	8.0	25.5	15.5	2.0	2.0	0.0	3.0	11.833333333333334	8.0	97.03571428571428	64.75	1.3636363636363635	3.0	4.5	12.0	9.221428571428572	2.2	0.0	0.0	24.0	1.0	6.666666666666666	71.67619047619047	27.25	25.85	89.46666666666667	1.0	0.0	0.0	34.0	12.035714285714285	3.5	23.0	0.0	8.0	76.0	0.0	1.0	0.0	0.0	10.0	65.33333333333333	58.5	1.0	4.0	8.0	5.0	17.5	6.0	2.0	0.0	19.5	0.0	315.72222222222223	34.83333333333333	0.0	6.844444444444445	14.666666666666668	1.8571428571428568	2.833333333333333	0.0	0.0	0.0	1.6666666666666667	0.0	0.0	3.7777777777777777	1.0	0.0	0.0	0.0	0.0	0.0	1.25	1.5555555555555556	0.0	3.5	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	2.6666666666666665	3.0	0.0	0.0	4.0	0.0	1.5	1.0
CAMDA23_MetaSUB_gCSD16_DOH_10	DOH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	10.666666666666668	12.0	1.3333333333333333	7.25	31.0	9.0	1.5	0.0	0.0	6.0	14.333333333333332	2.0	49.083333333333336	29.5	1.5833333333333333	1.0	0.0	2.0	8.733333333333333	1.3333333333333333	1.0	0.0	11.0	1.5	2.0	42.128571428571426	12.571428571428571	26.35	56.166666666666664	0.0	1.0	0.0	20.166666666666664	7.007142857142857	3.5	22.1	0.0	3.333333333333333	80.27941176470588	0.0	1.0	1.0	0.0	7.5	26.0	28.75	2.0	1.0	7.5	2.0	12.0	11.0	0.0	1.0	9.0	0.0	307.7506493506493	23.333333333333332	2.0	1.6666666666666667	11.356349206349206	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.6666666666666665	0.0	0.0	0.0	1.0	0.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
CAMDA23_MetaSUB_gCSD16_DOH_11	DOH	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	9.0	9.0	3.0	2.0	12.0	3.0	1.0	0.0	0.0	0.0	2.0	1.0	20.5	14.0	1.0	0.0	0.0	0.0	2.5	1.0	0.0	0.0	2.0	0.0	0.0	21.5	0.0	4.0	27.0	0.0	0.0	1.0	8.0	1.0	2.666666666666667	9.0	0.0	1.5	21.561290322580646	0.0	0.0	0.0	0.0	3.25	8.833333333333332	15.0	0.0	4.0	1.0	1.0	6.0	3.0	0.0	0.0	2.0	0.0	145.51839826839827	7.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DOH_12	DOH	0.0	3.333333333333333	0.0	1.0	7.0	0.0	12.0	3.0	7.0	7.0	103.66666666666667	99.08333333333333	19.6	95.16666666666667	328.9642857142857	46.0	8.0	3.333333333333333	2.0	35.5	80.66666666666666	36.333333333333336	420.0388888888889	375.4166666666667	5.6	6.5	8.5	52.0	75.20140692640693	5.5	2.6666666666666665	5.25	131.66666666666666	4.2	18.333333333333336	528.3073454323454	304.21666666666664	236.34166666666667	655.6111111111111	1.0	5.0	8.8	201.4595238095238	58.24242424242424	44.0	188.38030303030303	0.0	33.0	800.7565998329156	39.0	1.0	3.333333333333333	0.0	113.4968253968254	392.4166666666667	258.03333333333336	12.75	87.21666666666667	98.33333333333333	22.266666666666666	122.08333333333333	88.25	14.0	0.0	79.48333333333333	5.555555555555555	3243.957120691486	275.0833333333333	14.25	68.3	56.21031746031746	5.428571428571429	5.875	0.0	0.0	7.0	10.25	3.6	0.0	24.33333333333333	2.0	1.0	0.0	7.5	1.0	15.0	4.75	5.75	0.0	14.5	10.5	8.0	6.444444444444445	5.416666666666667	2.0	20.0	3.8	0.0	7.0	9.428571428571429	1.0	0.0	4.0	4.0	5.0	6.25
CAMDA23_MetaSUB_gCSD16_DOH_14	DOH	0.0	3.5	0.0	0.0	5.0	0.0	1.5	2.0	1.0	1.0	26.333333333333336	14.333333333333332	3.625	33.9	83.1	10.5	3.6666666666666665	3.0	1.0	10.333333333333332	21.666666666666664	9.0	109.28174603174602	100.33333333333333	1.6842105263157894	1.0	0.0	12.0	15.63015873015873	1.5	2.0	0.0	35.166666666666664	3.0	5.0	122.76702741702742	60.72727272727273	65.1047619047619	178.43333333333334	0.0	1.0	0.0	58.516666666666666	16.075396825396822	8.5	64.125	1.5	14.333333333333334	209.0262910798122	0.0	0.0	3.0	0.0	21.583333333333332	90.83333333333333	88.36666666666666	6.5	11.0	29.5	5.25	25.3	10.0	2.0	0.0	21.5	1.7142857142857142	1015.8198412698413	73.05	3.0	32.28333333333333	19.9984126984127	1.5	2.5	0.0	0.0	1.0	2.0	1.1666666666666667	0.0	4.333333333333333	2.0	0.0	0.0	1.5	0.0	0.0	2.75	2.0	0.0	0.0	0.0	1.75	2.5	1.7777777777777777	0.0	5.0	1.5	2.6666666666666665	3.0	3.4285714285714284	0.0	0.0	1.0	0.0	2.0	2.333333333333333
CAMDA23_MetaSUB_gCSD16_DOH_15	DOH	0.0	0.0	0.0	0.0	2.0	0.0	1.5	0.0	1.5	1.5	22.666666666666668	18.5	7.5	13.9	57.0	12.0	2.333333333333333	0.0	0.0	13.0	21.166666666666668	12.0	103.10833333333333	67.25	2.111111111111111	1.0	2.0	22.0	21.076190476190476	1.4285714285714286	0.0	1.4285714285714286	27.0	3.333333333333333	5.0	159.43333333333334	69.5	46.00714285714285	175.41666666666666	0.0	2.0	2.0	40.15	16.56388888888889	8.0	58.5	0.0	10.0	155.11648351648353	0.0	0.0	0.0	0.0	15.033333333333333	94.83333333333333	90.50555555555556	4.0	13.233333333333334	13.333333333333332	10.399999999999999	33.583333333333336	25.833333333333332	6.0	1.0	18.333333333333332	2.571428571428572	780.9684242657927	85.5	0.0	9.844444444444445	19.576190476190476	1.6	2.333333333333333	0.0	0.0	1.5	2.0	1.2	0.0	8.777777777777779	1.0	0.0	0.0	2.5	0.0	4.0	1.6666666666666667	2.25	0.0	6.0	0.0	2.0	2.4	2.0	0.0	2.0	1.75	1.0	2.6666666666666665	3.4	0.0	1.0	3.0	0.0	3.5	1.75
CAMDA23_MetaSUB_gCSD16_DOH_2	DOH	0.0	8.0	1.0	1.0	11.0	0.0	9.5	2.5	0.0	0.0	85.66666666666666	88.16666666666667	7.555555555555555	42.56666666666666	236.4	23.5	4.333333333333333	9.0	0.0	25.0	63.5	25.0	309.66626984126987	243.25	3.7777777777777777	1.0	5.5	28.0	58.19126984126984	4.571428571428571	1.0	4.142857142857143	80.0	4.25	14.0	349.5719696969697	165.9595238095238	137.4047619047619	423.2623015873016	1.0	3.0	2.5	171.18333333333334	38.23409090909091	30.5	118.15151515151516	0.0	24.666666666666668	485.1598393574297	23.0	6.0	2.5	0.0	57.31309523809524	245.83333333333334	155.15	11.666666666666668	31.333333333333332	60.33333333333333	14.866666666666667	74.5	58.75	14.0	0.0	60.333333333333336	3.4285714285714284	2107.5539911842543	198.08333333333334	3.0	40.511111111111106	43.923809523809524	4.285714285714286	4.375	0.0	0.0	0.0	9.0	2.5	0.0	11.77777777777778	4.0	1.0	5.0	4.0	2.0	11.5	4.25	4.466666666666667	0.0	0.0	0.0	8.0	4.5	4.6	5.0	7.0	6.0	3.0	6.333333333333333	7.571428571428571	0.0	0.0	4.5	7.0	5.0	4.25
CAMDA23_MetaSUB_gCSD16_DOH_3	DOH	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	2.0	15.0	2.5	3.0	3.0	3.0	1.0	0.0	0.0	1.0	4.0	2.0	32.833333333333336	20.0	1.75	1.0	0.0	2.0	3.6	1.0	0.0	0.0	4.5	1.0	2.0	21.0	8.0	7.0	32.5	1.0	0.0	0.0	9.5	5.0	1.0	4.0	1.0	0.0	16.625	0.0	0.0	0.0	0.0	5.0	16.833333333333332	10.666666666666666	2.5	3.333333333333333	4.0	2.0	8.0	1.0	0.0	0.0	11.75	0.0	54.0	7.0	0.0	2.0	7.783333333333333	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.125	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0	1.6666666666666667	1.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DOH_4	DOH	0.0	0.0	0.0	0.0	2.0	0.0	2.0	1.0	1.5	1.5	16.0	11.0	6.888888888888889	10.6	39.5	3.0	2.333333333333333	0.0	0.0	8.333333333333332	13.666666666666668	9.0	79.83095238095238	56.833333333333336	1.6666666666666667	0.0	1.0	16.0	17.79047619047619	1.75	1.5	0.0	20.25	2.0	1.0	84.5297619047619	46.03787878787879	43.35	153.66666666666666	0.0	3.0	0.0	17.0	18.31111111111111	4.5	29.0	0.0	6.666666666666667	111.02650103519669	0.0	1.0	0.0	0.0	10.5	77.33333333333333	65.01666666666667	1.0	8.4	8.0	6.2	26.25	16.833333333333332	2.0	1.0	14.166666666666666	1.2857142857142858	584.0111111111111	57.55	0.0	3.0	16.198809523809523	1.6666666666666667	2.125	0.0	0.0	1.5	2.333333333333333	1.5	0.0	6.333333333333333	1.0	0.0	0.0	3.0	0.0	4.0	2.0	1.75	0.0	4.5	0.0	0.0	1.7777777777777777	1.7777777777777777	0.0	2.0	4.0	1.0	1.6666666666666667	0.0	1.0	0.0	3.0	0.0	3.0	1.3333333333333333
CAMDA23_MetaSUB_gCSD16_DOH_5	DOH	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	11.666666666666668	7.0	1.0	7.333333333333333	16.0	8.0	1.6666666666666667	0.0	0.0	5.333333333333333	6.0	6.0	63.43571428571428	13.833333333333332	1.5333333333333334	0.0	1.0	6.0	8.095238095238095	0.0	0.0	0.0	7.5	0.0	0.0	67.0	12.583333333333332	20.976190476190474	78.48333333333333	0.0	1.0	0.0	23.15	7.533333333333333	3.0	17.0	1.0	5.666666666666667	53.85144927536232	2.333333333333333	1.0	0.0	0.0	8.75	34.0	34.333333333333336	0.0	3.2	8.5	6.666666666666667	15.5	3.0	2.0	0.0	4.0	1.6	269.87303193882144	16.0	0.0	2.5	6.783333333333333	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.4444444444444446	0.0	0.0	0.0	1.5	0.0	0.0	1.3333333333333333	1.3333333333333333	0.0	0.0	0.0	2.0	0.0	1.0	1.0	4.0	1.5	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0
CAMDA23_MetaSUB_gCSD16_DOH_6	DOH	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	9.666666666666666	8.0	1.2	8.0	21.0	5.5	2.0	0.0	0.0	5.666666666666667	9.5	5.0	46.25	35.5	1.2222222222222223	0.0	1.0	6.0	8.7	0.0	0.0	0.0	13.0	1.0	0.0	64.66031746031746	15.6	25.0	66.06666666666666	0.0	0.0	0.0	9.833333333333332	11.689285714285715	1.0	15.533333333333333	0.0	2.0	66.5	0.0	1.0	0.0	0.0	11.5	39.0	39.983333333333334	0.0	2.5	6.833333333333333	0.0	11.666666666666668	8.0	0.0	1.0	8.0	0.0	313.20403615991853	13.0	5.0	0.0	8.916666666666666	1.6666666666666667	1.4	0.0	0.0	0.0	0.0	0.0	0.0	1.8888888888888888	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4444444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.5	0.0	0.0	0.0	4.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_DOH_8	DOH	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	6.0	2.0	0.0	1.0	4.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	9.5	7.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	7.0	1.0	2.0	10.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	4.0	7.5	1.0	1.0	1.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	30.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMDA23_MetaSUB_gCSD16_DOH_9	DOH	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	14.0	10.0	1.3333333333333333	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	1.0	3.0	1.0	6.0	11.0	0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	23.454545454545453	0.0	0.0	0.0	0.0	3.0	2.0	9.0	0.0	1.0	2.0	0.0	5.0	1.0	0.0	0.0	1.0	0.0	15.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
CAMDA23_MetaSUB_gCSD16_ILR_1	ILR	0.0	22.666666666666668	2.0	7.666666666666667	24.0	2.0	44.0	11.0	21.0	21.0	449.0	453.5833333333333	100.7	479.3333333333333	1861.388888888889	167.5	36.0	24.25	34.0	162.25	325.6666666666667	250.66666666666666	1838.501984126984	1759.6777777777777	26.6	44.0	30.25	331.0	321.79574314574313	22.625	16.0	22.75	707.3333333333334	55.6	170.08333333333334	2939.1978105228104	1535.607142857143	1202.7666666666667	3306.41056998557	7.0	16.0	48.0	1037.4595238095237	246.34393939393937	204.75	1022.3	35.0	218.66666666666663	4129.827380952381	169.46666666666664	2.5	15.666666666666666	1.0	539.0348484848485	1897.3666666666668	1012.7515151515152	79.25	371.225	341.6666666666667	90.06666666666666	615.1666666666666	533.1166666666667	52.0	1.0	365.1190476190476	24.11111111111111	17679.324292520345	1542.2436507936509	59.5	340.9428571428572	238.1515873015873	22.0	25.55555555555556	4.0	3.0	21.0	37.0	12.857142857142858	19.6	133.88888888888889	16.0	4.0	27.5	41.5	5.0	80.75	19.25	22.11764705882353	17.333333333333332	61.333333333333336	42.5	53.5	22.5	24.23076923076923	2.0	85.0	19.0	25.0	29.0	47.125	12.0	14.166666666666666	34.5	27.0	19.0	30.75
CAMDA23_MetaSUB_gCSD16_ILR_10	ILR	0.0	28.33333333333333	1.0	4.666666666666667	31.0	1.0	56.5	12.5	24.5	24.5	453.0	505.3333333333333	99.4	553.3	2152.875	148.0	36.333333333333336	29.75	36.0	181.5	316.6666666666667	279.0	2187.656746031746	1971.7777777777778	34.5	34.66666666666667	33.75	386.0	371.36006493506494	27.0	16.0	27.125	695.3333333333334	101.6	175.58333333333334	3395.65670995671	1874.0642857142857	1479.429761904762	3915.9949855699856	8.0	10.0	48.26190476190476	1037.1714285714286	306.8818181818182	211.5	1150.401515151515	82.5	282.3333333333333	4607.352733164272	215.0	6.5	20.5	0.0	623.35101010101	2189.5833333333335	1269.101515151515	68.73333333333333	400.35	461.5	89.6	759.6166666666667	618.8166666666666	44.0	0.0	534.2333333333333	25.55555555555556	20977.466306938673	1769.3722222222223	22.833333333333332	380.27777777777777	217.81785714285712	27.428571428571427	27.55555555555556	5.0	2.5	24.5	38.25	16.857142857142858	20.8	141.33333333333334	18.0	1.0	13.0	47.5	5.0	84.75	17.25	29.58823529411765	24.25	67.33333333333333	0.0	37.25	18.428571428571427	27.153846153846157	0.0	85.0	25.5	36.5	37.5	53.75	15.0	14.333333333333334	33.0	41.0	21.0	25.25
CAMDA23_MetaSUB_gCSD16_ILR_11	ILR	0.0	23.666666666666668	1.0	8.333333333333334	34.5	0.0	49.0	12.0	34.0	34.0	476.6666666666667	374.8333333333333	116.5	723.6666666666666	2208.975	162.0	44.333333333333336	22.75	54.0	198.25	347.75	271.6666666666667	2288.623015873016	1952.6555555555556	33.55	27.666666666666668	21.0	434.0	317.4863275613276	20.875	9.0	20.375	725.6666666666666	54.6	195.16666666666669	3706.165626040626	2117.390476190476	1723.695238095238	4114.399350649351	4.0	21.0	41.93333333333334	984.097619047619	295.08636363636367	196.0	1375.6227272727274	41.5	322.3333333333333	5510.323350041771	260.0666666666666	1.0	26.166666666666668	1.0	675.6050505050505	2532.5833333333335	1277.8824675324674	73.26666666666667	426.2	454.0	109.66666666666667	796.0666666666667	676.3666666666667	40.0	3.0	441.1047619047619	26.55555555555556	25013.593483125063	1859.2674603174603	23.0	434.8222222222222	196.04126984126984	19.142857142857142	30.125	17.0	2.0	34.0	41.75	20.571428571428573	26.5	158.66666666666666	22.0	4.0	14.75	53.0	1.0	120.0	16.0	28.058823529411764	19.25	74.66666666666667	44.0	27.5	17.307692307692307	24.615384615384617	0.0	89.5	21.166666666666668	39.0	36.5	54.375	14.0	13.4	19.5	10.0	27.0	22.25
CAMDA23_MetaSUB_gCSD16_ILR_12	ILR	0.0	19.0	0.0	3.5	54.0	0.0	49.0	12.5	19.0	19.0	393.0	387.9166666666667	66.7	404.5333333333333	1462.0916666666667	145.5	23.33333333333333	19.0	22.0	105.5	286.0	184.0	1681.1809523809525	1457.911111111111	23.05	28.666666666666668	26.75	220.0	261.3665945165945	20.625	16.0	20.875	540.5	43.6	114.33333333333331	2372.589726939727	1060.520238095238	981.0869047619047	2628.9367965367965	5.0	5.0	39.8	812.8714285714286	215.6939393939394	155.16666666666669	790.040404040404	29.5	174.0	3239.7714285714287	147.0	6.5	13.0	0.0	440.0272727272727	1543.6666666666667	844.880303030303	62.0	278.1666666666667	365.1666666666667	89.73333333333332	515.4166666666666	427.4	40.0	1.0	347.6904761904762	22.444444444444443	13882.126941041415	1178.9	52.0	293.9555555555556	180.58373015873016	19.714285714285715	20.77777777777778	7.0	5.0	19.0	33.75	11.142857142857142	17.0	103.33333333333331	12.0	0.0	13.25	28.0	4.0	60.75	15.25	20.058823529411764	12.75	40.0	26.0	36.25	18.454545454545453	18.46153846153846	0.0	67.0	15.0	27.0	28.0	36.75	9.0	10.0	29.5	31.0	20.5	21.5
CAMDA23_MetaSUB_gCSD16_ILR_13	ILR	0.0	17.666666666666668	1.0	5.666666666666667	30.5	0.0	49.5	11.0	23.0	23.0	446.0	323.1666666666667	109.7	564.2333333333333	1861.2333333333333	124.5	39.333333333333336	12.0	40.0	160.5	312.66666666666663	267.6666666666667	1900.265873015873	1650.211111111111	29.05	38.33333333333333	25.5	430.0	284.58174603174604	18.25	8.333333333333334	17.5	684.1666666666666	41.2	175.91666666666666	3130.760989010989	2136.375	1406.45	3523.3513347763346	5.0	14.0	37.23809523809524	945.0547619047619	254.93636363636364	184.66666666666666	1092.3666666666668	27.0	292.3333333333333	4231.994322344322	219.33333333333334	3.0	20.33333333333333	2.0	541.1732323232324	2147.15	1094.45	51.8	358.68333333333334	356.0	95.73333333333332	677.05	708.2166666666667	34.0	0.0	358.8857142857143	26.875	20181.757833832835	1842.461111111111	13.0	328.65	165.2892857142857	23.6	22.55555555555556	13.0	2.0	23.0	34.75	14.0	18.0	147.77777777777777	15.0	5.0	11.666666666666666	46.0	2.0	93.0	13.75	23.235294117647054	12.25	73.0	0.0	23.0	15.333333333333334	20.153846153846157	2.0	64.0	25.6	40.0	32.25	47.875	15.0	6.0	20.0	11.0	21.5	19.0
CAMDA23_MetaSUB_gCSD16_ILR_14	ILR	0.0	12.0	0.0	5.333333333333333	21.0	0.0	25.0	5.0	11.5	11.5	248.0	222.41666666666666	54.9	339.9	1056.1916666666666	83.0	17.0	10.5	23.0	95.0	192.66666666666666	145.33333333333334	1132.9678571428572	1038.3333333333333	15.0	13.666666666666666	11.5	242.0	167.64761904761903	10.875	4.666666666666667	9.875	386.66666666666663	20.0	98.75	1889.6155677655677	1118.5119047619048	798.775	1952.7963564213564	7.0	13.0	18.404761904761905	516.4714285714285	151.9378787878788	93.83333333333333	637.1868686868687	10.0	142.66666666666666	2530.8	128.08333333333331	0.0	11.333333333333334	0.0	299.78131313131314	1271.3333333333333	575.5333333333333	37.16666666666667	175.56666666666666	221.0	54.93333333333334	404.48333333333335	315.51666666666665	18.0	0.0	205.83333333333334	15.875	11848.599131570185	973.4936507936508	16.0	201.65555555555557	100.80119047619047	14.6	12.0	9.0	2.0	11.5	21.5	12.166666666666666	12.0	87.66666666666667	9.0	1.5	14.0	25.5	4.0	58.5	9.25	12.9375	10.0	62.0	0.0	11.75	10.7	11.0	1.0	38.5	11.2	0.0	17.75	22.8	7.0	5.0	11.5	8.0	11.0	11.0
CAMDA23_MetaSUB_gCSD16_ILR_15	ILR	0.0	23.0	2.0	4.666666666666667	29.5	0.0	59.5	16.0	33.0	33.0	596.6666666666667	454.6666666666667	137.9	629.4	2135.633333333333	163.0	45.333333333333336	22.75	50.0	193.75	369.0833333333333	281.33333333333337	2349.3694444444445	2042.0277777777778	36.0	56.5	37.5	421.0	387.83697691197693	23.625	14.333333333333334	22.75	788.25	73.4	187.5	3834.9489177489177	2211.054761904762	1597.9896825396825	4239.376226551227	10.0	16.0	54.07142857142857	1131.2238095238095	320.32575757575756	222.83333333333334	1284.3727272727274	49.0	330.0	5338.063496759651	239.6	7.5	22.83333333333333	2.0	681.8262626262626	2511.733333333333	1347.25	74.58333333333333	451.6666666666667	505.0	121.06666666666666	842.45	776.4	42.0	0.0	514.2142857142857	27.8	23117.81983323694	2078.0055555555555	46.66666666666667	419.1111111111111	250.89960317460316	26.285714285714285	26.55555555555556	17.0	4.0	33.0	40.5	17.285714285714285	22.75	170.0	20.0	2.5	26.5	48.0	6.0	104.25	22.5	31.647058823529413	18.25	72.33333333333333	47.0	37.5	23.08333333333333	30.53846153846154	1.0	98.0	31.0	79.0	40.0	54.125	15.0	11.5	33.5	30.0	31.5	29.25
