"OTU","Level","abundance","Kingdom","Phylum","Class","Order","Family","Genus"
"125216","Family",5895356,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA
"1873","Family",5877991,"Bacteria","Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae",NA
"44249","Family",5773874,"Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae",NA
"2067415","Family",5683922,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae",NA
"1827","Family",5467685,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae",NA
"2482728","Family",4529569,"Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA
"2591145","Family",4376173,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Cellulomonadaceae",NA
"237","Family",3675377,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA
"2053","Family",3564189,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Gordoniaceae",NA
"1288636","Family",3364490,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Ornithinimicrobiaceae",NA
"490","Family",3078239,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae",NA
"2725666","Family",3072730,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae",NA
"613","Family",3062312,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae",NA
"1458307","Family",3045312,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae",NA
"1274","Family",2926982,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Dermacoccaceae",NA
"391953","Family",2910365,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae",NA
"556288","Family",2813982,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Dermabacteraceae",NA
"2986924","Family",2790352,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Brucellaceae",NA
"165179","Family",2218173,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA
"729","Family",2202247,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae",NA
"642","Family",2123432,"Bacteria","Pseudomonadota","Gammaproteobacteria","Aeromonadales","Aeromonadaceae",NA
"2575923","Family",2099886,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Brevibacteriaceae",NA
"2702","Family",1939627,"Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae",NA
"22","Family",1795720,"Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Shewanellaceae",NA
"51665","Family",1645995,"Bacteria","Bacillota","Bacilli","Lactobacillales","Aerococcaceae",NA
"29466","Family",1566693,"Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae",NA
"1260","Family",1436449,"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae",NA
"2745","Family",1349324,"Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Halomonadaceae",NA
"2722752","Family",1093795,"Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Iamiaceae",NA
"1350","Family",1056327,"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae",NA
"853","Family",1056010,"Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae",NA
"1710","Family",1052246,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Promicromonosporaceae",NA
"122277","Family",1034184,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae",NA
"816","Family",1019969,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae",NA
"2528964","Family",1000164,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae",NA
"851","Family",923404,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae",NA
"46165","Family",918763,"Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Thermomonosporaceae",NA
"2774137","Family",915651,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae",NA
"323415","Family",910905,"Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae",NA
"662","Family",901895,"Bacteria","Pseudomonadota","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA
"83451","Family",888264,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Archangiaceae",NA
"1909395","Family",876920,"Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Streptosporangiaceae",NA
"46124","Family",873653,"Bacteria","Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae",NA
"1842539","Family",869513,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Boseaceae",NA
"2502779","Family",850434,"Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae",NA
"2813578","Family",814970,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA
"1505","Family",789318,"Bacteria","Bacillota","Clostridia","Eubacteriales","Peptostreptococcaceae",NA
"85643","Family",764498,"Bacteria","Pseudomonadota","Betaproteobacteria","Rhodocyclales","Zoogloeaceae",NA
"1177","Family",729239,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Nostocaceae",NA
"2906072","Family",703042,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Aurantimonadaceae",NA
"1323731","Family",698246,"Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Nocardiopsaceae",NA
"535","Family",671018,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Chromobacteriaceae",NA
"564064","Family",658367,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cytophagaceae",NA
"157687","Family",642730,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae",NA
"584","Family",631631,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae",NA
"56","Family",625171,"Bacteria","Myxococcota","Myxococcia","Polyangiales","Polyangiaceae",NA
"2528023","Family",579105,"Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae",NA
"53461","Family",545867,"Bacteria","Actinomycetota","Actinomycetes","Nakamurellales","Nakamurellaceae",NA
"3019969","Family",527978,"Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Chromatiaceae",NA
"191495","Family",517574,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Conexibacteraceae",NA
"1644061","Family",496180,"Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae",NA
"2602016","Family",486834,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",NA
"298654","Family",456773,"Bacteria","Actinomycetota","Actinomycetes","Frankiales","Frankiaceae",NA
"57704","Family",450440,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Tsukamurellaceae",NA
"2878391","Family",427018,"Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Haloarculaceae",NA
"2909339","Family",423621,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Spirosomaceae",NA
"404405","Family",420148,"Bacteria","Pseudomonadota","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae",NA
"674703","Family",412644,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae",NA
"28198","Family",410778,"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae",NA
"199","Family",394252,"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae",NA
"2527974","Family",390189,"Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae",NA
"1437009","Family",376493,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylocystaceae",NA
"2997333","Family",372530,"Bacteria","Actinomycetota","Rubrobacteria","Rubrobacterales","Baekduiaceae",NA
"1636152","Family",366848,"Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae",NA
"2171623","Family",361682,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Beutenbergiaceae",NA
"2675754","Family",357185,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Ruaniaceae",NA
"2918170","Family",355081,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae",NA
"121719","Family",350607,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae",NA
"182640","Family",348171,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Kribbellaceae",NA
"2714931","Family",346024,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Sanguibacteraceae",NA
"712435","Family",344059,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae",NA
"2961599","Family",337089,"Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae",NA
"2756","Family",335380,"Bacteria","Bacillota","Bacilli","Bacillales","Listeriaceae",NA
"876","Family",328088,"Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae",NA
"2743089","Family",320385,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae",NA
"2182432","Family",300738,"Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae",NA
"1760988","Family",296070,"Bacteria","Pseudomonadota","Gammaproteobacteria","Methylococcales","Methylococcaceae",NA
"437897","Family",285696,"Bacteria","Bacillota","Negativicutes","Selenomonadales","Selenomonadaceae",NA
"712710","Family",268222,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae",NA
"392734","Family",263059,"Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae",NA
"76259","Family",241553,"Bacteria","Pseudomonadota","Betaproteobacteria","Rhodocyclales","Azonexaceae",NA
"1353136","Family",237160,"Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae",NA
"2102","Family",226614,"Bacteria","Mycoplasmatota","Mollicutes","Mycoplasmatales","Mycoplasmataceae",NA
"2528010","Family",225421,"Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae",NA
"35554","Family",216235,"Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Geobacterales","Geobacteraceae",NA
"1940610","Family",215928,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phreatobacteraceae",NA
"2303332","Family",211727,"Bacteria","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae",NA
"2661630","Family",207677,"Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae",NA
"635","Family",198509,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Hafniaceae",NA
"84112","Family",195998,"Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae",NA
"270","Family",195987,"Bacteria","Deinococcota","Deinococci","Thermales","Thermaceae",NA
"1547898","Family",195725,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae",NA
"1752064","Family",180890,"Bacteria","Cyanobacteriota","Cyanophyceae","Pseudanabaenales","Leptolyngbyaceae",NA
"2742","Family",178656,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae",NA
"158","Family",175555,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Treponemataceae",NA
"28108","Family",170243,"Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA
"114527","Family",166985,"Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriales Family XIII. Incertae Sedis",NA
"328813","Family",164189,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae",NA
"2995304","Family",154313,"Bacteria","Myxococcota","Myxococcia","Nannocystales","Nannocystaceae",NA
"2259335","Family",151816,"Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae",NA
"2995170","Family",144149,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA
"1842540","Family",143786,"Bacteria","Pseudomonadota","Betaproteobacteria","Nitrosomonadales","Sterolibacteriaceae",NA
"1982626","Family",140118,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae",NA
"1219","Family",136646,"Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae",NA
"1702325","Family",136401,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Chelatococcaceae",NA
"446","Family",131833,"Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae",NA
"2303331","Family",126964,"Bacteria","Pseudomonadota","Gammaproteobacteria","Nevskiales","Sinobacteraceae",NA
"2593653","Family",123141,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Parvibaculaceae",NA
"2904242","Family",110213,"Bacteria","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Microbulbiferaceae",NA
"210","Family",103748,"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae",NA
"2132","Family",97086,"Bacteria","Mycoplasmatota","Mollicutes","Entomoplasmatales","Spiroplasmataceae",NA
"1564","Family",96428,"Bacteria","Bacillota","Clostridia","Eubacteriales","Peptococcaceae",NA
"44577","Family",87437,"Bacteria","Pseudomonadota","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA
"137584","Family",83861,"Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Colwelliaceae",NA
"2881052","Family",81360,"Bacteria","Pseudomonadota","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae",NA
"2208","Family",81335,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae",NA
"405","Family",71667,"Bacteria","Pseudomonadota","Betaproteobacteria","Nitrosomonadales","Methylophilaceae",NA
"1288970","Family",60846,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae",NA
"274537","Family",51052,"Bacteria","Chlorobiota","Chlorobiia","Chlorobiales","Chlorobiaceae",NA
