"OTU","Level","abundance","Kingdom","Phylum","Class","Order","Family","Genus"
"2732593","Order",238670,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales",NA,NA
"131568","Order",234687,"Bacteria","Actinomycetota","Actinomycetes","Kineosporiales",NA,NA
"2102","Order",226616,"Bacteria","Mycoplasmatota","Mollicutes","Mycoplasmatales",NA,NA
"2843216","Order",223062,"Bacteria","Actinomycetota","Thermoleophilia","Miltoncostaeales",NA,NA
"35554","Order",216235,"Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Geobacterales",NA,NA
"239935","Order",210596,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales",NA,NA
"1754","Order",204132,"Bacteria","Bacillota","Clostridia","Thermoanaerobacterales",NA,NA
"84112","Order",195998,"Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales",NA,NA
"270","Order",195987,"Bacteria","Deinococcota","Deinococci","Thermales",NA,NA
"2944128","Order",195620,"Bacteria","Actinomycetota","Actinomycetes","Jatrophihabitantales",NA,NA
"446","Order",189117,"Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales",NA,NA
"262","Order",181956,"Bacteria","Pseudomonadota","Gammaproteobacteria","Thiotrichales",NA,NA
"1882749","Order",181653,"Bacteria","Verrucomicrobiota","Opitutae","Opitutales",NA,NA
"2995304","Order",154313,"Bacteria","Myxococcota","Myxococcia","Nannocystales",NA,NA
"2303331","Order",151551,"Bacteria","Pseudomonadota","Gammaproteobacteria","Nevskiales",NA,NA
"2132","Order",123764,"Bacteria","Mycoplasmatota","Mollicutes","Entomoplasmatales",NA,NA
"2802975","Order",114183,"Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Desulfuromonadales",NA,NA
"83564","Order",110833,"Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales",NA,NA
"304895","Order",107194,"Bacteria","Actinomycetota","Actinomycetes","Catenulisporales",NA,NA
"2718","Order",103628,"Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales",NA,NA
"80816","Order",90246,"Bacteria","Myxococcota","Myxococcia","Haliangiales",NA,NA
"1196095","Order",87816,"Bacteria","Pseudomonadota","Gammaproteobacteria","Orbales",NA,NA
"2173","Order",85657,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales",NA,NA
"1873716","Order",84182,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomonadales",NA,NA
"2899133","Order",81451,"Bacteria","Candidatus Saccharibacteria","Candidatus Saccharimonadia","Candidatus Nanosynbacterales",NA,NA
"2208","Order",81335,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales",NA,NA
"1675686","Order",78649,"Bacteria","Pseudomonadota","Gammaproteobacteria","Acidiferrobacterales",NA,NA
"1891644","Order",77897,"Bacteria","Actinomycetota","Actinomycetes","Sporichthyales",NA,NA
"283811","Order",76663,"Bacteria","Actinomycetota","Actinomycetes","Glycomycetales",NA,NA
"1810504","Order",74511,"Bacteria","Pseudomonadota","Gammaproteobacteria","Immundisolibacterales",NA,NA
"2029849","Order",74068,"Bacteria","Pseudomonadota","Alphaproteobacteria","Maricaulales",NA,NA
"28182","Order",70284,"Bacteria","Spirochaetota","Spirochaetia","Leptospirales",NA,NA
"332249","Order",68568,"Bacteria","Deinococcota","Deinococci","Trueperales",NA,NA
"651822","Order",68106,"Bacteria","Synergistota","Synergistia","Synergistales",NA,NA
"547188","Order",64705,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales",NA,NA
"959","Order",63257,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales",NA,NA
"41673","Order",63213,"Archaea","Thermoproteota","Thermoprotei","Sulfolobales",NA,NA
"2807512","Order",62409,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales",NA,NA
"1608957","Order",61273,"Bacteria","Actinomycetota","Nitriliruptoria","Euzebyales",NA,NA
"1670830","Order",60332,"Bacteria","Actinomycetota","Nitriliruptoria","Egicoccales",NA,NA
"894","Order",59112,"Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales",NA,NA
"2098","Order",58727,"Bacteria","Mycoplasmatota","","Mycoplasmoidales",NA,NA
"52584","Order",58693,"Bacteria","Spirochaetota","Spirochaetia","Brachyspirales",NA,NA
"2292766","Order",58001,"Bacteria","","Deltaproteobacteria","Bradymonadales",NA,NA
"45989","Order",56734,"Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales",NA,NA
"2682810","Order",56702,"Bacteria","Bacillota","Clostridia","Halanaerobiales",NA,NA
"102116","Order",55904,"Bacteria","Cyanobacteriota","Cyanophyceae","Pleurocapsales",NA,NA
"274537","Order",55407,"Bacteria","Chlorobiota","Chlorobiia","Chlorobiales",NA,NA
"33059","Order",55272,"Bacteria","Pseudomonadota","Acidithiobacillia","Acidithiobacillales",NA,NA
"1353260","Order",54127,"Archaea","Nitrososphaerota","Nitrososphaeria","Nitrososphaerales",NA,NA
"2681766","Order",53760,"Bacteria","Bacteroidota","Bacteroidia","Marinilabiliales",NA,NA
"33025","Order",52719,"Bacteria","Bacillota","Negativicutes","Acidaminococcales",NA,NA
"1416614","Order",51200,"Bacteria","Cyanobacteriota","Cyanophyceae","Gloeobacterales",NA,NA
"29552","Order",51048,"Bacteria","Mycoplasmatota","Mollicutes","Acholeplasmatales",NA,NA
"3004094","Order",51002,"Bacteria","Chloroflexota","Tepidiformia","Tepidiformales",NA,NA
"2263","Order",50657,"Archaea","Euryarchaeota","Thermococci","Thermococcales",NA,NA
"2984951","Order",49892,"Bacteria","Thermotogota","Thermotogae","Petrotogales",NA,NA
"42253","Order",49702,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales",NA,NA
"120962","Order",49204,"Bacteria","Chloroflexota","Chloroflexia","Chloroflexales",NA,NA
"29539","Order",47901,"Bacteria","Actinomycetota","Thermoleophilia","Thermoleophilales",NA,NA
"2057","Order",47766,"Bacteria","Thermomicrobiota","Thermomicrobia","Sphaerobacterales",NA,NA
"39152","Order",46165,"Archaea","Euryarchaeota","Methanococci","Methanococcales",NA,NA
"1670831","Order",46077,"Bacteria","Actinomycetota","Nitriliruptoria","Egibacterales",NA,NA
"2421","Order",44361,"Bacteria","Thermotogota","Thermotogae","Thermotogales",NA,NA
"1388755","Order",40566,"Bacteria","Pseudomonadota","Alphaproteobacteria","Pelagibacterales",NA,NA
"1806508","Order",38435,"Bacteria","Chloroflexota","Ardenticatenia","Ardenticatenales",NA,NA
"1473598","Order",37692,"Bacteria","Acidobacteriota","Terriglobia","Bryobacterales",NA,NA
"414996","Order",37576,"Bacteria","Actinomycetota","Actinomycetes","Actinopolysporales",NA,NA
"56947","Order",36371,"Viruses","","Naldaviricetes","Lefavirales",NA,NA
"1582439","Order",34282,"Archaea","Nitrososphaerota","","Nitrosopumilales",NA,NA
"1526572","Order",32682,"Bacteria","Pseudomonadota","Alphaproteobacteria","Parvularculales",NA,NA
"225148","Order",32404,"Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales",NA,NA
"2350","Order",31230,"Bacteria","Bacteroidota","Saprospiria","Saprospirales",NA,NA
"197162","Order",27891,"Bacteria","Deferribacterota","Deferribacteres","Deferribacterales",NA,NA
"1457141","Order",25224,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales",NA,NA
"2183911","Order",25092,"Bacteria","Pseudomonadota","Gammaproteobacteria","Salinisphaerales",NA,NA
"291048","Order",24831,"Bacteria","Campylobacterota","Epsilonproteobacteria","Nautiliales",NA,NA
"2818388","Order",24778,"Bacteria","Acidobacteriota","Holophagae","Acanthopleuribacterales",NA,NA
"960","Order",23991,"Bacteria","Bdellovibrionota","Bacteriovoracia","Bacteriovoracales",NA,NA
"1884905","Order",23638,"Bacteria","Actinomycetota","Actinomycetes","Candidatus Nanopelagicales",NA,NA
"184117","Order",21696,"Archaea","Thermoproteota","Thermoprotei","Thermoproteales",NA,NA
"1555112","Order",20875,"Bacteria","Bacillota","Limnochordia","Limnochordales",NA,NA
"10376","Order",20828,"Viruses","Peploviricota","Herviviricetes","Herpesvirales",NA,NA
"2582913","Order",20430,"Bacteria","Pseudomonadota","Alphaproteobacteria","Emcibacterales",NA,NA
"453230","Order",20102,"Bacteria","Thermodesulfobacteriota","Desulfarculia","Desulfarculales",NA,NA
"10279","Order",20061,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales",NA,NA
"309806","Order",19776,"Bacteria","Aquificota","Aquificae","Aquificales",NA,NA
"86106","Order",19208,"Bacteria","Pseudomonadota","Alphaproteobacteria","Holosporales",NA,NA
"499229","Order",18806,"Bacteria","Bacillota","Clostridia","Thermosediminibacterales",NA,NA
"1295609","Order",18257,"Bacteria","Thermodesulfobacteriota","Thermodesulfobacteria","Thermodesulfobacteriales",NA,NA
"1005039","Order",17984,"Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales",NA,NA
"28049","Order",17916,"Bacteria","Actinomycetota","Actinomycetes","Acidothermales",NA,NA
"56636","Order",17826,"Archaea","Thermoproteota","Thermoprotei","Desulfurococcales",NA,NA
"167964","Order",17391,"Bacteria","Chloroflexota","Anaerolineae","Anaerolineales",NA,NA
"119484","Order",15108,"Bacteria","Thermodesulfobacteriota","Syntrophobacteria","Syntrophobacterales",NA,NA
"133453","Order",15053,"Bacteria","Chloroflexota","Caldilineae","Caldilineales",NA,NA
"2866311","Order",13615,"Bacteria","Verrucomicrobiota","Opitutae","Puniceicoccales",NA,NA
"2493639","Order",13544,"Bacteria","Bdellovibrionota","Oligoflexia","Silvanigrellales",NA,NA
"2023057","Order",13531,"Viruses","Nucleocytoviricota","Megaviricetes","Algavirales",NA,NA
"1936003","Order",13476,"Bacteria","Planctomycetota","Phycisphaerae","Sedimentisphaerales",NA,NA
"301375","Order",13421,"Archaea","Euryarchaeota","Methanomicrobia","Methanotrichales",NA,NA
"1561924","Order",13273,"Bacteria","Pseudomonadota","Gammaproteobacteria","Kangiellales",NA,NA
"2161677","Order",12460,"Bacteria","Pseudomonadota","Alphaproteobacteria","Kordiimonadales",NA,NA
"591197","Order",11770,"Bacteria","Ignavibacteriota","Ignavibacteria","Ignavibacteriales",NA,NA
"1175445","Order",11328,"Archaea","Euryarchaeota","Methanomicrobia","Methanocellales",NA,NA
"2509675","Order",10275,"Bacteria","Chloroflexota","Ktedonobacteria","Ktedonobacterales",NA,NA
