"OTU","Level","abundance","Kingdom","Phylum","Class","Order","Family","Genus"
"1295609","Class",18257,"Bacteria","Thermodesulfobacteriota","Thermodesulfobacteria",NA,NA,NA
"1005039","Class",17984,"Bacteria","Armatimonadota","Fimbriimonadia",NA,NA,NA
"167964","Class",17391,"Bacteria","Chloroflexota","Anaerolineae",NA,NA,NA
"119484","Class",15108,"Bacteria","Thermodesulfobacteriota","Syntrophobacteria",NA,NA,NA
"133453","Class",15053,"Bacteria","Chloroflexota","Caldilineae",NA,NA,NA
"1673428","Class",14389,"Archaea","Candidatus Thermoplasmatota","Thermoplasmata",NA,NA,NA
"61435","Class",14056,"Bacteria","Chloroflexota","Dehalococcoidia",NA,NA,NA
"2493639","Class",13544,"Bacteria","Bdellovibrionota","Oligoflexia",NA,NA,NA
"591197","Class",11770,"Bacteria","Ignavibacteriota","Ignavibacteria",NA,NA,NA
"2509675","Class",10275,"Bacteria","Chloroflexota","Ktedonobacteria",NA,NA,NA
