"OTU","Level","abundance","Kingdom","Phylum","Class","Order","Family","Genus"
"131568","Order",234687,"Bacteria","Actinomycetota","Actinomycetes","Kineosporiales",NA,NA
"2102","Order",226616,"Bacteria","Mycoplasmatota","Mollicutes","Mycoplasmatales",NA,NA
"2843216","Order",223062,"Bacteria","Actinomycetota","Thermoleophilia","Miltoncostaeales",NA,NA
"35554","Order",216235,"Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Geobacterales",NA,NA
"239935","Order",210596,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales",NA,NA
"1754","Order",204132,"Bacteria","Bacillota","Clostridia","Thermoanaerobacterales",NA,NA
"84112","Order",195998,"Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales",NA,NA
"270","Order",195987,"Bacteria","Deinococcota","Deinococci","Thermales",NA,NA
"2944128","Order",195620,"Bacteria","Actinomycetota","Actinomycetes","Jatrophihabitantales",NA,NA
"446","Order",189117,"Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales",NA,NA
"262","Order",181956,"Bacteria","Pseudomonadota","Gammaproteobacteria","Thiotrichales",NA,NA
"1882749","Order",181653,"Bacteria","Verrucomicrobiota","Opitutae","Opitutales",NA,NA
"2995304","Order",154313,"Bacteria","Myxococcota","Myxococcia","Nannocystales",NA,NA
"2303331","Order",151551,"Bacteria","Pseudomonadota","Gammaproteobacteria","Nevskiales",NA,NA
"2132","Order",123764,"Bacteria","Mycoplasmatota","Mollicutes","Entomoplasmatales",NA,NA
"2802975","Order",114183,"Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Desulfuromonadales",NA,NA
"83564","Order",110833,"Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales",NA,NA
"304895","Order",107194,"Bacteria","Actinomycetota","Actinomycetes","Catenulisporales",NA,NA
"2718","Order",103628,"Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales",NA,NA
"80816","Order",90246,"Bacteria","Myxococcota","Myxococcia","Haliangiales",NA,NA
"1196095","Order",87816,"Bacteria","Pseudomonadota","Gammaproteobacteria","Orbales",NA,NA
"1873716","Order",84182,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomonadales",NA,NA
"2208","Order",81335,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales",NA,NA
"1675686","Order",78649,"Bacteria","Pseudomonadota","Gammaproteobacteria","Acidiferrobacterales",NA,NA
"2029849","Order",74068,"Bacteria","Pseudomonadota","Alphaproteobacteria","Maricaulales",NA,NA
"28182","Order",70284,"Bacteria","Spirochaetota","Spirochaetia","Leptospirales",NA,NA
"651822","Order",68106,"Bacteria","Synergistota","Synergistia","Synergistales",NA,NA
"547188","Order",64705,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales",NA,NA
"959","Order",63257,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales",NA,NA
"41673","Order",63213,"Archaea","Thermoproteota","Thermoprotei","Sulfolobales",NA,NA
"894","Order",59112,"Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales",NA,NA
"52584","Order",58693,"Bacteria","Spirochaetota","Spirochaetia","Brachyspirales",NA,NA
"45989","Order",56734,"Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales",NA,NA
"2682810","Order",56702,"Bacteria","Bacillota","Clostridia","Halanaerobiales",NA,NA
"274537","Order",55407,"Bacteria","Chlorobiota","Chlorobiia","Chlorobiales",NA,NA
"33059","Order",55272,"Bacteria","Pseudomonadota","Acidithiobacillia","Acidithiobacillales",NA,NA
"2681766","Order",53760,"Bacteria","Bacteroidota","Bacteroidia","Marinilabiliales",NA,NA
"1416614","Order",51200,"Bacteria","Cyanobacteriota","Cyanophyceae","Gloeobacterales",NA,NA
"2263","Order",50657,"Archaea","Euryarchaeota","Thermococci","Thermococcales",NA,NA
"120962","Order",49204,"Bacteria","Chloroflexota","Chloroflexia","Chloroflexales",NA,NA
"2421","Order",44361,"Bacteria","Thermotogota","Thermotogae","Thermotogales",NA,NA
"2582913","Order",20430,"Bacteria","Pseudomonadota","Alphaproteobacteria","Emcibacterales",NA,NA
