"OTU","Level","abundance","Kingdom","Phylum","Class","Order","Family","Genus"
"38304","Genus",24460060,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
"2861282","Genus",19715001,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"83655","Genus",18567411,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Leclercia"
"185951","Genus",18279758,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"343874","Order",16075272,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales",NA,NA
"343874","Class",16075272,"Bacteria","Bacteroidota","Flavobacteriia",NA,NA,NA
"1270","Genus",15830629,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Micrococcus"
"29370","Genus",12836584,"Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Lacrimispora"
"1275","Genus",12376123,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Kocuria"
"343874","Family",12133394,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae",NA
"407","Family",11832944,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae",NA
"34062","Genus",11778825,"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Moraxella"
"2596915","Order",9917037,"Bacteria","Bacteroidota","Cytophagia","Cytophagales",NA,NA
"2596915","Class",9917037,"Bacteria","Bacteroidota","Cytophagia",NA,NA,NA
"2962858","Genus",9508883,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Niallia"
"407","Genus",8834074,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylobacterium"
"2596915","Family",8507543,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae",NA
"2596915","Genus",8023338,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"262209","Family",7005042,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Intrasporangiaceae",NA
"566","Genus",6654450,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pseudescherichia"
"3025664","Genus",5268123,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"37921","Genus",4915138,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter"
"119219","Genus",4739621,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus"
"262209","Genus",4433102,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Intrasporangiaceae","Janibacter"
"165179","Class",4407862,"Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA
"165179","Order",4354102,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales",NA,NA
"2851567","Genus",4249631,"Bacteria","Actinomycetota","Actinomycetes","Geodermatophilales","Geodermatophilaceae","Modestobacter"
"43675","Genus",3683335,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Rothia"
"861445","Genus",2927152,"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Psychrobacter"
"2482728","Genus",2926351,"Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"546874","Genus",2858266,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Microlunatus"
"556288","Family",2813982,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Dermabacteraceae",NA
"665913","Genus",2789044,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Mixta"
"322509","Family",2781583,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Dietziaceae",NA
"322509","Genus",2781583,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Dietziaceae","Dietzia"
"22","Order",2697058,"Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales",NA,NA
"1274","Genus",2581926,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Dermacoccaceae","Dermacoccus"
"165179","Family",2218173,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA
"1288636","Genus",2119548,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Ornithinimicrobiaceae","Ornithinimicrobium"
"223967","Genus",2108076,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylorubrum"
"2575923","Family",2099886,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Brevibacteriaceae",NA
"2575923","Genus",2099886,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Brevibacteriaceae","Brevibacterium"
"1359","Genus",2096533,"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"225991","Genus",2036773,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas"
"165179","Genus",2022135,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"22","Family",1795720,"Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Shewanellaceae",NA
"22","Genus",1785818,"Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella"
"28901","Genus",1742405,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella"
"1246","Genus",1673835,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc"
"851","Order",1568927,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales",NA,NA
"851","Phylum",1568927,"Bacteria","Fusobacteriota",NA,NA,NA,NA
"851","Class",1568927,"Bacteria","Fusobacteriota","Fusobacteriia",NA,NA,NA
"29466","Order",1566693,"Bacteria","Bacillota","Negativicutes","Veillonellales",NA,NA
"29466","Family",1566693,"Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae",NA
"546871","Genus",1491646,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Friedmanniella"
"29466","Genus",1488196,"Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Veillonella"
"128785","Genus",1448437,"Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas"
"72763","Genus",1443713,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Tessaracoccus"
"51665","Genus",1365640,"Bacteria","Bacillota","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus"
"2487072","Genus",1281711,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Epilithonimonas"
"2364647","Genus",1243005,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Kalamiella"
"41170","Genus",1164329,"Bacteria","Bacillota","Bacilli","Bacillales","","Exiguobacterium"
"2609252","Genus",1142651,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Rathayibacter"
"1350","Family",1056327,"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae",NA
"1658671","Genus",1027331,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Intrasporangiaceae","Arsenicicoccus"
"48736","Genus",1015128,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia"
"49319","Family",961722,"Bacteria","Actinomycetota","Rubrobacteria","Rubrobacterales","Rubrobacteraceae",NA
"49319","Genus",961722,"Bacteria","Actinomycetota","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter"
"1350","Genus",918726,"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"2760308","Genus",888272,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Propioniciclava"
"565","Genus",848102,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Atlantibacter"
"2714941","Genus",766007,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Intrasporangiaceae","Phycicoccus"
"1276","Family",744905,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Kytococcaceae",NA
"1276","Genus",744905,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Kytococcaceae","Kytococcus"
"61647","Genus",663809,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pluralibacter"
"1260","Genus",649905,"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Finegoldia"
"1882682","Genus",614260,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Microvirga"
"51288","Genus",565778,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kluyvera"
"28447","Genus",561983,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Clavibacter"
"391953","Genus",528398,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Aquincola"
"564064","Genus",511260,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma"
"47671","Genus",498580,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia"
"28198","Family",410778,"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae",NA
"450367","Genus",409880,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Peribacillus"
"2004710","Genus",396124,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Cloacibacterium"
"34038","Genus",391908,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Rahnella"
"28038","Genus",385880,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Latilactobacillus"
"2728021","Genus",385531,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Duganella"
"9","Genus",383470,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Buchnera"
"1619313","Genus",380612,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Duffyella"
"712435","Family",344059,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae",NA
"712435","Genus",344059,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"2567881","Genus",340171,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Citricoccus"
"195105","Genus",337700,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Haematobacter"
"2994664","Genus",323301,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Frigoribacterium"
"3019969","Genus",288479,"Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Chromatiaceae","Rheinheimera"
"1978566","Genus",278666,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Cryobacterium"
"584","Genus",246520,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus"
"1658665","Genus",242736,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Mitsuaria"
"131568","Order",234687,"Bacteria","Actinomycetota","Actinomycetes","Kineosporiales",NA,NA
"131568","Family",234687,"Bacteria","Actinomycetota","Actinomycetes","Kineosporiales","Kineosporiaceae",NA
"131568","Genus",234687,"Bacteria","Actinomycetota","Actinomycetes","Kineosporiales","Kineosporiaceae","Kineococcus"
"2762748","Genus",231275,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingosinithalassobacter"
"129985","Genus",225374,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Mesobacillus"
"53358","Genus",223699,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Intrasporangiaceae","Intrasporangium"
"147709","Genus",217005,"Bacteria","Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium"
"69965","Genus",198462,"Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Macrococcus"
"3003265","Genus",189489,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Aurantiacibacter"
"2694929","Genus",185754,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae","Pontibacter"
"2502779","Genus",184249,"Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Pseudocnuella"
"1296","Genus",173556,"Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Mammaliicoccus"
"392610","Genus",129095,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"1278212","Genus",128622,"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Arcobacter"
"2725414","Genus",126657,"Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Chitinophaga"
"150203","Genus",119284,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Blastomonas"
"1646377","Genus",119209,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Rouxiella"
"1517","Family",99875,"Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales Family III. Incertae Sedis",NA
"522","Genus",88093,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acidiphilium"
"1379910","Genus",86876,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae","Rufibacter"
"83526","Genus",71263,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus"
"75697","Genus",65664,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Castellaniella"
"36861","Family",58295,"Bacteria","Pseudomonadota","Betaproteobacteria","Nitrosomonadales","Thiobacillaceae",NA
"33059","Order",55272,"Bacteria","Pseudomonadota","Acidithiobacillia","Acidithiobacillales",NA,NA
"33059","Family",55272,"Bacteria","Pseudomonadota","Acidithiobacillia","Acidithiobacillales","Acidithiobacillaceae",NA
"33059","Genus",55272,"Bacteria","Pseudomonadota","Acidithiobacillia","Acidithiobacillales","Acidithiobacillaceae","Acidithiobacillus"
"33059","Class",55272,"Bacteria","Pseudomonadota","Acidithiobacillia",NA,NA,NA
"1969806","Genus",54859,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acidibrevibacterium"
"638","Genus",47477,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Arsenophonus"
